dataset,selection,values,mean_novelty_mse,mean_seasonal24_mse,mean_local_variation,mean_block_variance,mean_best_naive_mse,mean_smoothness_ratio
ETTh2,selected_by_label_novelty,30340,1.901391152510717,1.7710095181902947,0.09786724120510298,1.1167562556425494,1.6169101462831414,0.13273374689948494
ETTh2,not_selected_by_label_novelty,83435,0.7889847178763412,0.7535764924127992,0.08132384849922251,0.727810965190953,0.6450388424788523,0.29961986710961924
Weather,selected_by_label_novelty,143328,2.2231524705669545,2.1682295352688516,0.6286116263686646,1.4741227130215704,1.9515635466121977,0.12431813854629896
Weather,not_selected_by_label_novelty,394152,0.8894992307458933,0.9236022115779539,0.07436100040403446,0.6514213322195941,0.6906111031711156,0.1234587190809905
