epoch,train_loss,mse,mae
1,0.6259631632049452,0.67491215467453,0.4548017382621765
2,0.5941494592201753,0.6711704730987549,0.4538746476173401
3,0.5862171827251339,0.7070198059082031,0.4569120407104492
4,0.5800724418359845,0.6802065968513489,0.45936551690101624
5,0.5736202565572595,0.6866642832756042,0.4540758430957794
6,0.5669537452600335,0.6791352033615112,0.45571979880332947
7,0.5610025446047492,0.676927924156189,0.4601287245750427
8,0.5540046238984686,0.7002243995666504,0.46917054057121277
9,0.5476634795093195,0.6901068091392517,0.4655490517616272
10,0.540330339930818,0.719194233417511,0.47603046894073486
11,0.5334343234057067,0.7724926471710205,0.4862898290157318
12,0.5271865454198639,0.7643038630485535,0.49034538865089417
