phase,dataset,trial_id,profile_id,seed,best_epoch,validation_mean_mse_4h,trainable_parameters,checkpoint_sha256_before_test,artifact_dir,test_artifact_dir,source_ledger
H5A,ECL,ECL__h5a_budget90,h5a_budget90,2021,53,0.1310278918112292,5706565,05c66485bd1b52217aa88d70481cb10c325ec02dd40338f8919bae18115311b2,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_budget90/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_budget90/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
H5A,ECL,ECL__h5a_dropout6,h5a_dropout6,2021,65,0.13055714757767475,5706565,f970e4f9c400e3bffed31a57a980f3ea6bbbc9ebe6437899cf897d10248b23b1,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_dropout6/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_dropout6/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
H5A,ECL,ECL__h5a_dropout7,h5a_dropout7,2021,65,0.13021713687076478,5706565,9113f8a4c4161eb538c60ddb6f2de0ddc54f1592d2a590d97d55071a05d81fdd,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_dropout7/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_dropout7/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
H5A,ECL,ECL__h5a_ff1024,h5a_ff1024,2021,79,0.1308045395320126,3607365,4f295978942132cf31743f2684003b1235f53cec8440d5155c347bf22d925905,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_ff1024/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_ff1024/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
H5A,ECL,ECL__h5a_lr1e3,h5a_lr1e3,2021,60,0.13207960976278482,5706565,840e1cd73252c55825297be5cc0fbb439b9be30c3aa46bd7cf0f271640ec5f00,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_lr1e3/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_lr1e3/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
H5A,ECL,ECL__h5a_lr7e4,h5a_lr7e4,2021,45,0.1314144323512058,5706565,c072a5311adf019c90384c9c013b5657043415e7a050cb3428881cc4f9ea5a75,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_lr7e4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_lr7e4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
H5A,ECL,ECL__h5a_patch12,h5a_patch12,2021,11,0.13578051605732144,16812869,55bb34cc848f49c10923857f6814a30dc952d956064b4156ea63855e89769a99,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_patch12/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_patch12/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
H5A,ECL,ECL__h5a_patch2,h5a_patch2,2021,28,0.13474175206538924,6562629,f8de7ba7be59cb43f08522c07d7414da9179a16747603f3730488988d6929d30,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_patch2/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_patch2/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
H5A,ECL,ECL__h5a_patch4,h5a_patch4,2021,15,0.1356996198376042,8551237,d7be066c2b6bb6b798d5cc578acf1087dbe24c3aabc1fd66536a5dc366f7474d,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_patch4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_patch4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
H5A,ECL,ECL__h5a_patch8,h5a_patch8,2021,10,0.13698497793931952,12666693,7344b488acefc10d992230d39f7ee92f0e6e754914f629c93b0a0b28629f1aec,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/trials/ECL/ECL__h5a_patch8/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5a/test_audit/ECL/ECL__h5a_patch8/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5a_artifact_audit/trial_ledger.jsonl
