phase,dataset,trial_id,profile_id,seed,best_epoch,validation_mean_mse_4h,trainable_parameters,checkpoint_sha256_before_test,artifact_dir,test_artifact_dir,source_ledger
H4K,ECL,ECL__h4k_exact_budget60_dropout4,h4k_exact_budget60_dropout4,2021,44,0.1313538058435023,5706565,b627cc95011a4334cc6f4c8eae99be14153a7e47702c07280ce0d73145a9341b,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ECL/ECL__h4k_exact_budget60_dropout4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ECL/ECL__h4k_exact_budget60_dropout4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ECL,ECL__h4k_exact_budget60_rank32,h4k_exact_budget60_rank32,2021,46,0.1377125242628002,5332165,8ce13b99b75af34fadb494cd11a3b8880da0a60aef3117a3c20d4de094849d9d,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ECL/ECL__h4k_exact_budget60_rank32/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ECL/ECL__h4k_exact_budget60_rank32/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTh1,ETTh1__h4k_lr2e4,h4k_lr2e4,2021,2,1.1355972254887179,2420425,b78a4f142d1ac0c6e51c12f4c54f1d09d7a91ee6222d8993cfbd5ac422eec730,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTh1/ETTh1__h4k_lr2e4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTh1/ETTh1__h4k_lr2e4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTh1,ETTh1__h4k_lr3e4_rank64,h4k_lr3e4_rank64,2021,3,1.1337152513664304,1663525,72383975580596ee7d387a7cf024786337b57f20ac50df1f2cd175391063a41f,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTh1/ETTh1__h4k_lr3e4_rank64/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTh1/ETTh1__h4k_lr3e4_rank64/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTh2,ETTh2__h4k_lr5e4_rank64,h4k_lr5e4_rank64,2021,1,0.39831007464478413,1695493,bea8a52195e5d70370b31e7748381b272ac49b2c5e55e7b098e28d150897e2e5,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTh2/ETTh2__h4k_lr5e4_rank64/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTh2/ETTh2__h4k_lr5e4_rank64/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTh2,ETTh2__h4k_lr5e4_rank96,h4k_lr5e4_rank96,2021,1,0.40905517015406595,2233733,8c3931e748e1c71fd55bed5434536b47bb2412cd5f8aedb6bd20a51bde1d57e4,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTh2/ETTh2__h4k_lr5e4_rank96/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTh2/ETTh2__h4k_lr5e4_rank96/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTm1,ETTm1__h4k_lr8e5,h4k_lr8e5,2021,31,0.600780475863518,791381,de18990a4d709a0279bd696302990f64adda008a94d45dd7b1a7910ca7135ac2,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTm1/ETTm1__h4k_lr8e5/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTm1/ETTm1__h4k_lr8e5/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTm1,ETTm1__h4k_rank96,h4k_rank96,2021,30,0.6012045277728393,710981,b2015a86c43521e99911622303a7ed0608f9adaf00da18f737d14abed224722d,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTm1/ETTm1__h4k_rank96/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTm1/ETTm1__h4k_rank96/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTm2,ETTm2__h4k_rank32,h4k_rank32,2021,3,0.18525557671054563,2263365,18ce32d26d33ef1a68bc028ca547794c78723fe696194ff9405683c548b83062,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTm2/ETTm2__h4k_rank32/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTm2/ETTm2__h4k_rank32/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTm2,ETTm2__h4k_rank48,h4k_rank48,2021,5,0.18284258540222673,2778245,94f34ae2b9898c6e5f73f5452adec75451f37a29955e058a7dda5726230064ab,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTm2/ETTm2__h4k_rank48/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTm2/ETTm2__h4k_rank48/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTm2,ETTm2__h4k_rank64_capacity64,h4k_rank64_capacity64,2021,8,0.1820407292849268,1695493,ac90337b53244ce8ac38e4b22b458a7598871239d4eed01a2bcb650bea539226,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTm2/ETTm2__h4k_rank64_capacity64/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTm2/ETTm2__h4k_rank64_capacity64/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTm2,ETTm2__h4k_rank64_dropout2,h4k_rank64_dropout2,2021,4,0.1835539107444689,3293125,d7c0232b2b7070351805e4c8385573a4a2c91dc9d83c3944f01bb1e1906b797e,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTm2/ETTm2__h4k_rank64_dropout2/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTm2/ETTm2__h4k_rank64_dropout2/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTm2,ETTm2__h4k_rank64_dropout4,h4k_rank64_dropout4,2021,4,0.1836546620920888,3293125,4b68139c43f204a62dcb80271ced9d4b98f55d661cafe3bc2dead3d39362075e,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTm2/ETTm2__h4k_rank64_dropout4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTm2/ETTm2__h4k_rank64_dropout4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTm2,ETTm2__h4k_rank64_lr5e5,h4k_rank64_lr5e5,2021,13,0.18322697292240928,3293125,e96b36129e5ffa70139fdb1a2ff5b130f68b66d0aefa1c4cb76fbec0d3a5ae58,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTm2/ETTm2__h4k_rank64_lr5e5/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTm2/ETTm2__h4k_rank64_lr5e5/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
H4K,ETTm2,ETTm2__h4k_rank64_patch24,h4k_rank64_patch24,2021,5,0.1831710698285384,6410437,d3260d54bacc8d695cfb55b8f7ceac2b8fb923b73b3daf13ad4a7b330965fecf,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/trials/ETTm2/ETTm2__h4k_rank64_patch24/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4k/test_audit/ETTm2/ETTm2__h4k_rank64_patch24/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4k_artifact_audit/trial_ledger.jsonl
