phase,dataset,trial_id,profile_id,seed,best_epoch,validation_mean_mse_4h,trainable_parameters,checkpoint_sha256_before_test,artifact_dir,test_artifact_dir,source_ledger
H4J,ECL,ECL__h4j_exact_budget60,h4j_exact_budget60,2021,44,0.1306277031100185,5706565,4574bd9fec88c3c9c506018d4431127c43d2790a795eaa74b344b650a937b510,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ECL/ECL__h4j_exact_budget60/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ECL/ECL__h4j_exact_budget60/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
H4J,ECL,ECL__h4j_exact_lr3e4,h4j_exact_lr3e4,2021,38,0.13187914096116501,5706565,d4c11baafc330f635905f9cbdde3f72e38662bc9518583b59c3fe40068fc0353,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ECL/ECL__h4j_exact_lr3e4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ECL/ECL__h4j_exact_lr3e4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
H4J,ECL,ECL__h4j_intermediate_budget45,h4j_intermediate_budget45,2021,45,0.13248721111823605,1853509,f9a8aca0577c4ef13a85eb02895ede3c05d2213d6931ee97652305d8bada7813,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ECL/ECL__h4j_intermediate_budget45/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ECL/ECL__h4j_intermediate_budget45/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
H4J,ECL,ECL__h4j_intermediate_lr3e4,h4j_intermediate_lr3e4,2021,45,0.13364512135975973,1853509,ca4f6509c09f232aa8eda5a152a471780e9b66214e04a70e2b660164ea59af35,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ECL/ECL__h4j_intermediate_lr3e4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ECL/ECL__h4j_intermediate_lr3e4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
H4J,ETTh1,ETTh1__h4j_dropout2,h4j_dropout2,2021,2,1.150027817000066,2420425,e3528a09203c0ef09d873a159e3eab7e9ec8aa8d2fd3778df44856f0d0b31b7d,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ETTh1/ETTh1__h4j_dropout2/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ETTh1/ETTh1__h4j_dropout2/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
H4J,ETTh1,ETTh1__h4j_lr3e4,h4j_lr3e4,2021,2,1.134268320863697,2420425,1e4021071ac805b8941d9b4ab49da13ee4d8b520c03f16c4f4e458e6dec98814,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ETTh1/ETTh1__h4j_lr3e4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ETTh1/ETTh1__h4j_lr3e4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
H4J,ETTh2,ETTh2__h4j_lr3e4,h4j_lr3e4,2021,2,0.4198100223064622,2570133,84556691c1e7e47db440fbdf061c44964402ba5457764d1f433142006c30b163,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ETTh2/ETTh2__h4j_lr3e4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ETTh2/ETTh2__h4j_lr3e4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
H4J,ETTh2,ETTh2__h4j_seq512,h4j_seq512_patch16,2021,1,0.41316565556289064,3354773,483a5f41305ec6fe6dd54f27c57b6655b9a345797262ab055585d1088a4db392,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ETTh2/ETTh2__h4j_seq512/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ETTh2/ETTh2__h4j_seq512/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
H4J,ETTm1,ETTm1__h4j_budget45,h4j_budget45,2021,22,0.601880800000961,791381,bf943f09d31fc9a4d89bc55d521dd4dc43f997ccc2d9b40030101630f7dc7c55,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ETTm1/ETTm1__h4j_budget45/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ETTm1/ETTm1__h4j_budget45/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
H4J,ETTm1,ETTm1__h4j_dropout8,h4j_dropout8,2021,18,0.6004176930159918,791381,c52a2e892fa10ee1a2d0f9759ba179fe928b1e17e592f6a2c2e76a8b899e9234,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/trials/ETTm1/ETTm1__h4j_dropout8/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4j_r1/test_audit/ETTm1/ETTm1__h4j_dropout8/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4j_artifact_audit/trial_ledger.jsonl
