phase,dataset,trial_id,profile_id,seed,best_epoch,validation_mean_mse_4h,trainable_parameters,checkpoint_sha256_before_test,artifact_dir,test_artifact_dir,source_ledger
H5D,ETTh1,ETTh1__h5d_bs16_lr2p4,h5d_bs16_lr2p4,2021,2,1.1043398752124862,2045193,c60895a465a1236ab4d21497d460c83636c3421bcfd193ad9a1d89ea5fa75642,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs16_lr2p4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs16_lr2p4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
H5D,ETTh1,ETTh1__h5d_bs16_lr3,h5d_bs16_lr3,2021,2,1.1073278867397531,2045193,7351bc4d5147bb8ce6ccd931131973b8a0d0216ae069701fed8f4f2a1fc8b04f,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs16_lr3/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs16_lr3/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
H5D,ETTh1,ETTh1__h5d_bs16_lr3p6,h5d_bs16_lr3p6,2021,2,1.11326526092358,2045193,0c138c2fc0119a2f5d991a4134d4c11b05369a0112b8a9a340990e53443b5fe5,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs16_lr3p6/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs16_lr3p6/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
H5D,ETTh1,ETTh1__h5d_bs24_lr2p8,h5d_bs24_lr2p8,2021,2,1.1100961300714445,2045193,704209aa3f018025baf0c7013b6d0bc53155c016a210541c4e3d99adffac07a0,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs24_lr2p8/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs24_lr2p8/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
H5D,ETTh1,ETTh1__h5d_bs24_lr3p4,h5d_bs24_lr3p4,2021,2,1.112421158333457,2045193,bbccab8bd8f500adb0aa64f95995ded39820fdb0d833d60e27ce8a9083fed48c,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs24_lr3p4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs24_lr3p4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
H5D,ETTh1,ETTh1__h5d_bs24_lr4,h5d_bs24_lr4,2021,2,1.116350936007479,2045193,1ab99c3625b79cfaf332895984c1861194c8cf89cbf61f5cd6c32c11ad657bd6,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs24_lr4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs24_lr4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
H5D,ETTh1,ETTh1__h5d_bs48_lr3p6,h5d_bs48_lr3p6,2021,2,1.1125440056668594,2045193,416c961f90785be520fb58bd7c608be31760c1ad2bb8fa125209cd4258f6ab02,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs48_lr3p6/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs48_lr3p6/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
H5D,ETTh1,ETTh1__h5d_bs48_lr4p4,h5d_bs48_lr4p4,2021,2,1.1130266533839324,2045193,2048e8dc9a6433e562078a2eeeb335ae8b8c36dfe1a48b1ea39c79a0ba024e19,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs48_lr4p4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs48_lr4p4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
H5D,ETTh1,ETTh1__h5d_bs48_lr5p2,h5d_bs48_lr5p2,2021,2,1.1123968427936133,2045193,ee836c385b7724d8667f532ee75f02853ae0a53fd1a6d601bc5c3026ef36c26e,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs48_lr5p2/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs48_lr5p2/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
H5D,ETTh1,ETTh1__h5d_bs64_lr4,h5d_bs64_lr4,2021,2,1.1086119321703407,2045193,16626e5759558c74d31fb91ec9dda0c8d7edc673cc88ca2a1f5c8f4988bc72bb,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/trials/ETTh1/ETTh1__h5d_bs64_lr4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h5d/test_audit/ETTh1/ETTh1__h5d_bs64_lr4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h5d_artifact_audit_20260813/trial_ledger.jsonl
