phase,dataset,trial_id,profile_id,seed,best_epoch,validation_mean_mse_4h,trainable_parameters,checkpoint_sha256_before_test,artifact_dir,test_artifact_dir,source_ledger
H4L,ETTm2,ETTm2__h4l_d256_ff256_r128,h4l_d256_ff256_r128,2021,4,0.18154986838854958,10645317,cdca523b7337af4c591a9e70c80c8c2d7d1e020e449864679170b3c970bedf11,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_d256_ff256_r128/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_d256_ff256_r128/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_d256_ff512_r128,h4l_d256_ff512_r128,2021,3,0.18247713252143483,10907973,29322c3447d70e8e80f23936e6eb85c69a8b82e1d947ae53cd2f3a50e41807a5,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_d256_ff512_r128/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_d256_ff512_r128/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_d32_ff64_r32,h4l_d32_ff64_r32,2021,27,0.1829777137751022,595877,42fd2ced2552b919bf95714bea1a843c35b9f5cee42c16a7f707651ecedfbe8f,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_d32_ff64_r32/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_d32_ff64_r32/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_d64_ff64_r32,h4l_d64_ff64_r32,2021,5,0.1842424851579828,1140741,29aac98774aed638efbc167a691fbe41163ab55a251fad198558ce5a19c33e34,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_d64_ff64_r32/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_d64_ff64_r32/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_ff256,h4l_ff256,2021,6,0.18294738547124398,3358917,b48178a7338a4702dd6923fe478681886e2768ed46e718b58c06f16990154cee,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_ff256/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_ff256/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_lr1e5,h4l_lr1e5,2021,17,0.18289611014830398,3293125,ec0fd5f1c531a54b1605ea62e41d8f1dba7538a13452d20c0324a035bf0e09e9,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_lr1e5/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_lr1e5/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_lr5e4,h4l_lr5e4,2021,2,0.1836692703140822,3293125,c2ca7bbbb6e8266861efad9b1dd8353b1cf6b693bb70eb4e1449b1f3c71d0f25,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_lr5e4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_lr5e4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_patch1,h4l_patch1,2021,3,0.17865943059316902,516549,5d6a4b08d0191378fcc6366d99598c08e4acef530cca0de64d0fdb917da404b6,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_patch1/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_patch1/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_patch120,h4l_patch120,2021,3,0.18688556823726107,31376581,ed6265ce3d8f62bde4d113782ffe747d3c8d558413643d7668aca54f1569a945,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_patch120/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_patch120/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_patch4,h4l_patch4,2021,6,0.17995654546613216,1227717,1fbb5e0879284fd445ecd366d94f5e62cb933491bd9540ee0ec6996f92307e4f,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_patch4/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_patch4/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_patch48,h4l_patch48,2021,4,0.18367060468391708,12650821,30261433efbfa7b6f62d43ecbb53d8acd8299defa53547dfc357450ef8ac4f6a,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_patch48/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_patch48/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
H4L,ETTm2,ETTm2__h4l_patch72,h4l_patch72,2021,4,0.18457926478807904,18892485,789fdba1d705ba9c11042051605b984f5e64d4e39ef3207f0bc57f12d5f98336,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/trials/ETTm2/ETTm2__h4l_patch72/seed2021,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_main_v1_hpo/h4l/test_audit/ETTm2/ETTm2__h4l_patch72/seed2021,analysis/iscf_bsca_main_v1_hpo_20260731/h4l_artifact_audit/trial_ledger.jsonl
