model,strategy,dataset,epochs_ran,best_epoch,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,first_train_prediction_loss,best_epoch_train_prediction_loss,last_train_prediction_loss,post_best_val_drift_pct,train_loss_drop_pct
PatchEncoderDynamicResidualStabilityRouting,RG-B_dynamic_residual_stability,ETTh2,11,1,0.3838360868394375,0.3838360868394375,0.4809361547231674,0.9174413529493041,0.9174413529493041,0.6788547342106447,25.297274334799024,-26.005653437320387
PatchEncoderDynamicResidualStabilityRouting,RG-B_dynamic_residual_stability,Weather,13,3,0.5499611422419548,0.5320397242903709,0.5772520825266838,0.7840021333814094,0.642463408490663,0.48291121716994967,8.497929040282969,-38.40434909441528
PatchEncoderFullTimeMSE720,D0_full_time_mse,ETTh2,13,3,0.3812420554459095,0.38027048110961914,0.435229804366827,0.807343705225799,0.727760360402576,0.5575122787790784,14.452692487946472,-30.94486583961752
PatchEncoderFullTimeMSE720,D0_full_time_mse,Weather,14,4,0.5659486055374146,0.5341168344020844,0.5897181704640388,0.7025616099543897,0.5695068129074616,0.4328021978605605,10.40995761240091,-38.3965488964508
PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,ETTh2,11,1,0.374531764537096,0.374531764537096,0.44357161223888397,0.7401306333561097,0.7401306333561097,0.346416768888312,18.433642814546847,-53.19518565020189
PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,Weather,11,1,0.5270421206951141,0.5270421206951141,0.616693802177906,0.7743998653757773,0.7743998653757773,0.505289421580976,17.01034470727891,-34.7508381428005
