arm,dataset,fold,train_rows,test_rows,learned_fused_mse,uniform_fused_mse,crossfit_convex_mse,crossfit_bounded_affine_mse,crossfit_best_fixed_mse,convex_gain_over_learned_percent,affine_gain_over_learned_percent,affine_gain_over_convex_percent,uniform_gain_over_learned_percent,best_fixed_gain_over_learned_percent,best_fixed_arm_index,convex_weights,bounded_affine_weights,affine_negative_weight_count,affine_max_abs_weight
siff_equal,ETTh1,0,128,128,0.3354781443148221,0.3401825981387289,0.33437855429340957,0.33437855429340957,0.34463680794745555,0.32776800517312354,0.32776800517312354,0.0,-1.4023130578342702,-2.730032876311217,4,"[0.041894672944871945, 0.14009556314545962, 0.14357627207515508, 0.0581203928294741, 0.6163130990050393]","[0.041894672944871945, 0.14009556314545962, 0.14357627207515508, 0.0581203928294741, 0.6163130990050393]",0,0.6163130990050393
siff_equal,ETTh1,1,128,128,0.344391349288287,0.3503696503578586,0.34206646188101203,0.34209887817448376,0.34782481414661925,0.6750713721699331,0.6656587392630087,-0.009476606766267714,-1.7359033790849354,-0.9969660577792583,4,"[0.054408249153560975, 0.25257321768585594, 0.12371584625694222, 4.6773159347382465e-18, 0.5693026869036407]","[0.054091821505276944, 0.2545692252950732, 0.12785004449417062, -0.013345324873328665, 0.5768342335788078]",1,0.5768342335788078
siff_equal,ETTh2,0,128,128,0.13151678429295585,0.13370564239698954,0.12686031000894984,0.1268526907705142,0.12703255730288177,3.5405931714644345,3.546386529686052,0.006006006476810821,-1.6643184486308416,3.4096233527770803,4,"[0.045648443451271274, 6.083814143654012e-19, 0.029426200040481264, 5.223863943954084e-18, 0.9249253565082475]","[0.06054418696695764, -0.06281749041988759, 0.07962343297179547, -0.00827161305274227, 0.9309214835338767]",2,0.9309214835338767
siff_equal,ETTh2,1,128,128,0.12797285348225887,0.1301077496950581,0.12345063730763163,0.1234752402152564,0.12358949153783481,3.5337308277291535,3.5145057288466175,-0.019929348411107384,-1.668241470520293,3.4252279488569237,4,"[0.06301120318614589, 2.6020852139652106e-18, 0.0, 1.3010426069826053e-17, 0.9369887968138542]","[0.08080007931186116, -0.04402812012025607, 0.021975000844708874, -0.04466806469504786, 0.985921104658734]",2,0.985921104658734
siff_equal,ETTm1,0,128,128,0.35519610437314403,0.3525854307879358,0.350754880694049,0.350026756959918,0.3542132132654145,1.2503582174508865,1.4553502556986064,0.2075876272028654,0.7349949937698774,0.2767178737683951,3,"[0.19245633361740727, 1.7378998495290107e-17, 0.3286313607249163, 0.4789123056576765, 0.0]","[0.28158522876123226, -0.35088171353648484, 0.5910389576803663, 0.5765777025153234, -0.09832017542043706]",2,0.5910389576803663
siff_equal,ETTm1,1,128,128,0.32589885768259813,0.3240965036135925,0.32284306090968656,0.32268608857617154,0.32651413750871716,0.937651882133228,0.9858178482956226,0.04862187004196494,0.553040928655546,-0.1887947170156279,2,"[0.17489055691315547, 6.261267546103788e-18, 0.4071083329431023, 0.41800111014374236, 0.0]","[0.2683268480388037, -0.34617072822255224, 0.7103024894270898, 0.683333406440217, -0.31579201568355836]",2,0.7103024894270898
siff_equal,ETTm2,0,128,128,0.12900623174884973,0.12514488209928232,0.12197496014548458,0.12272043785141713,0.12432281216938816,5.4503348466558466,4.872473067556793,-0.611172739915955,2.9931497085231684,3.6303824365471637,4,"[0.0074704773530354165, 2.785192561337909e-17, 0.34923014127864555, 0.0, 0.6432993813683191]","[0.15633550774465227, -0.6947301825885448, 0.8739608715239136, -0.00016005268336709289, 0.664593856003346]",2,0.8739608715239136
siff_equal,ETTm2,1,128,128,0.10048049506438404,0.09606837180530735,0.09342523292769991,0.09340028042987326,0.09570042139762322,7.021524060130668,7.046357235774014,0.02670852086176234,4.3910246025853805,4.757215481171684,3,"[0.0, 3.970364986054482e-17, 0.3238353737383767, 0.5091387956985708, 0.1670258305630526]","[-0.055694231238866306, -0.10817957074871248, 0.4787407423526198, 0.509753748485898, 0.17537931114906094]",2,0.509753748485898
siff_equal,Weather,0,128,128,0.43026736277622146,0.4331333136768957,0.4311565411001224,0.4276861940497332,0.4319617081832731,-0.2066571626915259,0.5998987954451751,0.8048925899475923,-0.6660860545364633,-0.39378896789177276,4,"[0.0, 0.17294737663403825, 0.0, 0.0, 0.8270526233659619]","[-0.308508343271285, 0.9999999999999998, -0.47322911736706785, -0.21826253936164666, 0.9999999999999999]",3,0.9999999999999999
siff_equal,Weather,1,128,128,0.41780965012340815,0.4221850307420066,0.41955710458336604,0.41640971419048045,0.42207547306958026,-0.41824176618270315,0.3350654855660218,0.7501697286263487,-1.0472186598146083,-1.0209967493360006,1,"[0.0, 0.5835883474133591, 0.0, 0.0, 0.41641165258664226]","[-0.22276937387931992, 0.9999999999999998, -0.24090130077816546, -0.5363293253425144, 1.0]",3,1.0
