short_horizon,long_horizon,chpd_raw,nchpd
96,192,0.4281672928530374,0.07340313571815688
96,336,0.7415239974429207,0.1271236442650358
96,720,0.7515537464108059,0.12884310074150562
192,336,0.6418973628942141,0.11004408798180519
192,720,0.45419297183929536,0.07786486476349333
336,720,0.8773521926570631,0.15040943842558635
