dataset,arm,target_horizon,mse,mae,source_path
ETTh2,prefix_conditioned_stochastic_k2,96,0.24025189876556396,0.31104761362075806,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,prefix_conditioned_stochastic_k2,192,0.278606116771698,0.3407895565032959,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,prefix_conditioned_stochastic_k2,336,0.307037889957428,0.3671427369117737,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,prefix_conditioned_stochastic_k2,720,0.3901798129081726,0.4265972971916199,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_decoder_multiprefix,96,0.24098174273967743,0.3125793933868408,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_decoder_multiprefix,192,0.2772313058376312,0.3410320580005646,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_decoder_multiprefix,336,0.30352982878685,0.36583882570266724,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_decoder_multiprefix,720,0.38805851340293884,0.4260466992855072,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,prefix_conditioned_stochastic_k2,96,0.16186383366584778,0.2467511147260666,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,prefix_conditioned_stochastic_k2,192,0.21613439917564392,0.2837411165237427,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,prefix_conditioned_stochastic_k2,336,0.2666208744049072,0.3178122639656067,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,prefix_conditioned_stochastic_k2,720,0.3417050838470459,0.3697045147418976,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_set_decoder_multiprefix,96,0.16119956970214844,0.24620851874351501,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_set_decoder_multiprefix,192,0.21555764973163605,0.28323161602020264,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_set_decoder_multiprefix,336,0.2663112282752991,0.31736648082733154,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm2,target_set_decoder_multiprefix,720,0.34196171164512634,0.36965951323509216,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,prefix_conditioned_stochastic_k2,96,0.14166775345802307,0.18129520118236542,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,prefix_conditioned_stochastic_k2,192,0.18262241780757904,0.2226303070783615,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,prefix_conditioned_stochastic_k2,336,0.23207396268844604,0.2629055678844452,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,prefix_conditioned_stochastic_k2,720,0.3041312098503113,0.3140997290611267,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_prefix_conditioned_stochastic_k2_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_set_decoder_multiprefix,96,0.14159463346004486,0.18111535906791687,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_set_decoder_multiprefix,192,0.18242298066616058,0.2224404662847519,analysis/phase5_timealign_hss_h1_readout_gate_20260630/raw/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
