dataset,batch_idx,unit_size,unit_idx,profile_type,patch_idx,patch_start,patch_end_exclusive,profile_mass
ETTh2,0,180,1,target_independent_sensitivity,24,576,624,0.033564936369657516
ETTh2,0,180,1,target_independent_sensitivity,25,600,648,0.03465670719742775
ETTh2,0,180,1,target_independent_sensitivity,26,624,672,0.03430676832795143
ETTh2,0,180,1,target_independent_sensitivity,27,648,696,0.03554457426071167
ETTh2,0,180,1,target_independent_sensitivity,28,672,720,0.0735449343919754
ETTh2,0,180,2,error_conditioned_demand,0,0,48,0.08488398045301437
ETTh2,0,180,2,error_conditioned_demand,1,24,72,0.04094836488366127
ETTh2,0,180,2,error_conditioned_demand,2,48,96,0.03256044536828995
ETTh2,0,180,2,error_conditioned_demand,3,72,120,0.030709801241755486
ETTh2,0,180,2,error_conditioned_demand,4,96,144,0.031914856284856796
ETTh2,0,180,2,error_conditioned_demand,5,120,168,0.03331352397799492
ETTh2,0,180,2,error_conditioned_demand,6,144,192,0.034913212060928345
ETTh2,0,180,2,error_conditioned_demand,7,168,216,0.036571990698575974
ETTh2,0,180,2,error_conditioned_demand,8,192,240,0.03230606019496918
ETTh2,0,180,2,error_conditioned_demand,9,216,264,0.027747005224227905
ETTh2,0,180,2,error_conditioned_demand,10,240,288,0.025147423148155212
ETTh2,0,180,2,error_conditioned_demand,11,264,312,0.023207571357488632
ETTh2,0,180,2,error_conditioned_demand,12,288,336,0.02780570089817047
ETTh2,0,180,2,error_conditioned_demand,13,312,360,0.030160000547766685
ETTh2,0,180,2,error_conditioned_demand,14,336,384,0.02613915503025055
ETTh2,0,180,2,error_conditioned_demand,15,360,408,0.023803027346730232
ETTh2,0,180,2,error_conditioned_demand,16,384,432,0.024989023804664612
ETTh2,0,180,2,error_conditioned_demand,17,408,456,0.02733079344034195
ETTh2,0,180,2,error_conditioned_demand,18,432,480,0.03205776959657669
ETTh2,0,180,2,error_conditioned_demand,19,456,504,0.03615526109933853
ETTh2,0,180,2,error_conditioned_demand,20,480,528,0.03596697002649307
ETTh2,0,180,2,error_conditioned_demand,21,504,552,0.03275541216135025
ETTh2,0,180,2,error_conditioned_demand,22,528,576,0.03072284534573555
ETTh2,0,180,2,error_conditioned_demand,23,552,600,0.032782964408397675
ETTh2,0,180,2,error_conditioned_demand,24,576,624,0.03586132824420929
ETTh2,0,180,2,error_conditioned_demand,25,600,648,0.036358170211315155
ETTh2,0,180,2,error_conditioned_demand,26,624,672,0.03244446963071823
ETTh2,0,180,2,error_conditioned_demand,27,648,696,0.03129925578832626
ETTh2,0,180,2,error_conditioned_demand,28,672,720,0.06914359331130981
ETTh2,0,180,2,target_independent_sensitivity,0,0,48,0.0694301500916481
ETTh2,0,180,2,target_independent_sensitivity,1,24,72,0.037629444152116776
ETTh2,0,180,2,target_independent_sensitivity,2,48,96,0.03224673494696617
ETTh2,0,180,2,target_independent_sensitivity,3,72,120,0.031152082607150078
ETTh2,0,180,2,target_independent_sensitivity,4,96,144,0.031941626220941544
ETTh2,0,180,2,target_independent_sensitivity,5,120,168,0.03316114470362663
ETTh2,0,180,2,target_independent_sensitivity,6,144,192,0.034543540328741074
ETTh2,0,180,2,target_independent_sensitivity,7,168,216,0.0352235846221447
ETTh2,0,180,2,target_independent_sensitivity,8,192,240,0.03282422199845314
ETTh2,0,180,2,target_independent_sensitivity,9,216,264,0.029414352029561996
ETTh2,0,180,2,target_independent_sensitivity,10,240,288,0.027875587344169617
ETTh2,0,180,2,target_independent_sensitivity,11,264,312,0.028001515194773674
ETTh2,0,180,2,target_independent_sensitivity,12,288,336,0.030049676075577736
ETTh2,0,180,2,target_independent_sensitivity,13,312,360,0.030713995918631554
ETTh2,0,180,2,target_independent_sensitivity,14,336,384,0.02933868020772934
ETTh2,0,180,2,target_independent_sensitivity,15,360,408,0.028449028730392456
ETTh2,0,180,2,target_independent_sensitivity,16,384,432,0.028958871960639954
ETTh2,0,180,2,target_independent_sensitivity,17,408,456,0.029605437070131302
ETTh2,0,180,2,target_independent_sensitivity,18,432,480,0.03241925314068794
ETTh2,0,180,2,target_independent_sensitivity,19,456,504,0.035637807101011276
ETTh2,0,180,2,target_independent_sensitivity,20,480,528,0.0348002053797245
ETTh2,0,180,2,target_independent_sensitivity,21,504,552,0.031749192625284195
ETTh2,0,180,2,target_independent_sensitivity,22,528,576,0.030338602140545845
ETTh2,0,180,2,target_independent_sensitivity,23,552,600,0.03233923390507698
ETTh2,0,180,2,target_independent_sensitivity,24,576,624,0.03410033509135246
ETTh2,0,180,2,target_independent_sensitivity,25,600,648,0.034029554575681686
ETTh2,0,180,2,target_independent_sensitivity,26,624,672,0.03243907168507576
ETTh2,0,180,2,target_independent_sensitivity,27,648,696,0.03299788758158684
ETTh2,0,180,2,target_independent_sensitivity,28,672,720,0.06858924776315689
ETTh2,0,180,3,error_conditioned_demand,0,0,48,0.08243220299482346
ETTh2,0,180,3,error_conditioned_demand,1,24,72,0.03823002055287361
ETTh2,0,180,3,error_conditioned_demand,2,48,96,0.03293702378869057
ETTh2,0,180,3,error_conditioned_demand,3,72,120,0.030560409650206566
ETTh2,0,180,3,error_conditioned_demand,4,96,144,0.030283644795417786
ETTh2,0,180,3,error_conditioned_demand,5,120,168,0.033693667501211166
ETTh2,0,180,3,error_conditioned_demand,6,144,192,0.035501282662153244
ETTh2,0,180,3,error_conditioned_demand,7,168,216,0.03538131341338158
ETTh2,0,180,3,error_conditioned_demand,8,192,240,0.03106110170483589
ETTh2,0,180,3,error_conditioned_demand,9,216,264,0.027814660221338272
ETTh2,0,180,3,error_conditioned_demand,10,240,288,0.025804487988352776
ETTh2,0,180,3,error_conditioned_demand,11,264,312,0.023042231798171997
ETTh2,0,180,3,error_conditioned_demand,12,288,336,0.030575180426239967
ETTh2,0,180,3,error_conditioned_demand,13,312,360,0.03554611653089523
ETTh2,0,180,3,error_conditioned_demand,14,336,384,0.02973051927983761
ETTh2,0,180,3,error_conditioned_demand,15,360,408,0.02507876604795456
ETTh2,0,180,3,error_conditioned_demand,16,384,432,0.022679870948195457
ETTh2,0,180,3,error_conditioned_demand,17,408,456,0.022073796018958092
ETTh2,0,180,3,error_conditioned_demand,18,432,480,0.027097808197140694
ETTh2,0,180,3,error_conditioned_demand,19,456,504,0.03041115216910839
ETTh2,0,180,3,error_conditioned_demand,20,480,528,0.029507840052247047
ETTh2,0,180,3,error_conditioned_demand,21,504,552,0.029213065281510353
ETTh2,0,180,3,error_conditioned_demand,22,528,576,0.029787922278046608
ETTh2,0,180,3,error_conditioned_demand,23,552,600,0.03204677626490593
ETTh2,0,180,3,error_conditioned_demand,24,576,624,0.037557248026132584
ETTh2,0,180,3,error_conditioned_demand,25,600,648,0.0414193831384182
ETTh2,0,180,3,error_conditioned_demand,26,624,672,0.03972453996539116
ETTh2,0,180,3,error_conditioned_demand,27,648,696,0.03858083859086037
ETTh2,0,180,3,error_conditioned_demand,28,672,720,0.07222715765237808
ETTh2,0,180,3,target_independent_sensitivity,0,0,48,0.07070603221654892
ETTh2,0,180,3,target_independent_sensitivity,1,24,72,0.03688451647758484
ETTh2,0,180,3,target_independent_sensitivity,2,48,96,0.03174879401922226
ETTh2,0,180,3,target_independent_sensitivity,3,72,120,0.03076140582561493
ETTh2,0,180,3,target_independent_sensitivity,4,96,144,0.032038502395153046
ETTh2,0,180,3,target_independent_sensitivity,5,120,168,0.033815234899520874
ETTh2,0,180,3,target_independent_sensitivity,6,144,192,0.03485807031393051
ETTh2,0,180,3,target_independent_sensitivity,7,168,216,0.035558655858039856
ETTh2,0,180,3,target_independent_sensitivity,8,192,240,0.03293056786060333
ETTh2,0,180,3,target_independent_sensitivity,9,216,264,0.030175533145666122
ETTh2,0,180,3,target_independent_sensitivity,10,240,288,0.028639771044254303
ETTh2,0,180,3,target_independent_sensitivity,11,264,312,0.027176469564437866
ETTh2,0,180,3,target_independent_sensitivity,12,288,336,0.031096767634153366
ETTh2,0,180,3,target_independent_sensitivity,13,312,360,0.03348185494542122
ETTh2,0,180,3,target_independent_sensitivity,14,336,384,0.030655009672045708
ETTh2,0,180,3,target_independent_sensitivity,15,360,408,0.028357749804854393
ETTh2,0,180,3,target_independent_sensitivity,16,384,432,0.027099471539258957
ETTh2,0,180,3,target_independent_sensitivity,17,408,456,0.02653741091489792
ETTh2,0,180,3,target_independent_sensitivity,18,432,480,0.029604122042655945
ETTh2,0,180,3,target_independent_sensitivity,19,456,504,0.032197825610637665
ETTh2,0,180,3,target_independent_sensitivity,20,480,528,0.031361568719148636
ETTh2,0,180,3,target_independent_sensitivity,21,504,552,0.029913466423749924
ETTh2,0,180,3,target_independent_sensitivity,22,528,576,0.029900312423706055
ETTh2,0,180,3,target_independent_sensitivity,23,552,600,0.03226326406002045
ETTh2,0,180,3,target_independent_sensitivity,24,576,624,0.03515029698610306
ETTh2,0,180,3,target_independent_sensitivity,25,600,648,0.03693074360489845
ETTh2,0,180,3,target_independent_sensitivity,26,624,672,0.03570966422557831
ETTh2,0,180,3,target_independent_sensitivity,27,648,696,0.03571314364671707
ETTh2,0,180,3,target_independent_sensitivity,28,672,720,0.068733811378479
ETTh2,0,240,0,error_conditioned_demand,0,0,48,0.06652917712926865
ETTh2,0,240,0,error_conditioned_demand,1,24,72,0.03416148200631142
ETTh2,0,240,0,error_conditioned_demand,2,48,96,0.03179468959569931
ETTh2,0,240,0,error_conditioned_demand,3,72,120,0.03158768266439438
ETTh2,0,240,0,error_conditioned_demand,4,96,144,0.03215876221656799
ETTh2,0,240,0,error_conditioned_demand,5,120,168,0.034296080470085144
ETTh2,0,240,0,error_conditioned_demand,6,144,192,0.035150863230228424
ETTh2,0,240,0,error_conditioned_demand,7,168,216,0.0339781790971756
ETTh2,0,240,0,error_conditioned_demand,8,192,240,0.030248349532485008
ETTh2,0,240,0,error_conditioned_demand,9,216,264,0.025930602103471756
ETTh2,0,240,0,error_conditioned_demand,10,240,288,0.02476457878947258
ETTh2,0,240,0,error_conditioned_demand,11,264,312,0.023715201765298843
ETTh2,0,240,0,error_conditioned_demand,12,288,336,0.026214491575956345
ETTh2,0,240,0,error_conditioned_demand,13,312,360,0.030040543526411057
ETTh2,0,240,0,error_conditioned_demand,14,336,384,0.026353172957897186
ETTh2,0,240,0,error_conditioned_demand,15,360,408,0.019710931926965714
ETTh2,0,240,0,error_conditioned_demand,16,384,432,0.021845664829015732
ETTh2,0,240,0,error_conditioned_demand,17,408,456,0.028316177427768707
ETTh2,0,240,0,error_conditioned_demand,18,432,480,0.03271009400486946
ETTh2,0,240,0,error_conditioned_demand,19,456,504,0.03658521920442581
ETTh2,0,240,0,error_conditioned_demand,20,480,528,0.03536459803581238
ETTh2,0,240,0,error_conditioned_demand,21,504,552,0.03275443613529205
ETTh2,0,240,0,error_conditioned_demand,22,528,576,0.030843911692500114
ETTh2,0,240,0,error_conditioned_demand,23,552,600,0.0327160470187664
ETTh2,0,240,0,error_conditioned_demand,24,576,624,0.0366472452878952
ETTh2,0,240,0,error_conditioned_demand,25,600,648,0.03625348210334778
ETTh2,0,240,0,error_conditioned_demand,26,624,672,0.03352222964167595
ETTh2,0,240,0,error_conditioned_demand,27,648,696,0.03611353039741516
ETTh2,0,240,0,error_conditioned_demand,28,672,720,0.09969255328178406
ETTh2,0,240,0,target_independent_sensitivity,0,0,48,0.0575551837682724
ETTh2,0,240,0,target_independent_sensitivity,1,24,72,0.033253684639930725
ETTh2,0,240,0,target_independent_sensitivity,2,48,96,0.031213467940688133
ETTh2,0,240,0,target_independent_sensitivity,3,72,120,0.03177744150161743
ETTh2,0,240,0,target_independent_sensitivity,4,96,144,0.03208543360233307
ETTh2,0,240,0,target_independent_sensitivity,5,120,168,0.03302886337041855
ETTh2,0,240,0,target_independent_sensitivity,6,144,192,0.03448174148797989
ETTh2,0,240,0,target_independent_sensitivity,7,168,216,0.03407752513885498
ETTh2,0,240,0,target_independent_sensitivity,8,192,240,0.031930070370435715
ETTh2,0,240,0,target_independent_sensitivity,9,216,264,0.029926737770438194
ETTh2,0,240,0,target_independent_sensitivity,10,240,288,0.028508778661489487
ETTh2,0,240,0,target_independent_sensitivity,11,264,312,0.02856561355292797
ETTh2,0,240,0,target_independent_sensitivity,12,288,336,0.02959911897778511
ETTh2,0,240,0,target_independent_sensitivity,13,312,360,0.0297987163066864
ETTh2,0,240,0,target_independent_sensitivity,14,336,384,0.029252003878355026
ETTh2,0,240,0,target_independent_sensitivity,15,360,408,0.0280563086271286
ETTh2,0,240,0,target_independent_sensitivity,16,384,432,0.028799990192055702
ETTh2,0,240,0,target_independent_sensitivity,17,408,456,0.030120177194476128
ETTh2,0,240,0,target_independent_sensitivity,18,432,480,0.032191500067710876
ETTh2,0,240,0,target_independent_sensitivity,19,456,504,0.03405392915010452
ETTh2,0,240,0,target_independent_sensitivity,20,480,528,0.03270210325717926
ETTh2,0,240,0,target_independent_sensitivity,21,504,552,0.0318317785859108
ETTh2,0,240,0,target_independent_sensitivity,22,528,576,0.03167775645852089
ETTh2,0,240,0,target_independent_sensitivity,23,552,600,0.03312050551176071
ETTh2,0,240,0,target_independent_sensitivity,24,576,624,0.033962637186050415
ETTh2,0,240,0,target_independent_sensitivity,25,600,648,0.03250879794359207
ETTh2,0,240,0,target_independent_sensitivity,26,624,672,0.031992800533771515
ETTh2,0,240,0,target_independent_sensitivity,27,648,696,0.03417189419269562
ETTh2,0,240,0,target_independent_sensitivity,28,672,720,0.08975547552108765
ETTh2,0,240,1,error_conditioned_demand,0,0,48,0.08133655786514282
ETTh2,0,240,1,error_conditioned_demand,1,24,72,0.04262108355760574
ETTh2,0,240,1,error_conditioned_demand,2,48,96,0.03493556007742882
ETTh2,0,240,1,error_conditioned_demand,3,72,120,0.033078934997320175
ETTh2,0,240,1,error_conditioned_demand,4,96,144,0.03413642197847366
ETTh2,0,240,1,error_conditioned_demand,5,120,168,0.03485753387212753
ETTh2,0,240,1,error_conditioned_demand,6,144,192,0.03370475023984909
ETTh2,0,240,1,error_conditioned_demand,7,168,216,0.032098039984703064
ETTh2,0,240,1,error_conditioned_demand,8,192,240,0.027862414717674255
ETTh2,0,240,1,error_conditioned_demand,9,216,264,0.023806676268577576
ETTh2,0,240,1,error_conditioned_demand,10,240,288,0.02274356409907341
ETTh2,0,240,1,error_conditioned_demand,11,264,312,0.023525774478912354
ETTh2,0,240,1,error_conditioned_demand,12,288,336,0.02818191424012184
ETTh2,0,240,1,error_conditioned_demand,13,312,360,0.032123345881700516
ETTh2,0,240,1,error_conditioned_demand,14,336,384,0.02881341241300106
ETTh2,0,240,1,error_conditioned_demand,15,360,408,0.025032589212059975
ETTh2,0,240,1,error_conditioned_demand,16,384,432,0.026390597224235535
ETTh2,0,240,1,error_conditioned_demand,17,408,456,0.02924543246626854
ETTh2,0,240,1,error_conditioned_demand,18,432,480,0.03293667361140251
ETTh2,0,240,1,error_conditioned_demand,19,456,504,0.03506339341402054
ETTh2,0,240,1,error_conditioned_demand,20,480,528,0.03359975665807724
ETTh2,0,240,1,error_conditioned_demand,21,504,552,0.029276404529809952
ETTh2,0,240,1,error_conditioned_demand,22,528,576,0.0276927649974823
ETTh2,0,240,1,error_conditioned_demand,23,552,600,0.029687881469726562
ETTh2,0,240,1,error_conditioned_demand,24,576,624,0.03343690559267998
ETTh2,0,240,1,error_conditioned_demand,25,600,648,0.036267708986997604
ETTh2,0,240,1,error_conditioned_demand,26,624,672,0.034365542232990265
ETTh2,0,240,1,error_conditioned_demand,27,648,696,0.03466620668768883
ETTh2,0,240,1,error_conditioned_demand,28,672,720,0.07851213961839676
ETTh2,0,240,1,target_independent_sensitivity,0,0,48,0.07196785509586334
ETTh2,0,240,1,target_independent_sensitivity,1,24,72,0.039047688245773315
ETTh2,0,240,1,target_independent_sensitivity,2,48,96,0.03360223025083542
ETTh2,0,240,1,target_independent_sensitivity,3,72,120,0.03221932053565979
ETTh2,0,240,1,target_independent_sensitivity,4,96,144,0.03256015479564667
ETTh2,0,240,1,target_independent_sensitivity,5,120,168,0.03292091190814972
ETTh2,0,240,1,target_independent_sensitivity,6,144,192,0.033886153250932693
ETTh2,0,240,1,target_independent_sensitivity,7,168,216,0.03402990847826004
ETTh2,0,240,1,target_independent_sensitivity,8,192,240,0.03127945587038994
ETTh2,0,240,1,target_independent_sensitivity,9,216,264,0.028409531340003014
ETTh2,0,240,1,target_independent_sensitivity,10,240,288,0.027369055896997452
ETTh2,0,240,1,target_independent_sensitivity,11,264,312,0.02825837768614292
ETTh2,0,240,1,target_independent_sensitivity,12,288,336,0.029987558722496033
ETTh2,0,240,1,target_independent_sensitivity,13,312,360,0.03153998404741287
ETTh2,0,240,1,target_independent_sensitivity,14,336,384,0.030572883784770966
ETTh2,0,240,1,target_independent_sensitivity,15,360,408,0.028884798288345337
ETTh2,0,240,1,target_independent_sensitivity,16,384,432,0.02898384816944599
ETTh2,0,240,1,target_independent_sensitivity,17,408,456,0.029520457610487938
ETTh2,0,240,1,target_independent_sensitivity,18,432,480,0.03299425169825554
ETTh2,0,240,1,target_independent_sensitivity,19,456,504,0.03535861894488335
ETTh2,0,240,1,target_independent_sensitivity,20,480,528,0.03367707133293152
ETTh2,0,240,1,target_independent_sensitivity,21,504,552,0.031196048483252525
ETTh2,0,240,1,target_independent_sensitivity,22,528,576,0.03027309849858284
