dataset,batch_idx,unit_size,unit_count,left_unit,right_unit,unit_distance,pair_kind,demand_cosine,sensitivity_cosine,delta_cosine,demand_js,sensitivity_js,delta_js,coeff_gradient_cosine
ETTh2,1,180,4,1,2,1,adjacent,0.9940073490142822,0.9969804883003235,0.0029731392860412598,0.0016297753900289536,0.0006758379749953747,0.0009539374150335789,0.1344594955444336
ETTh2,1,180,4,1,3,2,far,0.9955751299858093,0.9972519278526306,0.001676797866821289,0.0010148829314857721,0.0004637281526811421,0.00055115477880463,0.10136399418115616
ETTh2,1,180,4,2,3,1,adjacent,0.9959449172019958,0.9978258013725281,0.0018808841705322266,0.001253180904313922,0.0006031733937561512,0.0006500075105577707,0.24773141741752625
ETTh2,1,240,3,0,1,1,adjacent,0.9925175905227661,0.9943687915802002,0.001851201057434082,0.001197090488858521,0.0007769811199977994,0.0004201093688607216,0.09405659139156342
ETTh2,1,240,3,0,2,2,far,0.9839882850646973,0.990411102771759,0.006422817707061768,0.0028115571476519108,0.001389587065204978,0.0014219700824469328,0.03922691196203232
ETTh2,1,240,3,1,2,1,adjacent,0.9965537786483765,0.99838787317276,0.001834094524383545,0.000931939750444144,0.0003923889307770878,0.0005395508196670562,0.2625655233860016
ETTh2,2,180,4,0,1,1,adjacent,0.985377848148346,0.9893063902854919,0.003928542137145996,0.004155376926064491,0.00171074946410954,0.0024446274619549513,0.03431600704789162
ETTh2,2,180,4,0,2,2,far,0.9823561906814575,0.9830220937728882,0.0006659030914306641,0.0033132615499198437,0.002485600532963872,0.0008276610169559717,-0.02782014012336731
ETTh2,2,180,4,0,3,3,far,0.9718430638313293,0.9793179631233215,0.0074748992919921875,0.006204630248248577,0.00326539040543139,0.0029392398428171873,0.0023608668707311153
ETTh2,2,180,4,1,2,1,adjacent,0.9932737350463867,0.9980825185775757,0.004808783531188965,0.001625987351872027,0.0004050250572618097,0.0012209622946102172,0.21717847883701324
ETTh2,2,180,4,1,3,2,far,0.9931260347366333,0.9977499842643738,0.0046239495277404785,0.0013731081271544099,0.0004207580641377717,0.0009523500630166382,0.14761187136173248
ETTh2,2,180,4,2,3,1,adjacent,0.995791494846344,0.998343825340271,0.002552330493927002,0.0013033687137067318,0.0004571680910885334,0.0008462006226181984,0.3339640200138092
ETTh2,2,240,3,0,1,1,adjacent,0.9945756196975708,0.9928070306777954,-0.0017685890197753906,0.001126584829762578,0.0010195469949394464,0.00010703783482313156,0.05562068894505501
ETTh2,2,240,3,0,2,2,far,0.9850013256072998,0.9861642122268677,0.001162886619567871,0.003146891249343753,0.0021190824918448925,0.0010278087574988604,0.03476325795054436
ETTh2,2,240,3,1,2,1,adjacent,0.9956128597259521,0.9980984330177307,0.0024855732917785645,0.001181518891826272,0.00040576234459877014,0.0007757565472275019,0.26948246359825134
ETTh2,3,180,4,0,1,1,adjacent,0.9842336773872375,0.989510178565979,0.005276501178741455,0.004263494163751602,0.0016412145923823118,0.0026222795713692904,0.09360897541046143
ETTh2,3,180,4,0,2,2,far,0.9827331304550171,0.9841348528862,0.0014017224311828613,0.003164994064718485,0.002200009301304817,0.0009649847634136677,-0.02276642620563507
ETTh2,3,180,4,0,3,3,far,0.9737005829811096,0.9808834195137024,0.0071828365325927734,0.005327742546796799,0.002914641983807087,0.0024131005629897118,0.006776647642254829
ETTh2,3,180,4,1,2,1,adjacent,0.9935885071754456,0.998088538646698,0.004500031471252441,0.0016062268987298012,0.0004143082187511027,0.0011919186799786985,0.21420782804489136
ETTh2,3,180,4,1,3,2,far,0.9935699701309204,0.9978761672973633,0.004306197166442871,0.0013420514296740294,0.0004049721173942089,0.0009370793122798204,0.1397884339094162
ETTh2,3,180,4,2,3,1,adjacent,0.9967693090438843,0.9982324242591858,0.0014631152153015137,0.0009502366883680224,0.0004588015144690871,0.0004914351738989353,0.39040330052375793
ETTh2,3,240,3,0,1,1,adjacent,0.9959158301353455,0.9941070079803467,-0.0018088221549987793,0.0009376463713124394,0.0008010617457330227,0.00013658462557941675,0.04617580771446228
ETTh2,3,240,3,0,2,2,far,0.9864398241043091,0.9899482727050781,0.003508448600769043,0.002743825549259782,0.0014621748123317957,0.0012816507369279861,0.015239494852721691
ETTh2,3,240,3,1,2,1,adjacent,0.9947513341903687,0.9981992840766907,0.0034479498863220215,0.0012614873703569174,0.00039567938074469566,0.0008658079896122217,0.34599047899246216
ETTh2,4,180,4,0,1,1,adjacent,0.9864851236343384,0.9905527234077454,0.004067599773406982,0.003109825775027275,0.0014606716576963663,0.0016491541173309088,0.06990806013345718
ETTh2,4,180,4,0,2,2,far,0.9826960563659668,0.9853328466415405,0.0026367902755737305,0.0027944338507950306,0.0020923763513565063,0.0007020574994385242,0.008131907321512699
ETTh2,4,180,4,0,3,3,far,0.9742185473442078,0.9815009236335754,0.007282376289367676,0.00505277793854475,0.0028365100733935833,0.002216267865151167,0.05003347247838974
ETTh2,4,180,4,1,2,1,adjacent,0.9941921234130859,0.9981399774551392,0.003947854042053223,0.001443816116079688,0.00041040393989533186,0.0010334121761843562,0.15077544748783112
ETTh2,4,180,4,1,3,2,far,0.995468258857727,0.997807502746582,0.0023392438888549805,0.0009496338898316026,0.00039709173142910004,0.0005525421584025025,0.06859727203845978
ETTh2,4,180,4,2,3,1,adjacent,0.9960066080093384,0.9982239007949829,0.0022172927856445312,0.0012062117457389832,0.00045678511378355324,0.0007494266319554299,0.31607505679130554
ETTh2,4,240,3,0,1,1,adjacent,0.9934607744216919,0.9949755072593689,0.001514732837677002,0.0011556388344615698,0.0007063493831083179,0.00044928945135325193,0.03850989788770676
ETTh2,4,240,3,0,2,2,far,0.9849897623062134,0.9899253249168396,0.004935562610626221,0.002930315211415291,0.0015160926850512624,0.0014142225263640285,0.056176695972681046
ETTh2,4,240,3,1,2,1,adjacent,0.9962093234062195,0.9982382655143738,0.002028942108154297,0.0010467888787388802,0.0003917740541510284,0.0006550148245878518,0.2509114742279053
ETTh2,5,180,4,0,1,1,adjacent,0.970278799533844,0.990412712097168,0.020133912563323975,0.0060073393397033215,0.0015354668721556664,0.004471872467547655,0.11804383993148804
ETTh2,5,180,4,0,2,2,far,0.9609431624412537,0.9857418537139893,0.024798691272735596,0.00553028704598546,0.0020664366893470287,0.0034638503566384315,0.06151857227087021
ETTh2,5,180,4,0,3,3,far,0.9499161839485168,0.983881413936615,0.033965229988098145,0.008174444548785686,0.0025771050713956356,0.005597339477390051,0.05193623527884483
ETTh2,5,180,4,1,2,1,adjacent,0.9922361373901367,0.9984509944915771,0.00621485710144043,0.0020697261206805706,0.00034616683842614293,0.0017235592822544277,0.18966856598854065
ETTh2,5,180,4,1,3,2,far,0.9939461350440979,0.9984445571899414,0.004498422145843506,0.0012202949728816748,0.0003320812829770148,0.00088821368990466,0.1334499567747116
ETTh2,5,180,4,2,3,1,adjacent,0.9953097105026245,0.9987081289291382,0.003398418426513672,0.0013881834456697106,0.00036122696474194527,0.0010269564809277654,0.2540551424026489
ETTh2,5,240,3,0,1,1,adjacent,0.9844599962234497,0.9935393929481506,0.009079396724700928,0.00237901508808136,0.0009589775581844151,0.0014200375298969448,0.12289747595787048
ETTh2,5,240,3,0,2,2,far,0.9726230502128601,0.9875906705856323,0.014967620372772217,0.004304305650293827,0.001872954540885985,0.002431351109407842,0.07656173408031464
ETTh2,5,240,3,1,2,1,adjacent,0.9955154657363892,0.9980978965759277,0.0025824308395385742,0.001187505666166544,0.0004368597874417901,0.0007506458787247539,0.26525411009788513
ETTh2,6,180,4,0,1,1,adjacent,0.9856553673744202,0.9916133880615234,0.0059580206871032715,0.004427808802574873,0.0013780691660940647,0.0030497396364808083,0.04834091663360596
ETTh2,6,180,4,0,2,2,far,0.9827653169631958,0.9872216582298279,0.00445634126663208,0.0033901631832122803,0.0018111837562173605,0.0015789794269949198,7.326924242079258e-05
ETTh2,6,180,4,0,3,3,far,0.9703282117843628,0.9825621247291565,0.012233912944793701,0.0065957484766840935,0.0027321702800691128,0.0038635781966149807,0.017121389508247375
ETTh2,6,180,4,1,2,1,adjacent,0.9918099641799927,0.9981054663658142,0.006295502185821533,0.001850897679105401,0.0004284476744942367,0.0014224500046111643,0.2413025200366974
ETTh2,6,180,4,1,3,2,far,0.991795003414154,0.9977023601531982,0.0059073567390441895,0.0014912490732967854,0.00041385609074495733,0.001077392982551828,0.13185182213783264
ETTh2,6,180,4,2,3,1,adjacent,0.9952890872955322,0.9980323910713196,0.0027433037757873535,0.001328342710621655,0.0005053528002463281,0.0008229899103753269,0.3199169635772705
ETTh2,6,240,3,0,1,1,adjacent,0.994853138923645,0.9929286241531372,-0.0019245147705078125,0.001272844965569675,0.000999634270556271,0.0002732106950134039,0.09053002297878265
ETTh2,6,240,3,0,2,2,far,0.9812872409820557,0.9874773621559143,0.006190121173858643,0.003754014614969492,0.0018157815793529153,0.0019382330356165767,0.057682231068611145
ETTh2,6,240,3,1,2,1,adjacent,0.9930831789970398,0.998087465763092,0.005004286766052246,0.0015321708051487803,0.0004251913633197546,0.0011069794418290257,0.29126307368278503
ETTh2,7,180,4,0,1,1,adjacent,0.9649562835693359,0.9924108982086182,0.027454614639282227,0.006399056874215603,0.0012407754547894,0.005158281419426203,0.09576138108968735
ETTh2,7,180,4,0,2,2,far,0.9546586871147156,0.9883642792701721,0.03370559215545654,0.006458255462348461,0.0017212992534041405,0.004736956208944321,0.08131825178861618
ETTh2,7,180,4,0,3,3,far,0.9460132122039795,0.9859402179718018,0.039927005767822266,0.008407168090343475,0.0022171325981616974,0.006190035492181778,0.03511446714401245
ETTh2,7,180,4,1,2,1,adjacent,0.9942347407341003,0.9985635876655579,0.0043288469314575195,0.0015151225961744785,0.00032101350370794535,0.0011941090924665332,0.23698113858699799
ETTh2,7,180,4,1,3,2,far,0.9936920404434204,0.9983162879943848,0.0046242475509643555,0.0014004523400217295,0.0003438886196818203,0.0010565637203399092,0.09470595419406891
ETTh2,7,180,4,2,3,1,adjacent,0.9959306716918945,0.9987485408782959,0.002817869186401367,0.0012114881537854671,0.00036523546441458166,0.0008462526893708855,0.3697373867034912
ETTh2,7,240,3,0,1,1,adjacent,0.9811326861381531,0.9921393394470215,0.011006653308868408,0.002937226789072156,0.0010757534764707088,0.001861473312601447,0.14919856190681458
ETTh2,7,240,3,0,2,2,far,0.9709343314170837,0.9864311814308167,0.01549685001373291,0.004380015656352043,0.0018649165285751224,0.002515099127776921,0.06657898426055908
ETTh2,7,240,3,1,2,1,adjacent,0.9950566291809082,0.9981995224952698,0.0031428933143615723,0.0013761806767433882,0.0003973988932557404,0.0009787817834876478,0.3171444237232208
ETTm1,0,180,4,0,1,1,adjacent,0.9898240566253662,0.9933984279632568,0.003574371337890625,0.0017038558144122362,0.0009103185730054975,0.0007935372414067388,0.194227933883667
ETTm1,0,180,4,0,2,2,far,0.992891788482666,0.9934843182563782,0.0005925297737121582,0.001653003040701151,0.0009249683935195208,0.0007280346471816301,0.10069970786571503
ETTm1,0,180,4,0,3,3,far,0.9954735636711121,0.9912602305412292,-0.0042133331298828125,0.0010416762670502067,0.001218154444359243,-0.00017647817730903625,0.050367631018161774
ETTm1,0,180,4,1,2,1,adjacent,0.9982648491859436,0.9999169111251831,0.001652061939239502,0.0003895599802490324,2.2384163457900286e-05,0.0003671758167911321,0.3426521420478821
ETTm1,0,180,4,1,3,2,far,0.9972181916236877,0.9996077418327332,0.00238955020904541,0.0005362138617783785,8.834176696836948e-05,0.000447872094810009,0.2517111301422119
ETTm1,0,180,4,2,3,1,adjacent,0.9992713332176208,0.9997262358665466,0.00045490264892578125,0.00021846150048077106,5.14759449288249e-05,0.00016698555555194616,0.4011487364768982
ETTm1,0,240,3,0,1,1,adjacent,0.9953729510307312,0.9932519793510437,-0.0021209716796875,0.001072690705768764,0.0010310838697478175,4.16068360209465e-05,0.21175308525562286
ETTm1,0,240,3,0,2,2,far,0.9946911334991455,0.9886674880981445,-0.0060236454010009766,0.000999639043584466,0.0014634012477472425,-0.00046376220416277647,0.15020424127578735
ETTm1,0,240,3,1,2,1,adjacent,0.9988679885864258,0.9978400468826294,-0.0010279417037963867,0.00035528975422494113,0.0004553944163490087,-0.00010010466212406754,0.3926093578338623
ETTm1,1,180,4,0,1,1,adjacent,0.996054470539093,0.9896320700645447,-0.00642240047454834,0.0012336720246821642,0.0013490227283909917,-0.0001153507037088275,0.2836993932723999
ETTm1,1,180,4,0,2,2,far,0.9970378875732422,0.9865082502365112,-0.010529637336730957,0.0010325851617380977,0.0017801033100113273,-0.0007475181482732296,0.21277642250061035
ETTm1,1,180,4,0,3,3,far,0.9973829388618469,0.9825727343559265,-0.01481020450592041,0.0009508524090051651,0.0022860709577798843,-0.0013352185487747192,0.19420453906059265
ETTm1,1,180,4,1,2,1,adjacent,0.9970853328704834,0.9996227622032166,0.0025374293327331543,0.0006988213863223791,7.634246139787138e-05,0.0006224789249245077,0.3698887228965759
ETTm1,1,180,4,1,3,2,far,0.9980920553207397,0.9987897276878357,0.0006976723670959473,0.0005896445363759995,0.0002027505834121257,0.00038689395296387374,0.3011126220226288
ETTm1,1,180,4,2,3,1,adjacent,0.9994179010391235,0.9996694326400757,0.00025153160095214844,0.00018334871856495738,5.276839874568395e-05,0.00013058031981927343,0.4004027843475342
ETTm1,1,240,3,0,1,1,adjacent,0.9986789226531982,0.9919759631156921,-0.0067029595375061035,0.0005529164336621761,0.0011582423467189074,-0.0006053259130567312,0.35224607586860657
ETTm1,1,240,3,0,2,2,far,0.9964318871498108,0.9884567856788635,-0.007975101470947266,0.0009057190036401153,0.0014911963371559978,-0.0005854773335158825,0.2861810028553009
ETTm1,1,240,3,1,2,1,adjacent,0.9977254867553711,0.9983661770820618,0.0006406903266906738,0.0004709213972091675,0.00037794350646436214,9.297789074480534e-05,0.4178198575973511
ETTm1,2,180,4,0,1,1,adjacent,0.9944508075714111,0.9911023378372192,-0.0033484697341918945,0.0015444816090166569,0.0011686703655868769,0.00037581124342978,0.09043234586715698
ETTm1,2,180,4,0,2,2,far,0.9930554032325745,0.9910715222358704,-0.0019838809967041016,0.001864742604084313,0.0012192392023280263,0.0006455034017562866,-0.08726541697978973
ETTm1,2,180,4,0,3,3,far,0.9916378855705261,0.9900140762329102,-0.0016238093376159668,0.0018312996253371239,0.0013837816659361124,0.00044751795940101147,0.06684049218893051
ETTm1,2,180,4,1,2,1,adjacent,0.9980531930923462,0.9998228549957275,0.0017696619033813477,0.0006384657463058829,4.577450454235077e-05,0.0005926912417635322,0.21629145741462708
ETTm1,2,180,4,1,3,2,far,0.9963170289993286,0.9996774196624756,0.0033603906631469727,0.0008826073608361185,8.488411549478769e-05,0.0007977232453413308,-0.013454342260956764
ETTm1,2,180,4,2,3,1,adjacent,0.9987078309059143,0.9998839497566223,0.0011761188507080078,0.0002186416822951287,2.8860864404123276e-05,0.00018978081789100543,0.055523619055747986
ETTm1,2,240,3,0,1,1,adjacent,0.99749356508255,0.9929691553115845,-0.004524409770965576,0.0008078358368948102,0.0010010481346398592,-0.000193212297745049,0.031939875334501266
ETTm1,2,240,3,0,2,2,far,0.993022620677948,0.9876817464828491,-0.005340874195098877,0.0013464975636452436,0.0015778954839333892,-0.00023139792028814554,0.03684209659695625
ETTm1,2,240,3,1,2,1,adjacent,0.9959019422531128,0.998260498046875,0.002358555793762207,0.0007292474620044231,0.00032568658934906125,0.0004035608726553619,0.11124738305807114
ETTm1,3,180,4,0,1,1,adjacent,0.9965939521789551,0.9907934665679932,-0.005800485610961914,0.0006764401914551854,0.0012758469674736261,-0.0005994067760184407,0.23217269778251648
ETTm1,3,180,4,0,2,2,far,0.9942082166671753,0.9880548715591431,-0.0061533451080322266,0.0012296162312850356,0.0016341168666258454,-0.0004045006353408098,0.17101441323757172
ETTm1,3,180,4,0,3,3,far,0.992569088935852,0.9851973056793213,-0.007371783256530762,0.0014766859821975231,0.0019945695530623198,-0.0005178835708647966,0.20675921440124512
ETTm1,3,180,4,1,2,1,adjacent,0.9993638396263123,0.9997327327728271,0.0003688931465148926,0.00020492187468335032,4.711317887995392e-05,0.0001578086958033964,0.316505491733551
ETTm1,3,180,4,1,3,2,far,0.9987788796424866,0.9991000294685364,0.0003211498260498047,0.0003287365543656051,0.00014601254952140152,0.0001827240048442036,0.21442732214927673
ETTm1,3,180,4,2,3,1,adjacent,0.9992115497589111,0.9997690320014954,0.0005574822425842285,0.00024494287208653986,3.961581387557089e-05,0.00020532705821096897,0.2726243734359741
ETTm1,3,240,3,0,1,1,adjacent,0.9969740509986877,0.9935120344161987,-0.0034620165824890137,0.0007507023401558399,0.0009733196930028498,-0.0002226173528470099,0.22446319460868835
ETTm1,3,240,3,0,2,2,far,0.9919921159744263,0.9889055490493774,-0.003086566925048828,0.001309188548475504,0.0014034846099093556,-9.429606143385172e-05,0.2518457770347595
ETTm1,3,240,3,1,2,1,adjacent,0.9952580332756042,0.9980014562606812,0.0027434229850769043,0.0011285175569355488,0.00040941318729892373,0.000719104369636625,0.23742200434207916
ETTm1,4,180,4,0,1,1,adjacent,0.9928593039512634,0.990986168384552,-0.0018731355667114258,0.0014622851740568876,0.0012027935590595007,0.00025949161499738693,0.1596323549747467
ETTm1,4,180,4,0,2,2,far,0.9935634732246399,0.9879058599472046,-0.005657613277435303,0.001726446789689362,0.0015969534870237112,0.00012949330266565084,0.18628016114234924
ETTm1,4,180,4,0,3,3,far,0.9883514642715454,0.9842475652694702,-0.004103899002075195,0.0026549685280770063,0.0020681023597717285,0.0005868661683052778,0.13591031730175018
ETTm1,4,180,4,1,2,1,adjacent,0.998895525932312,0.9996728897094727,0.0007773637771606445,0.0004050089046359062,5.704359500668943e-05,0.0003479653096292168,0.2527681887149811
ETTm1,4,180,4,1,3,2,far,0.9984340071678162,0.9988089799880981,0.0003749728202819824,0.0005370874423533678,0.00018874334637075663,0.0003483440959826112,0.10395224392414093
ETTm1,4,180,4,2,3,1,adjacent,0.9986957907676697,0.9996531009674072,0.0009573101997375488,0.00030911812791600823,6.0247693909332156e-05,0.0002488704340066761,0.4067583680152893
ETTm1,4,240,3,0,1,1,adjacent,0.9968127012252808,0.9941920042037964,-0.002620697021484375,0.0008756580064073205,0.0009294727933593094,-5.3814786951988935e-05,0.28635019063949585
ETTm1,4,240,3,0,2,2,far,0.9915628433227539,0.9894255995750427,-0.0021372437477111816,0.0018203904619440436,0.0013713882071897388,0.0004490022547543049,0.16535283625125885
ETTm1,4,240,3,1,2,1,adjacent,0.998309850692749,0.9976049065589905,-0.0007049441337585449,0.00032218341948464513,0.000498854904435575,-0.00017667148495092988,0.2924574911594391
ETTm1,5,180,4,0,1,1,adjacent,0.9953035116195679,0.992402970790863,-0.002900540828704834,0.001155343372374773,0.00102366809733212,0.00013167527504265308,0.12641987204551697
ETTm1,5,180,4,0,2,2,far,0.9960799217224121,0.9900007247924805,-0.006079196929931641,0.0012112364638596773,0.0013442572671920061,-0.0001330208033323288,0.1253151297569275
ETTm1,5,180,4,0,3,3,far,0.994780421257019,0.9855820536613464,-0.009198367595672607,0.001441699918359518,0.0019203911069780588,-0.00047869118861854076,0.18661834299564362
ETTm1,5,180,4,1,2,1,adjacent,0.998864471912384,0.9996868968009949,0.0008224248886108398,0.00035216560354456306,6.270379526540637e-05,0.0002894618082791567,0.31121307611465454
ETTm1,5,180,4,1,3,2,far,0.9989362359046936,0.998589277267456,-0.00034695863723754883,0.0004132843459956348,0.00023234111722558737,0.00018094322877004743,0.26207640767097473
ETTm1,5,180,4,2,3,1,adjacent,0.9996221661567688,0.99946528673172,-0.00015687942504882812,9.549985406920314e-05,8.705962682142854e-05,8.440227247774601e-06,0.3103524148464203
ETTm1,5,240,3,0,1,1,adjacent,0.9966716170310974,0.9921979904174805,-0.004473626613616943,0.00097549834754318,0.0011730233673006296,-0.00019752501975744963,0.21771109104156494
ETTm1,5,240,3,0,2,2,far,0.9939629435539246,0.9878976941108704,-0.006065249443054199,0.001180735882371664,0.0015271577285602689,-0.00034642184618860483,0.2679007649421692
ETTm1,5,240,3,1,2,1,adjacent,0.998219907283783,0.9978492259979248,-0.0003706812858581543,0.0004271424259059131,0.000461912335595116,-3.4769909689202905e-05,0.32969483733177185
ETTm1,6,180,4,0,1,1,adjacent,0.9986312389373779,0.9913564324378967,-0.007274806499481201,0.0005122118163853884,0.001155852572992444,-0.0006436407566070557,0.01635582372546196
ETTm1,6,180,4,0,2,2,far,0.9967554211616516,0.9903681874275208,-0.006387233734130859,0.0013329113135114312,0.0013155816122889519,1.7329701222479343e-05,-0.021843837574124336
ETTm1,6,180,4,0,3,3,far,0.9973139762878418,0.9873859882354736,-0.009927988052368164,0.0008470806060358882,0.001674101804383099,-0.0008270211983472109,0.1557786613702774
ETTm1,6,180,4,1,2,1,adjacent,0.998997151851654,0.9998710751533508,0.0008739233016967773,0.0003559947363100946,3.330894105602056e-05,0.00032268579525407404,0.38900303840637207
ETTm1,6,180,4,1,3,2,far,0.9991257190704346,0.9993312954902649,0.00020557641983032227,0.00027034530648961663,0.00012890328071080148,0.00014144202577881515,0.02020774967968464
ETTm1,6,180,4,2,3,1,adjacent,0.9979416131973267,0.9996294379234314,0.0016878247261047363,0.00045610859524458647,6.630143616348505e-05,0.0003898071590811014,0.19974581897258759
ETTm1,6,240,3,0,1,1,adjacent,0.9980385899543762,0.9919583201408386,-0.006080269813537598,0.0008089830516837537,0.0011579925194382668,-0.000349009467754513,0.09862641990184784
ETTm1,6,240,3,0,2,2,far,0.997169017791748,0.9896021485328674,-0.007566869258880615,0.0006885795737616718,0.0013355042319744825,-0.0006469246582128108,0.12623164057731628
ETTm1,6,240,3,1,2,1,adjacent,0.9954516887664795,0.9987918734550476,0.0033401846885681152,0.0008981499122455716,0.00029036952764727175,0.0006077803845982999,0.2467244267463684
ETTm1,7,180,4,0,1,1,adjacent,0.9979750514030457,0.9897122383117676,-0.008262813091278076,0.0006878994172438979,0.001342585077509284,-0.0006546856602653861,0.10848972946405411
ETTm1,7,180,4,0,2,2,far,0.9948786497116089,0.9876705408096313,-0.007208108901977539,0.0015304264379665256,0.0016053017461672425,-7.487530820071697e-05,0.1746814250946045
ETTm1,7,180,4,0,3,3,far,0.993075966835022,0.9857655167579651,-0.007310450077056885,0.001749285846017301,0.0018462338484823704,-9.69480024650693e-05,0.14014407992362976
ETTm1,7,180,4,1,2,1,adjacent,0.9986701607704163,0.999732494354248,0.0010623335838317871,0.0003987037343904376,5.9115642216056585e-05,0.000339588092174381,0.05649891868233681
ETTm1,7,180,4,1,3,2,far,0.9971722960472107,0.9995007514953613,0.0023284554481506348,0.0006651128642261028,8.746646926738322e-05,0.0005776463949587196,0.05265491455793381
ETTm1,7,180,4,2,3,1,adjacent,0.9992493391036987,0.9998129606246948,0.0005636215209960938,0.00016376480925828218,3.9850820030551404e-05,0.00012391398922773078,0.39972493052482605
ETTm1,7,240,3,0,1,1,adjacent,0.9966898560523987,0.9942693114280701,-0.0024205446243286133,0.0009130325634032488,0.000938020704779774,-2.4988141376525164e-05,0.19354136288166046
ETTm1,7,240,3,0,2,2,far,0.9918612241744995,0.9896549582481384,-0.002206265926361084,0.001583625446073711,0.0013306443579494953,0.0002529810881242156,0.1860208362340927
ETTm1,7,240,3,1,2,1,adjacent,0.9958745837211609,0.997386634349823,0.0015120506286621094,0.0010262075811624527,0.0005362258525565267,0.000489981728605926,0.28845712542533875
Weather,0,180,4,0,1,1,adjacent,0.9901584982872009,0.9681495428085327,-0.022008955478668213,0.00868147797882557,0.009443334303796291,-0.0007618563249707222,0.055367037653923035
Weather,0,180,4,0,2,2,far,0.9650692343711853,0.8989094495773315,-0.06615978479385376,0.01834646239876747,0.022407926619052887,-0.004061464220285416,0.017491839826107025
Weather,0,180,4,0,3,3,far,0.9416759014129639,0.8719719648361206,-0.06970393657684326,0.02659471705555916,0.02707163617014885,-0.00047691911458969116,0.023065946996212006
Weather,0,180,4,1,2,1,adjacent,0.9890943765640259,0.9775249361991882,-0.011569440364837646,0.004315345548093319,0.003942116163671017,0.00037322938442230225,0.1546628475189209
Weather,0,180,4,1,3,2,far,0.9701735377311707,0.9631860852241516,-0.006987452507019043,0.01170327514410019,0.006225035525858402,0.005478239618241787,0.035381168127059937
Weather,0,180,4,2,3,1,adjacent,0.9917207956314087,0.9963023066520691,0.0045815110206604,0.0036220517940819263,0.0008372352458536625,0.002784816548228264,0.18101589381694794
Weather,0,240,3,0,1,1,adjacent,0.9870564341545105,0.9509537816047668,-0.03610265254974365,0.009580913931131363,0.012660704553127289,-0.003079790621995926,0.07838490605354309
Weather,0,240,3,0,2,2,far,0.9529809951782227,0.8805400133132935,-0.0724409818649292,0.02101624757051468,0.023642897605895996,-0.002626650035381317,0.02461683377623558
Weather,0,240,3,1,2,1,adjacent,0.9814027547836304,0.9789785146713257,-0.0024242401123046875,0.007839430123567581,0.0037183486856520176,0.004121081437915564,0.1608409434556961
Weather,1,180,4,0,1,1,adjacent,0.9925417900085449,0.969927191734314,-0.022614598274230957,0.006782447919249535,0.010053113102912903,-0.0032706651836633682,0.06686080992221832
Weather,1,180,4,0,2,2,far,0.9809073805809021,0.9075998067855835,-0.0733075737953186,0.011732682585716248,0.02088705450296402,-0.009154371917247772,0.013705633580684662
Weather,1,180,4,0,3,3,far,0.9486107230186462,0.8655585050582886,-0.08305221796035767,0.022942768409848213,0.02821490168571472,-0.0052721332758665085,0.042659685015678406
Weather,1,180,4,1,2,1,adjacent,0.9949204921722412,0.9783645272254944,-0.016555964946746826,0.0027385340072214603,0.0038021160289645195,-0.0010635820217430592,0.1460544466972351
