dataset,unit_size,unit_count,batches,audit_pass,finite_profiles,delta_cosine_mean,delta_cosine_p05,delta_js_mean,delta_js_p05,mean_sensitivity_cosine,mean_unit_demand_sensitivity_cosine,mean_coeff_gradient_cosine,max_patch_mass_conservation_error,retrieval_demand_mismatch_support
ETTh2,180,4,8,True,True,0.00819929440816243,0.005142599220077197,0.0019108559620993524,0.0015269634715271727,0.9916676245629787,0.9939551651477814,0.13439474733604584,1.1920928955078125e-07,False
ETTh2,240,3,8,True,True,0.004273620744546278,0.0026135036100944213,0.0010539736019078798,0.0008421731502191202,0.993276871740818,0.994301326572895,0.1502079525574421,1.1920928955078125e-07,False
ETTm1,180,4,8,True,True,-0.0022830789287884984,-0.0032031570871671076,0.0001016077367997544,-3.443919116534739e-05,0.9942822319765885,0.961136631667614,0.1896562825810785,1.1920928955078125e-07,False
ETTm1,240,3,8,True,True,-0.0026798322796821455,-0.0033231711635986682,-5.288848478812731e-05,-0.00016029304521604604,0.9932799811164539,0.9620386759440104,0.22515179061641294,1.1920928955078125e-07,False
Weather,180,4,8,True,True,-0.02712193379799524,-0.02940927085777125,-0.0003158352046739308,-0.0011925659158199171,0.9485658618311088,0.9669108837842941,0.07708990660224421,1.1920928955078125e-07,False
Weather,240,3,8,True,True,-0.028860735396544143,-0.03154509166876472,-0.00038137974722000467,-0.0015319312127151834,0.94473451624314,0.9675984010100365,0.08679027409137538,1.1920928955078125e-07,False
