scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.8634080290794373,0.5991386771202087,0.591042160987854,0.02068430371582508,0.4886113107204437
