epoch,train_loss,mse,mae
1,0.28438342670749006,0.4127868413925171,0.43785762786865234
2,0.24887709325193463,0.39577874541282654,0.42645227909088135
3,0.23772460188632621,0.40104156732559204,0.42548757791519165
4,0.22996049990555398,0.3864057958126068,0.41645219922065735
5,0.22295609172573663,0.3840133249759674,0.41553863883018494
6,0.21746628288935899,0.3970606029033661,0.4234807789325714
7,0.21193408092161767,0.3952912390232086,0.419563353061676
8,0.20646819982089495,0.40395116806030273,0.4234396517276764
9,0.20182869353688748,0.41712480783462524,0.43253183364868164
10,0.19757430109762608,0.4141029119491577,0.4305131137371063
11,0.19339982924380697,0.41726988554000854,0.42922547459602356
12,0.18895631356346876,0.4276833236217499,0.43429458141326904
13,0.18510665503659643,0.4526280462741852,0.44902274012565613
14,0.18169736755745752,0.4526212811470032,0.4468923509120941
15,0.17742119438217996,0.45538774132728577,0.4482901096343994
