origin,channel,eligible,score,mean_nchpd,disagreement_percentile,min_gain,uvhf_corr720,target_std_scaled,uvhf_common96_mse,dlinear_mse_h96,uvhf_mse_h96,relative_gain_h96,dlinear_common96_mse_h96,dlinear_mse_h192,uvhf_mse_h192,relative_gain_h192,dlinear_common96_mse_h192,dlinear_mse_h336,uvhf_mse_h336,relative_gain_h336,dlinear_common96_mse_h336,dlinear_mse_h720,uvhf_mse_h720,relative_gain_h720,dlinear_common96_mse_h720
0,0,False,-0.35023910604898534,0.06046163208324403,0.9648310967144841,-3.1640085644476397,0.16547914928064403,0.5999271948295417,0.254940628027623,0.11503679716197941,0.254940628027623,-1.2161659079281368,0.11503679716197941,0.22854234579055255,0.18258530415347166,0.20108764298410675,0.09480083179433733,0.16853465853441846,0.27323567083289063,-0.6212432102034962,0.10854636015488335,0.21750000191769045,0.905671870752641,-3.1640085644476397,0.10048255455168646
1,0,False,-0.2932604098009592,0.06132007807507992,0.9694585839888941,-2.973374122390648,0.14022534921788232,0.6003978114769594,0.23402706718236418,0.11636617457416136,0.23402706718236418,-1.0111262404111798,0.11636617457416136,0.23451944273953962,0.1696734761454329,0.27650571669712476,0.0969915611119811,0.16792350128733374,0.248168519936219,-0.4778665167990874,0.11219403740812155,0.21674907428165185,0.8612251628028438,-2.973374122390648,0.10134786642323158
2,0,False,-0.24688952297516137,0.05987700487353972,0.960666358167515,-2.808629408706478,0.15366120553024484,0.6000592193221356,0.22009083415701172,0.11659762869758793,0.22009083415701172,-0.8876098649299955,0.11659762869758793,0.23282794154550057,0.16241757081901353,0.30241374922230735,0.09870375975817829,0.16754138845781824,0.23196642969321568,-0.3845320957908718,0.11211109243459616,0.21549456786688637,0.8207389485943174,-2.808629408706478,0.1067013012435979
3,0,False,-0.28122303197342996,0.0587108797127647,0.9527996298010181,-2.9243731202451118,0.1968908919959454,0.5989139229005208,0.26614851345035717,0.12872255644993127,0.26614851345035717,-1.0676136396800038,0.12872255644993127,0.21442357461190376,0.18345473447570568,0.14442833626036766,0.10236762524593146,0.1678085420638141,0.26160746031252585,-0.5589639066945828,0.12667389259287096,0.2228174960281901,0.8744189921333512,-2.9243731202451118,0.11240960977082777
4,0,False,-0.34983789122030634,0.06203349377767789,0.97223507635354,-3.197950035693002,0.23429581310824144,0.5975811003980526,0.2970592714874049,0.1325982808567079,0.2970592714874049,-1.2402950443107286,0.1325982808567079,0.20138812068036502,0.20107459591039056,0.001556818589474096,0.10441705372515302,0.16384507324303005,0.2947705844334362,-0.7990811600188026,0.13202396543453968,0.21941191166630275,0.9210802424110254,-3.197950035693002,0.11759760369789296
5,0,False,-0.18866758022518376,0.06076685120425527,0.966219342896807,-2.660841038803357,0.26475059967419806,0.5969727441914576,0.2185880702087276,0.12240190343823887,0.2185880702087276,-0.785822475538724,0.12240190343823887,0.2077787411731626,0.16363213796373252,0.2124692976777559,0.09655547060013303,0.15700299325004338,0.2255826946318114,-0.43680505678352133,0.12000083895717206,0.21448554120625202,0.7851974714777958,-2.660841038803357,0.10767426470905435
6,0,False,-0.1016944529369875,0.062126321551789127,0.972697825080981,-2.369241420690267,0.22729060729602132,0.5962792481649919,0.18867341599392615,0.1238492723743705,0.18867341599392615,-0.5234115822950158,0.1238492723743705,0.2143433241917431,0.1511829804173936,0.2946690502842475,0.09702411657381192,0.17435760541855552,0.20021396212376555,-0.1482949748199418,0.1280933071535543,0.21907166886679824,0.7381053408457591,-2.369241420690267,0.11169493888116012
7,0,False,-0.14568646276343006,0.061230351054479194,0.968533086534012,-2.509006477620268,0.2274893725564433,0.5954823364441418,0.22493076460857156,0.11910201545333125,0.22493076460857156,-0.8885554854166853,0.11910201545333125,0.20654564922675203,0.16998406324398854,0.1770145540205743,0.09337581133435828,0.16779393271368306,0.21214570552629491,-0.26432286373722436,0.12249163967452574,0.2163058201304892,0.7590185239848513,-2.509006477620268,0.10845325086161166
8,0,False,-0.16139473739064464,0.05893781782305312,0.955576122165664,-2.5254386248359637,0.18448788977312405,0.5951410489133334,0.20838009519906853,0.12097865455496438,0.20838009519906853,-0.722453402756227,0.12097865455496438,0.21866454717678363,0.1627307529323476,0.25579727014098574,0.09605136234392576,0.17116932698074672,0.20864444817464084,-0.21893596157043582,0.12322865464148976,0.213857654335945,0.7539420348127588,-2.5254386248359637,0.10791991543416994
9,0,False,-0.1645090292135457,0.06019073806052643,0.96298010180472,-2.567168981300672,0.2415161427429582,0.5940314465592981,0.24686543085127544,0.11576199294476987,0.24686543085127544,-1.1325257502179937,0.11576199294476987,0.21095218264055646,0.18206066825393596,0.13695764615931483,0.09428748920109603,0.17118201290914642,0.23238843338085002,-0.35755170436153505,0.12195744928227291,0.2193289582825249,0.782383456686412,-2.567168981300672,0.1050226267934602
