dataset,seed,left_scope,right_scope,response_cosine,response_distance
ETTh1,2021,scale1,scale48,0.0037019253688987965,1.41159347875449
ETTh1,2021,scale1,scale144,0.047427483284495836,1.3802699132528422
ETTh1,2021,scale1,scale360,0.028664285674633104,1.3937974848057137
ETTh1,2021,scale1,scale720,0.0407587837439111,1.3850929328071013
ETTh1,2021,scale48,scale144,0.03855994748171531,1.3866795249936337
ETTh1,2021,scale48,scale360,0.04799168608619819,1.3798610900476915
ETTh1,2021,scale48,scale720,0.0492370191387284,1.3789582886086666
ETTh1,2021,scale144,scale360,0.03020637577445289,1.3926906506655001
ETTh1,2021,scale144,scale720,0.03458543779336803,1.389542775308937
ETTh1,2021,scale360,scale720,0.06033303179981659,1.3708880101599716
ETTh1,2022,scale1,scale48,0.06966652105550558,1.3640626664083249
ETTh1,2022,scale1,scale144,0.030050283746121863,1.3928027256247586
ETTh1,2022,scale1,scale360,0.015494504990855093,1.4032145203133732
ETTh1,2022,scale1,scale720,0.04991721360812015,1.3784649334617691
ETTh1,2022,scale48,scale144,0.04586134515099779,1.3814041080357349
ETTh1,2022,scale48,scale360,0.03910876621311915,1.3862836894278754
ETTh1,2022,scale48,scale720,0.04507971437798062,1.381969815605261
ETTh1,2022,scale144,scale360,0.04636527076468189,1.3810392675339236
ETTh1,2022,scale144,scale720,0.04872922925612347,1.379326481108716
ETTh1,2022,scale360,scale720,0.0767926606267625,1.3588284213786799
ETTh1,2023,scale1,scale48,0.04196917723954084,1.3842187852795953
ETTh1,2023,scale1,scale144,0.040655104346919886,1.3851677845323145
ETTh1,2023,scale1,scale360,0.009119286399578763,1.4077504847098588
ETTh1,2023,scale1,scale720,0.046978330850414224,1.380595284034815
ETTh1,2023,scale48,scale144,0.04621680551948063,1.3811467659018135
ETTh1,2023,scale48,scale360,0.03846060119718864,1.3867511664338423
ETTh1,2023,scale48,scale720,0.07089316487255837,1.3631631121237413
ETTh1,2023,scale144,scale360,0.03694113045143083,1.3878464393070071
ETTh1,2023,scale144,scale720,0.05241978232655867,1.3766482613023863
ETTh1,2023,scale360,scale720,0.051200513523044736,1.3775336558334648
ETTh2,2021,scale1,scale48,0.10012558547313984,1.3415471773492427
ETTh2,2021,scale1,scale144,0.08026810194800447,1.3562683348452809
ETTh2,2021,scale1,scale360,0.0905615002017489,1.3486574804584381
ETTh2,2021,scale1,scale720,0.11880372802720515,1.3275513338269032
ETTh2,2021,scale48,scale144,0.09813633654532156,1.3430291608559202
ETTh2,2021,scale48,scale360,0.11974123397873439,1.326844954032886
ETTh2,2021,scale48,scale720,0.1156065156221201,1.3299575063721998
ETTh2,2021,scale144,scale360,0.11676878653246321,1.329083303233877
ETTh2,2021,scale144,scale720,0.15983092252573636,1.2962785792215064
ETTh2,2021,scale360,scale720,0.14902871302453077,1.304585211456476
ETTh2,2022,scale1,scale48,0.018759941843254073,1.4008854758021771
ETTh2,2022,scale1,scale144,0.018689452638905847,1.4009357925052055
ETTh2,2022,scale1,scale360,0.038471929643392404,1.386742997355031
ETTh2,2022,scale1,scale720,0.03125947739661703,1.3919342819281255
ETTh2,2022,scale48,scale144,-0.024097553910090757,1.431151671843408
ETTh2,2022,scale48,scale360,0.00721460684643386,1.4091028302814286
ETTh2,2022,scale48,scale720,0.024358785524860184,1.3968831121286707
ETTh2,2022,scale144,scale360,0.013445273659188127,1.4046741446618942
ETTh2,2022,scale144,scale720,0.0694972448216091,1.3641867578732694
ETTh2,2022,scale360,scale720,0.07922096701977366,1.35704018583108
ETTh2,2023,scale1,scale48,0.08169735978745099,1.3552141087020524
ETTh2,2023,scale1,scale144,0.06799591728338192,1.365286843646139
ETTh2,2023,scale1,scale360,0.05869467079779237,1.3720825989729684
ETTh2,2023,scale1,scale720,0.03908570819238683,1.3863003223022154
ETTh2,2023,scale48,scale144,0.08628340377905276,1.3518258735657838
ETTh2,2023,scale48,scale360,0.07330681341329683,1.3613913372625102
ETTh2,2023,scale48,scale720,0.03752430910710041,1.387426171652315
ETTh2,2023,scale144,scale360,0.10025374822863513,1.3414516404040548
ETTh2,2023,scale144,scale720,0.06380723698727997,1.3683513898211381
ETTh2,2023,scale360,scale720,0.10237730624341598,1.3398676753743888
ETTm1,2021,scale1,scale48,0.14471840894378743,1.3078850033976324
ETTm1,2021,scale1,scale144,0.12889373043160526,1.319928990187271
ETTm1,2021,scale1,scale360,0.15703998602296412,1.2984298317406573
ETTm1,2021,scale1,scale720,0.15218011204693474,1.3021673379048218
ETTm1,2021,scale48,scale144,0.14281412656353057,1.309340195240694
ETTm1,2021,scale48,scale360,0.14166650362326913,1.310216391575629
ETTm1,2021,scale48,scale720,0.1768465402696407,1.2830849229340662
ETTm1,2021,scale144,scale360,0.1454373776965494,1.3073351691922395
ETTm1,2021,scale144,scale720,0.17647418556195688,1.2833750928220815
ETTm1,2021,scale360,scale720,0.2533554113106195,1.2220021184019123
ETTm1,2022,scale1,scale48,0.21118327991241223,1.2560387892796845
ETTm1,2022,scale1,scale144,0.17965068566424552,1.2808975871128452
ETTm1,2022,scale1,scale360,0.21456093896791642,1.2533467684819581
ETTm1,2022,scale1,scale720,0.25604814457635755,1.2197965858483475
ETTm1,2022,scale48,scale144,0.22247697830394045,1.2470148529156015
ETTm1,2022,scale48,scale360,0.24675269409680678,1.2273934217708626
ETTm1,2022,scale48,scale720,0.26800933724027026,1.2099509599646836
ETTm1,2022,scale144,scale360,0.2689628019688406,1.2091626838694283
ETTm1,2022,scale144,scale720,0.3172982427771548,1.1685048200352837
ETTm1,2022,scale360,scale720,0.3918292710177495,1.102878714077165
ETTm1,2023,scale1,scale48,0.2003707638160058,1.264617915565009
ETTm1,2023,scale1,scale144,0.17272982535065406,1.2862893723026292
ETTm1,2023,scale1,scale360,0.18893738743474586,1.2736267997849717
ETTm1,2023,scale1,scale720,0.2347938394077503,1.2370983474180617
ETTm1,2023,scale48,scale144,0.204931120004035,1.261006645498718
ETTm1,2023,scale48,scale360,0.23430349588189875,1.2374946497808395
ETTm1,2023,scale48,scale720,0.23041952536147012,1.2406292553688467
ETTm1,2023,scale144,scale360,0.2543185953574342,1.2212136624215812
ETTm1,2023,scale144,scale720,0.24990792324207556,1.2248200494423045
ETTm1,2023,scale360,scale720,0.3383060595578146,1.1503859703961845
ETTm2,2021,scale1,scale48,0.029330795850051484,1.3933192054586403
ETTm2,2021,scale1,scale144,0.06609658475524982,1.3666772956662083
ETTm2,2021,scale1,scale360,0.08209910119852441,1.3549176349885448
ETTm2,2021,scale1,scale720,0.08700364224662513,1.351292979152467
ETTm2,2021,scale48,scale144,0.03389054768432153,1.3900427707920922
ETTm2,2021,scale48,scale360,0.059889497766824805,1.3712115097483502
ETTm2,2021,scale48,scale720,0.07330930102959911,1.3613895100010143
ETTm2,2021,scale144,scale360,0.078148840387656,1.3578300038019073
ETTm2,2021,scale144,scale720,0.09711544564273729,1.3437890863950808
ETTm2,2021,scale360,scale720,0.13276229001593975,1.3169948443210098
ETTm2,2022,scale1,scale48,0.08934522332471566,1.3495590218106686
ETTm2,2022,scale1,scale144,0.07765513999230597,1.3581935502774958
ETTm2,2022,scale1,scale360,0.135557259440232,1.3148708990313596
ETTm2,2022,scale1,scale720,0.07966908177531011,1.356709930843502
ETTm2,2022,scale48,scale144,0.10189016843983446,1.3402311976373074
ETTm2,2022,scale48,scale360,0.15203982561820112,1.3022750664754346
ETTm2,2022,scale48,scale720,0.07421961033465013,1.3607206838035129
ETTm2,2022,scale144,scale360,0.1163377118801469,1.3294076034985305
ETTm2,2022,scale144,scale720,0.09413687257298722,1.3460038093757483
ETTm2,2022,scale360,scale720,0.11874699729364385,1.3275940665025256
ETTm2,2023,scale1,scale48,0.06903238880951683,1.3645274721972316
ETTm2,2023,scale1,scale144,0.12377166581972314,1.3238038632518616
ETTm2,2023,scale1,scale360,0.13797048484520463,1.3130342837525573
ETTm2,2023,scale1,scale720,0.13006533456868685,1.3190410648886661
ETTm2,2023,scale48,scale144,0.11353302708769439,1.3315156573711822
ETTm2,2023,scale48,scale360,0.16125966720966464,1.2951759207075582
ETTm2,2023,scale48,scale720,0.15199074032592555,1.302312757884276
ETTm2,2023,scale144,scale360,0.12525082752948816,1.3226860341521052
ETTm2,2023,scale144,scale720,0.11398630931886126,1.3311751880809217
ETTm2,2023,scale360,scale720,0.20852168127065987,1.258156046545372
Weather,2021,scale1,scale48,0.3385347526555759,1.1501871563744954
Weather,2021,scale1,scale144,0.32243351799915976,1.1641017842103327
Weather,2021,scale1,scale360,0.4204662647201142,1.0765999584617174
Weather,2021,scale1,scale720,0.3921072188641637,1.1026266649558554
Weather,2021,scale48,scale144,0.27715562084139866,1.2023679795791316
Weather,2021,scale48,scale360,0.3607193278965626,1.1307348691036616
Weather,2021,scale48,scale720,0.3924013701727642,1.1023598594172739
Weather,2021,scale144,scale360,0.3707295610232082,1.1218470831417193
Weather,2021,scale144,scale720,0.3642592779389839,1.1275998599334927
Weather,2021,scale360,scale720,0.4936255820250619,1.006354229856404
Weather,2022,scale1,scale48,0.30985032245400357,1.1748614195265725
Weather,2022,scale1,scale144,0.2712296916112328,1.2072864683982567
Weather,2022,scale1,scale360,0.3355834062325255,1.1527502711059965
Weather,2022,scale1,scale720,0.28097930599409227,1.1991836339826423
Weather,2022,scale48,scale144,0.26567504965599614,1.2118786658275686
Weather,2022,scale48,scale360,0.3151146283737534,1.1703720533456412
Weather,2022,scale48,scale720,0.2891520733435184,1.1923488807026923
Weather,2022,scale144,scale360,0.3338372088409797,1.1542640869047431
Weather,2022,scale144,scale720,0.32341264874307657,1.163260376061115
Weather,2022,scale360,scale720,0.421167966297999,1.075947985454688
Weather,2023,scale1,scale48,0.27195223913475547,1.2066878311023483
Weather,2023,scale1,scale144,0.3263053707096984,1.1607709759382354
Weather,2023,scale1,scale360,0.32972775799600335,1.157818847664864
Weather,2023,scale1,scale720,0.3316954891423351,1.1561180829462576
Weather,2023,scale48,scale144,0.2589092013065057,1.2174488068855251
Weather,2023,scale48,scale360,0.28933610183261577,1.192194529569218
Weather,2023,scale48,scale720,0.25458615561524894,1.2209945490334928
