epoch,train_loss,mse,mae
1,0.553543850327983,1.00009286403656,0.7047362327575684
2,0.43926917750275496,0.7007274031639099,0.5745820999145508
3,0.38937092357964226,0.6781548857688904,0.5637957453727722
4,0.37442621633862005,0.6677195429801941,0.5567932724952698
5,0.36321479578812915,0.6655473709106445,0.5533016920089722
6,0.3554234720314994,0.6602381467819214,0.5530200004577637
7,0.3485903025350787,0.6628159880638123,0.5527629852294922
8,0.3426388236835147,0.6641097664833069,0.552006721496582
9,0.3373823421019496,0.676975667476654,0.55253666639328
10,0.3306278721852736,0.6867946982383728,0.5590668320655823
11,0.3254586107125788,0.6875109076499939,0.5586153864860535
12,0.32045424989227095,0.7105770707130432,0.5657906532287598
13,0.3164565380324017,0.7026812434196472,0.5624382495880127
14,0.31243701256585843,0.7311245799064636,0.5718757510185242
15,0.30790238951643306,0.7201193571090698,0.5671467781066895
16,0.30468604160529195,0.7592490315437317,0.5816851258277893
