short_horizon,long_horizon,chpd_raw,nchpd
96,192,0.2799894382769535,0.2690772637724876
96,336,0.1477904570191972,0.14203054240594304
96,720,0.18285857382370732,0.17573193119217953
192,336,0.3631429769148553,0.34899001615121955
192,720,0.15934167474417302,0.1531315684939424
336,720,0.27245593613613794,0.2618373687423411
