dataset,profile_id,run_dir,mode_rank,coordinate_dim,policy_history_dim,policy_hidden_dim,scales,readout_lr_multiplier,readout_weight_decay,best_epoch,validation_mean_mse,artifact_validation_mean_mse,checkpoint_sha256,encoder_initialization_hash,missing_files,effective_config_ok,validation_selector_ok,pass
ETTh2,p02_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p02_lr0p50/seed2021,21,4,32,64,"1,48,144,360,720",0.5,0.0,6,0.4047247639234503,0.40472474949016785,d4443e032690ef6990e976dd8fa65c57cbc8394590e61c839a9706acb4e64ea0,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p03_lr2p00,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p03_lr2p00/seed2021,21,4,32,64,"1,48,144,360,720",2.0,0.0,3,0.3927610568522054,0.3927610640082368,630080e58cc3e640c7bcb8f18e207414410a879e628aa2fe6eeea2fc7fb1f09a,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p04_lr4p00,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p04_lr4p00/seed2021,21,4,32,64,"1,48,144,360,720",4.0,0.0,3,0.38787903518938927,0.38787904350356833,aac22e30ef18596bf6cca1389adbed06a2f9f942eafeae3d8328d8e8704bea99,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p05_rank0p50_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p05_rank0p50_lr0p50/seed2021,10,4,32,64,"1,48,144,360,720",0.5,0.0,9,0.41425915360580096,0.4142591310685338,98a6cfb2d2c4ad5aa73e8a53931b02ff8a1a27db893ef29410966acae677406a,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p06_rank1p50_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p06_rank1p50_lr0p50/seed2021,32,4,32,64,"1,48,144,360,720",0.5,0.0,7,0.39907304524353493,0.3990730296257728,10f2f145edb056554c7d741190d8f90ce1a77bc2f0721f901f0cde433b76c896,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p07_rank2p00_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p07_rank2p00_lr0p50/seed2021,42,4,32,64,"1,48,144,360,720",0.5,0.0,6,0.39240478373757226,0.39240476967192195,5ce801c2ea7afc9bb680b96b59d7d6ed5e8a8b6f5a009e824b78b64e2715ca66,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p08_coord2_capmatch_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p08_coord2_capmatch_lr0p50/seed2021,42,2,32,64,"1,48,144,360,720",0.5,0.0,7,0.39745683304259616,0.397456808808899,677e4b03334fc9567e87c294de4c8ecde698b7090cc6bdfc5c792319f93b7d85,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p09_coord8_capmatch_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p09_coord8_capmatch_lr0p50/seed2021,10,8,32,64,"1,48,144,360,720",0.5,0.0,11,0.4129758463942424,0.41297585804926396,b379639c15537e653e3b070984dcabc28bee707bb400f9b47eceee81f6d7b8d4,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p10_policy16x32_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p10_policy16x32_lr0p50/seed2021,21,4,16,32,"1,48,144,360,720",0.5,0.0,7,0.40497711010883375,0.4049771147343101,da81a66b1b3d906834806314e706a3b3c73c64a0139a7aa50762e5c5b36ac627,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p11_policy64x128_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p11_policy64x128_lr0p50/seed2021,21,4,64,128,"1,48,144,360,720",0.5,0.0,7,0.4016204546321191,0.40162046353299435,63e9867cfe366d5616e73130ac581747675e0376ca43ad06207231eac59296cd,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p12_scopes_short_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p12_scopes_short_lr0p50/seed2021,21,4,32,64,"1,24,72,240,720",0.5,0.0,6,0.4046472235051508,0.40464724178669886,5f7e4dc1fca30c5428b9e4dbd45b89a71745b1d2fa58d5f4076900473acafaae,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
ETTh2,p13_scopes_long_lr0p50,/home/yingch/exp_outputs/r-2026-fatst/iscf_bsca_decoder_transfer_itransformer_hpo_v2_20260816/ETTh2/p13_scopes_long_lr0p50/seed2021,21,4,32,64,"1,72,180,360,720",0.5,0.0,6,0.40466147406527486,0.4046614823944216,0b5bb9e82770148fffb592204f6ce912c79a10d5f72c13d3f32ff553162cd9cb,9122bd7c36f7a644908da70368643ca8ef8e5baa58c5718667f5d40bf9328c56,,True,True,True
