arm,mean_mse,mean_mae,cell_count
itransformer_iscf,0.3419813059570379,0.3620385775693328,20
itransformer_iscf_bsca,0.3466733147864015,0.36623844570664565,20
itransformer_original,0.33759165602698654,0.35726150338309337,20
