epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.5820968061212509,0.5387260544867742,0.8674150326895336,4553.963283478268,4553.963283478268,0.28971707820892334,0.3703923225402832
2,0.5026182338358864,0.46306762903455706,0.7910121632000756,4530.76064772833,4530.76064772833,0.28779128193855286,0.3692391514778137
3,0.4739078623907907,0.4350780527743082,0.7765961639464848,4558.968801347036,4558.968801347036,0.2935817241668701,0.36948126554489136
4,0.4496487733863649,0.41105482833726065,0.7718788877366081,4546.297808934772,4546.297808934772,0.2920264005661011,0.36928796768188477
5,0.4311690652181232,0.3929899684966557,0.7635819429442996,4554.412054273817,4554.412054273817,0.29643741250038147,0.36949753761291504
6,0.41620401777918375,0.37865976256037515,0.7508850968073285,4557.900064619761,4557.900064619761,0.2962862551212311,0.3697972595691681
7,0.40123570296499467,0.36417504624714925,0.7412131353030129,4564.073833162823,4564.073833162823,0.2974867522716522,0.37171027064323425
8,0.3896800724286882,0.3532095125743321,0.7294111857338558,4583.06351047092,4583.06351047092,0.2953658103942871,0.3691895008087158
9,0.3781687640954578,0.34207742838632493,0.7218266914761255,4564.516543918186,4564.516543918186,0.2973567247390747,0.3705863058567047
10,0.3661082093677824,0.3305461811167853,0.711240551774464,4572.497182694692,4572.497182694692,0.3020605146884918,0.3729490339756012
11,0.3566997618902297,0.32156728704770404,0.7026494949583023,4577.22983999101,4577.22983999101,0.3141137957572937,0.38016149401664734
12,0.3466491798559825,0.3119596531466832,0.6937905455392505,4547.841540139819,4547.841540139819,0.3184294104576111,0.3814547061920166
