comparison,metric,horizon,macro_gain_percent,dataset_wins
transfer_spec_vs_a6,mae,227,-0.52473533916499,1
transfer_spec_vs_a6,mae,228,-0.5269407672322557,1
transfer_spec_vs_a6,mae,229,-0.5290363532039932,1
transfer_spec_vs_a6,mae,230,-0.5292252967754374,1
transfer_spec_vs_a6,mae,231,-0.5295367420497077,1
transfer_spec_vs_a6,mae,232,-0.5309500784649934,1
transfer_spec_vs_a6,mae,233,-0.531297747181878,1
transfer_spec_vs_a6,mae,234,-0.5355695107292835,1
transfer_spec_vs_a6,mae,235,-0.5400928365716573,1
transfer_spec_vs_a6,mae,236,-0.5416698205661485,1
transfer_spec_vs_a6,mae,237,-0.5397698626278613,1
transfer_spec_vs_a6,mae,238,-0.5386947094537153,1
transfer_spec_vs_a6,mae,239,-0.5364223637168797,1
transfer_spec_vs_a6,mae,240,-0.5324768406521718,1
transfer_spec_vs_a6,mae,241,-0.5297180233243037,1
transfer_spec_vs_a6,mae,242,-0.5255175974780557,1
transfer_spec_vs_a6,mae,243,-0.5201602059778065,1
transfer_spec_vs_a6,mae,244,-0.5165080521947152,1
transfer_spec_vs_a6,mae,245,-0.5102216695725814,1
transfer_spec_vs_a6,mae,246,-0.5075745520765085,1
transfer_spec_vs_a6,mae,247,-0.5057996907797002,1
transfer_spec_vs_a6,mae,248,-0.502668390124914,1
transfer_spec_vs_a6,mae,249,-0.5026071872850602,1
transfer_spec_vs_a6,mae,250,-0.49990981925527755,1
transfer_spec_vs_a6,mae,251,-0.495349332308177,1
transfer_spec_vs_a6,mae,252,-0.4922734135232387,1
transfer_spec_vs_a6,mae,253,-0.48932477828881993,1
transfer_spec_vs_a6,mae,254,-0.48789522025581844,1
transfer_spec_vs_a6,mae,255,-0.4853870292824669,1
transfer_spec_vs_a6,mae,256,-0.4890811700845399,1
transfer_spec_vs_a6,mae,257,-0.49618157725430656,1
transfer_spec_vs_a6,mae,258,-0.4984997607976238,1
transfer_spec_vs_a6,mae,259,-0.4980668389000398,1
transfer_spec_vs_a6,mae,260,-0.49561240412461904,1
transfer_spec_vs_a6,mae,261,-0.4936773025991559,1
transfer_spec_vs_a6,mae,262,-0.4964298172584991,1
transfer_spec_vs_a6,mae,263,-0.49712684986609634,1
transfer_spec_vs_a6,mae,264,-0.4932018983710118,1
transfer_spec_vs_a6,mae,265,-0.4927216757864361,1
transfer_spec_vs_a6,mae,266,-0.48841035988683945,1
transfer_spec_vs_a6,mae,267,-0.48461757663552874,1
transfer_spec_vs_a6,mae,268,-0.4798705192175823,1
transfer_spec_vs_a6,mae,269,-0.4759055302859383,1
transfer_spec_vs_a6,mae,270,-0.47222718028485877,1
transfer_spec_vs_a6,mae,271,-0.4680184158727041,1
transfer_spec_vs_a6,mae,272,-0.46465556355328896,1
transfer_spec_vs_a6,mae,273,-0.4637073007071235,1
transfer_spec_vs_a6,mae,274,-0.4636025016738343,1
transfer_spec_vs_a6,mae,275,-0.4654928975067163,1
transfer_spec_vs_a6,mae,276,-0.4661425277096942,1
transfer_spec_vs_a6,mae,277,-0.4625796436310159,1
transfer_spec_vs_a6,mae,278,-0.46332099216827016,1
transfer_spec_vs_a6,mae,279,-0.46056542506212494,1
transfer_spec_vs_a6,mae,280,-0.46290788427599594,1
transfer_spec_vs_a6,mae,281,-0.4673675509366215,1
transfer_spec_vs_a6,mae,282,-0.4750410333137678,1
transfer_spec_vs_a6,mae,283,-0.47486971345087836,1
transfer_spec_vs_a6,mae,284,-0.4752383227808643,1
transfer_spec_vs_a6,mae,285,-0.48184432452204495,1
transfer_spec_vs_a6,mae,286,-0.48084352969367306,1
transfer_spec_vs_a6,mae,287,-0.47857213780363006,1
transfer_spec_vs_a6,mae,288,-0.4781180409249641,1
transfer_spec_vs_a6,mae,289,-0.47784088271237923,1
transfer_spec_vs_a6,mae,290,-0.4777598715271614,1
transfer_spec_vs_a6,mae,291,-0.47633926609531585,1
transfer_spec_vs_a6,mae,292,-0.4753994393003169,1
transfer_spec_vs_a6,mae,293,-0.4713360468484584,1
transfer_spec_vs_a6,mae,294,-0.46875380832006375,1
transfer_spec_vs_a6,mae,295,-0.47028730391430074,1
transfer_spec_vs_a6,mae,296,-0.467439865728001,1
transfer_spec_vs_a6,mae,297,-0.4680410084944975,1
transfer_spec_vs_a6,mae,298,-0.4672068906403193,1
transfer_spec_vs_a6,mae,299,-0.4664810626490401,1
transfer_spec_vs_a6,mae,300,-0.4675654997621659,1
transfer_spec_vs_a6,mae,301,-0.46804432991850664,1
transfer_spec_vs_a6,mae,302,-0.4706171867401632,1
transfer_spec_vs_a6,mae,303,-0.4702251151434189,1
transfer_spec_vs_a6,mae,304,-0.4700486535485138,1
transfer_spec_vs_a6,mae,305,-0.4696325995774253,1
transfer_spec_vs_a6,mae,306,-0.46803175327588153,1
transfer_spec_vs_a6,mae,307,-0.4688295881573801,1
transfer_spec_vs_a6,mae,308,-0.46885584710772754,1
transfer_spec_vs_a6,mae,309,-0.47059393813952966,1
transfer_spec_vs_a6,mae,310,-0.47151365525125666,1
transfer_spec_vs_a6,mae,311,-0.47103509588736214,1
transfer_spec_vs_a6,mae,312,-0.4700184102702254,1
transfer_spec_vs_a6,mae,313,-0.4693685188172547,1
transfer_spec_vs_a6,mae,314,-0.4690480431743804,1
transfer_spec_vs_a6,mae,315,-0.46969699557812383,1
transfer_spec_vs_a6,mae,316,-0.4682637881528917,1
transfer_spec_vs_a6,mae,317,-0.4643035725952771,1
transfer_spec_vs_a6,mae,318,-0.4622775457974204,1
transfer_spec_vs_a6,mae,319,-0.45924193164044613,1
transfer_spec_vs_a6,mae,320,-0.46163047335328944,1
transfer_spec_vs_a6,mae,321,-0.4638889472577201,1
transfer_spec_vs_a6,mae,322,-0.46536390840464126,1
transfer_spec_vs_a6,mae,323,-0.46595389449684665,1
transfer_spec_vs_a6,mae,324,-0.46731376901715693,1
transfer_spec_vs_a6,mae,325,-0.47025013588766207,1
transfer_spec_vs_a6,mae,326,-0.4707195396985786,1
transfer_spec_vs_a6,mae,327,-0.4752890171652724,1
transfer_spec_vs_a6,mae,328,-0.47774343719439116,1
transfer_spec_vs_a6,mae,329,-0.4755059441850573,1
transfer_spec_vs_a6,mae,330,-0.4748678045964594,1
transfer_spec_vs_a6,mae,331,-0.47401934350998154,1
transfer_spec_vs_a6,mae,332,-0.47356336953092937,1
transfer_spec_vs_a6,mae,333,-0.47495908049047353,1
transfer_spec_vs_a6,mae,334,-0.4745565402606444,1
transfer_spec_vs_a6,mae,335,-0.47710823122277146,1
transfer_spec_vs_a6,mae,336,-0.4801689850325652,1
transfer_spec_vs_a6,mae,337,-0.4818177594234174,1
transfer_spec_vs_a6,mae,338,-0.4823203376278151,1
transfer_spec_vs_a6,mae,339,-0.4808494862882595,1
transfer_spec_vs_a6,mae,340,-0.47820820398239317,1
transfer_spec_vs_a6,mae,341,-0.4739441615704387,1
transfer_spec_vs_a6,mae,342,-0.47180394526889824,1
transfer_spec_vs_a6,mae,343,-0.4685658398261672,1
transfer_spec_vs_a6,mae,344,-0.4663952007425842,1
transfer_spec_vs_a6,mae,345,-0.4674821069690327,1
transfer_spec_vs_a6,mae,346,-0.4705174126901701,1
transfer_spec_vs_a6,mae,347,-0.4689741764310673,1
transfer_spec_vs_a6,mae,348,-0.4671778471062771,1
transfer_spec_vs_a6,mae,349,-0.46813861387086986,1
transfer_spec_vs_a6,mae,350,-0.4669216445836155,1
transfer_spec_vs_a6,mae,351,-0.46609114797618867,1
transfer_spec_vs_a6,mae,352,-0.4663544021788768,1
transfer_spec_vs_a6,mae,353,-0.47035189635568964,1
transfer_spec_vs_a6,mae,354,-0.47084638621273545,1
transfer_spec_vs_a6,mae,355,-0.466801113158144,1
transfer_spec_vs_a6,mae,356,-0.4679647620198213,1
transfer_spec_vs_a6,mae,357,-0.46803277127694276,1
transfer_spec_vs_a6,mae,358,-0.4693100058978561,1
transfer_spec_vs_a6,mae,359,-0.4684721963006244,1
transfer_spec_vs_a6,mae,360,-0.4656672797854178,1
transfer_spec_vs_a6,mae,361,-0.4631927000206848,1
transfer_spec_vs_a6,mae,362,-0.4580867485392015,1
transfer_spec_vs_a6,mae,363,-0.455044006734282,1
transfer_spec_vs_a6,mae,364,-0.45218737520080987,1
transfer_spec_vs_a6,mae,365,-0.4474707901149433,1
transfer_spec_vs_a6,mae,366,-0.4444617488059932,1
transfer_spec_vs_a6,mae,367,-0.43871403618659377,1
transfer_spec_vs_a6,mae,368,-0.4373864724634302,1
transfer_spec_vs_a6,mae,369,-0.43725202140215247,1
transfer_spec_vs_a6,mae,370,-0.43563601479285063,1
transfer_spec_vs_a6,mae,371,-0.4356398375607795,1
transfer_spec_vs_a6,mae,372,-0.4351617319022738,1
transfer_spec_vs_a6,mae,373,-0.43266190274393157,1
transfer_spec_vs_a6,mae,374,-0.43394524375138355,1
transfer_spec_vs_a6,mae,375,-0.4343157953327914,1
transfer_spec_vs_a6,mae,376,-0.4358703711860845,1
transfer_spec_vs_a6,mae,377,-0.4398299360338176,1
transfer_spec_vs_a6,mae,378,-0.4429351201189524,1
transfer_spec_vs_a6,mae,379,-0.4431309215213042,1
transfer_spec_vs_a6,mae,380,-0.4465503307994956,1
transfer_spec_vs_a6,mae,381,-0.4461350370647321,1
transfer_spec_vs_a6,mae,382,-0.44558248474249496,1
transfer_spec_vs_a6,mae,383,-0.4472645918677598,1
transfer_spec_vs_a6,mae,384,-0.4471322524777621,1
transfer_spec_vs_a6,mae,385,-0.4461156585914994,1
transfer_spec_vs_a6,mae,386,-0.4461399180059322,1
transfer_spec_vs_a6,mae,387,-0.4427378257486736,1
transfer_spec_vs_a6,mae,388,-0.4418444096912433,1
transfer_spec_vs_a6,mae,389,-0.44120585675334834,1
transfer_spec_vs_a6,mae,390,-0.43993269811972713,1
transfer_spec_vs_a6,mae,391,-0.4404939843515199,1
transfer_spec_vs_a6,mae,392,-0.4384991697919616,1
transfer_spec_vs_a6,mae,393,-0.43640300589549597,1
transfer_spec_vs_a6,mae,394,-0.43676678046232764,1
transfer_spec_vs_a6,mae,395,-0.43684682948092135,1
transfer_spec_vs_a6,mae,396,-0.4392696693451703,1
transfer_spec_vs_a6,mae,397,-0.43777465956635675,1
transfer_spec_vs_a6,mae,398,-0.4399771514071227,1
transfer_spec_vs_a6,mae,399,-0.4403008542206721,1
transfer_spec_vs_a6,mae,400,-0.44244688589588854,1
transfer_spec_vs_a6,mae,401,-0.4422333167025694,1
transfer_spec_vs_a6,mae,402,-0.44232051428950037,1
transfer_spec_vs_a6,mae,403,-0.4427604607716096,1
transfer_spec_vs_a6,mae,404,-0.4442532101925556,1
transfer_spec_vs_a6,mae,405,-0.44313358212795695,1
transfer_spec_vs_a6,mae,406,-0.44321095535146515,1
transfer_spec_vs_a6,mae,407,-0.44565355223912473,1
transfer_spec_vs_a6,mae,408,-0.44440328791463646,1
transfer_spec_vs_a6,mae,409,-0.4414117464408718,1
transfer_spec_vs_a6,mae,410,-0.4388172026928072,1
transfer_spec_vs_a6,mae,411,-0.4395190213802458,1
transfer_spec_vs_a6,mae,412,-0.4382266491087927,1
transfer_spec_vs_a6,mae,413,-0.43966628525804907,1
transfer_spec_vs_a6,mae,414,-0.4375569890606523,1
transfer_spec_vs_a6,mae,415,-0.43261996524365465,1
transfer_spec_vs_a6,mae,416,-0.43073946780452843,1
transfer_spec_vs_a6,mae,417,-0.4290935405983354,1
transfer_spec_vs_a6,mae,418,-0.43053579781524354,1
transfer_spec_vs_a6,mae,419,-0.4330858785940639,1
transfer_spec_vs_a6,mae,420,-0.43468466535440786,1
transfer_spec_vs_a6,mae,421,-0.4341561353410839,1
transfer_spec_vs_a6,mae,422,-0.4383646841908795,1
transfer_spec_vs_a6,mae,423,-0.44021713138827634,1
transfer_spec_vs_a6,mae,424,-0.4410664594833924,1
transfer_spec_vs_a6,mae,425,-0.4419654369650816,1
transfer_spec_vs_a6,mae,426,-0.4440979627236552,1
transfer_spec_vs_a6,mae,427,-0.44489102965073357,1
transfer_spec_vs_a6,mae,428,-0.4461767744433298,1
transfer_spec_vs_a6,mae,429,-0.44722185420446703,1
transfer_spec_vs_a6,mae,430,-0.4496781068874345,1
transfer_spec_vs_a6,mae,431,-0.4487459423949458,1
transfer_spec_vs_a6,mae,432,-0.4489893606304385,1
transfer_spec_vs_a6,mae,433,-0.44532706292603086,1
transfer_spec_vs_a6,mae,434,-0.4436806575838603,1
transfer_spec_vs_a6,mae,435,-0.4433388480628686,1
transfer_spec_vs_a6,mae,436,-0.4440653231886338,1
transfer_spec_vs_a6,mae,437,-0.4432663341406773,1
transfer_spec_vs_a6,mae,438,-0.44096765662423154,1
transfer_spec_vs_a6,mae,439,-0.4391546935256141,1
transfer_spec_vs_a6,mae,440,-0.43734650132627007,1
transfer_spec_vs_a6,mae,441,-0.4380126565877318,1
transfer_spec_vs_a6,mae,442,-0.4381575841704666,1
transfer_spec_vs_a6,mae,443,-0.43596796496745194,1
transfer_spec_vs_a6,mae,444,-0.4360572462435264,1
transfer_spec_vs_a6,mae,445,-0.4364046080176265,1
transfer_spec_vs_a6,mae,446,-0.43665623941553156,1
transfer_spec_vs_a6,mae,447,-0.4375057546959771,1
transfer_spec_vs_a6,mae,448,-0.43616961803006893,1
transfer_spec_vs_a6,mae,449,-0.43902815338032086,1
transfer_spec_vs_a6,mae,450,-0.4378998866363193,1
transfer_spec_vs_a6,mae,451,-0.43881533023766517,1
transfer_spec_vs_a6,mae,452,-0.4387060789946795,1
transfer_spec_vs_a6,mae,453,-0.4422557497247914,1
transfer_spec_vs_a6,mae,454,-0.44167166799569335,1
transfer_spec_vs_a6,mae,455,-0.44161699179531944,1
transfer_spec_vs_a6,mae,456,-0.44067826572260493,1
transfer_spec_vs_a6,mae,457,-0.4415806668190414,1
transfer_spec_vs_a6,mae,458,-0.4401484643108611,1
transfer_spec_vs_a6,mae,459,-0.43769214840134296,1
transfer_spec_vs_a6,mae,460,-0.4354131185012111,1
transfer_spec_vs_a6,mae,461,-0.4343746604396359,1
transfer_spec_vs_a6,mae,462,-0.4303968259277169,1
transfer_spec_vs_a6,mae,463,-0.42820392260265683,1
transfer_spec_vs_a6,mae,464,-0.425141526594226,1
transfer_spec_vs_a6,mae,465,-0.4255498199270513,1
transfer_spec_vs_a6,mae,466,-0.42346372791388864,1
transfer_spec_vs_a6,mae,467,-0.4244871463916122,1
transfer_spec_vs_a6,mae,468,-0.4254233499590998,1
transfer_spec_vs_a6,mae,469,-0.4266947137597654,1
transfer_spec_vs_a6,mae,470,-0.4261999911549319,1
transfer_spec_vs_a6,mae,471,-0.4258045767571428,1
transfer_spec_vs_a6,mae,472,-0.4253839414873428,1
transfer_spec_vs_a6,mae,473,-0.42706037234159444,1
transfer_spec_vs_a6,mae,474,-0.42600540205974147,1
transfer_spec_vs_a6,mae,475,-0.42487883809942284,1
transfer_spec_vs_a6,mae,476,-0.4249715194480008,1
transfer_spec_vs_a6,mae,477,-0.42492928790885953,1
transfer_spec_vs_a6,mae,478,-0.42605269155110426,1
transfer_spec_vs_a6,mae,479,-0.4286264980152099,1
transfer_spec_vs_a6,mae,480,-0.43027215570273336,1
transfer_spec_vs_a6,mae,481,-0.4301613378232694,1
transfer_spec_vs_a6,mae,482,-0.430908232960745,1
transfer_spec_vs_a6,mae,483,-0.4299333278622264,1
transfer_spec_vs_a6,mae,484,-0.43048384521978234,1
transfer_spec_vs_a6,mae,485,-0.42841655687981595,1
transfer_spec_vs_a6,mae,486,-0.4270723138644139,1
transfer_spec_vs_a6,mae,487,-0.4256829898235881,1
transfer_spec_vs_a6,mae,488,-0.42510809470156286,1
transfer_spec_vs_a6,mae,489,-0.4258705275465746,1
transfer_spec_vs_a6,mae,490,-0.4246414038331192,1
transfer_spec_vs_a6,mae,491,-0.4271768763994821,1
transfer_spec_vs_a6,mae,492,-0.4269841779277006,1
transfer_spec_vs_a6,mae,493,-0.4267092935588779,1
transfer_spec_vs_a6,mae,494,-0.42631211568868954,1
transfer_spec_vs_a6,mae,495,-0.42725452608466385,1
transfer_spec_vs_a6,mae,496,-0.42956603620645906,1
transfer_spec_vs_a6,mae,497,-0.4296692001341196,1
transfer_spec_vs_a6,mae,498,-0.430369619861779,1
transfer_spec_vs_a6,mae,499,-0.43289698330297277,1
transfer_spec_vs_a6,mae,500,-0.43277502625485464,1
transfer_spec_vs_a6,mae,501,-0.43256681548794695,1
transfer_spec_vs_a6,mae,502,-0.4342628566929241,1
transfer_spec_vs_a6,mae,503,-0.43564491083253554,1
transfer_spec_vs_a6,mae,504,-0.4361621939005955,1
transfer_spec_vs_a6,mae,505,-0.43510009022712737,1
transfer_spec_vs_a6,mae,506,-0.43321915890848217,1
transfer_spec_vs_a6,mae,507,-0.43373899026793117,1
transfer_spec_vs_a6,mae,508,-0.4320577321617902,1
transfer_spec_vs_a6,mae,509,-0.43000838242287953,1
transfer_spec_vs_a6,mae,510,-0.4296893186732986,1
transfer_spec_vs_a6,mae,511,-0.42989166667299905,1
transfer_spec_vs_a6,mae,512,-0.4307798858467793,1
transfer_spec_vs_a6,mae,513,-0.4314596257243464,1
transfer_spec_vs_a6,mae,514,-0.431395284421201,1
transfer_spec_vs_a6,mae,515,-0.43370740568472677,1
transfer_spec_vs_a6,mae,516,-0.43402958401465463,1
transfer_spec_vs_a6,mae,517,-0.43799300498539084,1
transfer_spec_vs_a6,mae,518,-0.43845092766559457,1
transfer_spec_vs_a6,mae,519,-0.43802048416102357,1
transfer_spec_vs_a6,mae,520,-0.438961023663611,1
transfer_spec_vs_a6,mae,521,-0.43939355525460133,1
transfer_spec_vs_a6,mae,522,-0.438890140590924,1
transfer_spec_vs_a6,mae,523,-0.4409194665604321,1
transfer_spec_vs_a6,mae,524,-0.44266291920980194,1
transfer_spec_vs_a6,mae,525,-0.44318920972980846,1
transfer_spec_vs_a6,mae,526,-0.4418787092180487,1
transfer_spec_vs_a6,mae,527,-0.44213440052631725,1
transfer_spec_vs_a6,mae,528,-0.4425349971053416,1
transfer_spec_vs_a6,mae,529,-0.44064325651426595,1
transfer_spec_vs_a6,mae,530,-0.43901868827592505,1
transfer_spec_vs_a6,mae,531,-0.4389427221576825,1
transfer_spec_vs_a6,mae,532,-0.43742515578125696,1
transfer_spec_vs_a6,mae,533,-0.43635471921999347,1
transfer_spec_vs_a6,mae,534,-0.4374610273352797,1
transfer_spec_vs_a6,mae,535,-0.43539976471796527,1
transfer_spec_vs_a6,mae,536,-0.43521816363028876,1
transfer_spec_vs_a6,mae,537,-0.43577330669044567,1
transfer_spec_vs_a6,mae,538,-0.4368370760183149,1
transfer_spec_vs_a6,mae,539,-0.4382817148131579,1
transfer_spec_vs_a6,mae,540,-0.438768452230458,1
transfer_spec_vs_a6,mae,541,-0.4386666786276372,1
transfer_spec_vs_a6,mae,542,-0.43848135880543815,1
transfer_spec_vs_a6,mae,543,-0.44037275484073213,1
transfer_spec_vs_a6,mae,544,-0.4414248668001908,1
transfer_spec_vs_a6,mae,545,-0.44375547728083165,1
transfer_spec_vs_a6,mae,546,-0.44692054449219976,1
transfer_spec_vs_a6,mae,547,-0.44895562363593156,1
transfer_spec_vs_a6,mae,548,-0.4495142351187509,1
transfer_spec_vs_a6,mae,549,-0.4517127668711751,1
transfer_spec_vs_a6,mae,550,-0.45353973249481205,1
transfer_spec_vs_a6,mae,551,-0.4541818300782152,1
transfer_spec_vs_a6,mae,552,-0.45276138156321144,1
transfer_spec_vs_a6,mae,553,-0.45159317472090565,1
transfer_spec_vs_a6,mae,554,-0.4516683593445703,1
transfer_spec_vs_a6,mae,555,-0.45162134712231516,1
transfer_spec_vs_a6,mae,556,-0.45035900213115987,1
transfer_spec_vs_a6,mae,557,-0.4471469988793242,1
transfer_spec_vs_a6,mae,558,-0.4460427870704753,1
transfer_spec_vs_a6,mae,559,-0.445998517037256,1
transfer_spec_vs_a6,mae,560,-0.4452395627930694,1
transfer_spec_vs_a6,mae,561,-0.44546779961438077,1
transfer_spec_vs_a6,mae,562,-0.44714603680070963,1
transfer_spec_vs_a6,mae,563,-0.4503955293519968,1
transfer_spec_vs_a6,mae,564,-0.4505571859007884,1
transfer_spec_vs_a6,mae,565,-0.45122807691293065,1
transfer_spec_vs_a6,mae,566,-0.45150273495456084,1
transfer_spec_vs_a6,mae,567,-0.4551634697785323,1
transfer_spec_vs_a6,mae,568,-0.45646320334521207,0
transfer_spec_vs_a6,mae,569,-0.45756400640076134,0
transfer_spec_vs_a6,mae,570,-0.45936600876158806,0
transfer_spec_vs_a6,mae,571,-0.46157865658372543,0
transfer_spec_vs_a6,mae,572,-0.463712301272321,0
transfer_spec_vs_a6,mae,573,-0.4656852268349443,0
transfer_spec_vs_a6,mae,574,-0.467112289983147,0
transfer_spec_vs_a6,mae,575,-0.470550261070275,0
transfer_spec_vs_a6,mae,576,-0.4704045614191221,0
transfer_spec_vs_a6,mae,577,-0.4689619387264088,0
transfer_spec_vs_a6,mae,578,-0.4676815966007464,0
transfer_spec_vs_a6,mae,579,-0.46807999899949326,0
transfer_spec_vs_a6,mae,580,-0.4676297118965822,0
transfer_spec_vs_a6,mae,581,-0.4659265801673085,0
transfer_spec_vs_a6,mae,582,-0.4658263268051188,0
transfer_spec_vs_a6,mae,583,-0.46397088040310397,0
transfer_spec_vs_a6,mae,584,-0.4646752363831608,0
transfer_spec_vs_a6,mae,585,-0.46598068313421503,0
transfer_spec_vs_a6,mae,586,-0.4662760669148458,0
transfer_spec_vs_a6,mae,587,-0.4654740254099021,0
transfer_spec_vs_a6,mae,588,-0.46453012336956867,0
transfer_spec_vs_a6,mae,589,-0.465404412274224,0
transfer_spec_vs_a6,mae,590,-0.465820241755015,0
transfer_spec_vs_a6,mae,591,-0.46637111698014877,0
transfer_spec_vs_a6,mae,592,-0.466011544677678,0
transfer_spec_vs_a6,mae,593,-0.46565876122175,0
transfer_spec_vs_a6,mae,594,-0.46593747694036125,0
transfer_spec_vs_a6,mae,595,-0.46765149757387103,0
transfer_spec_vs_a6,mae,596,-0.4686535310708173,0
transfer_spec_vs_a6,mae,597,-0.46918195773298255,0
transfer_spec_vs_a6,mae,598,-0.47029726747242595,0
transfer_spec_vs_a6,mae,599,-0.4712992768732738,0
transfer_spec_vs_a6,mae,600,-0.4698479524353383,0
transfer_spec_vs_a6,mae,601,-0.46894529529455387,0
transfer_spec_vs_a6,mae,602,-0.46785108782171125,0
transfer_spec_vs_a6,mae,603,-0.46763012784327707,0
transfer_spec_vs_a6,mae,604,-0.46599359293694853,0
transfer_spec_vs_a6,mae,605,-0.46634147783650715,0
transfer_spec_vs_a6,mae,606,-0.4646287685372741,0
transfer_spec_vs_a6,mae,607,-0.46503830767627985,0
transfer_spec_vs_a6,mae,608,-0.4644323266645811,0
transfer_spec_vs_a6,mae,609,-0.46352209587058546,0
transfer_spec_vs_a6,mae,610,-0.46328092280228717,0
transfer_spec_vs_a6,mae,611,-0.4651849684227205,0
transfer_spec_vs_a6,mae,612,-0.4647690479893196,0
transfer_spec_vs_a6,mae,613,-0.46493455314068566,0
transfer_spec_vs_a6,mae,614,-0.4654277437499532,0
transfer_spec_vs_a6,mae,615,-0.4648992955092668,0
transfer_spec_vs_a6,mae,616,-0.46548049317863605,0
transfer_spec_vs_a6,mae,617,-0.46702448988860557,0
transfer_spec_vs_a6,mae,618,-0.46764209645513866,0
transfer_spec_vs_a6,mae,619,-0.4682063599042907,0
transfer_spec_vs_a6,mae,620,-0.46998013679445894,0
transfer_spec_vs_a6,mae,621,-0.47139304673755156,0
transfer_spec_vs_a6,mae,622,-0.4726097880823632,0
transfer_spec_vs_a6,mae,623,-0.4732726130271603,0
transfer_spec_vs_a6,mae,624,-0.47367996229617404,0
transfer_spec_vs_a6,mae,625,-0.47310849800819454,0
transfer_spec_vs_a6,mae,626,-0.47504393222905783,0
transfer_spec_vs_a6,mae,627,-0.4726598840032148,0
transfer_spec_vs_a6,mae,628,-0.4707189065192674,0
transfer_spec_vs_a6,mae,629,-0.46992848395082554,0
transfer_spec_vs_a6,mae,630,-0.46942296345645396,0
transfer_spec_vs_a6,mae,631,-0.46978391122014074,0
transfer_spec_vs_a6,mae,632,-0.4687386020854678,0
transfer_spec_vs_a6,mae,633,-0.46696690921248063,0
transfer_spec_vs_a6,mae,634,-0.4682388742660448,0
transfer_spec_vs_a6,mae,635,-0.46753674034793136,0
transfer_spec_vs_a6,mae,636,-0.46867130118902534,0
transfer_spec_vs_a6,mae,637,-0.46955827921913773,0
transfer_spec_vs_a6,mae,638,-0.46974356217052815,0
transfer_spec_vs_a6,mae,639,-0.4702038625595151,0
transfer_spec_vs_a6,mae,640,-0.4724310404343468,0
transfer_spec_vs_a6,mae,641,-0.47291900381075447,0
transfer_spec_vs_a6,mae,642,-0.473644259521282,0
transfer_spec_vs_a6,mae,643,-0.47517228191647387,0
transfer_spec_vs_a6,mae,644,-0.4793071729899401,0
transfer_spec_vs_a6,mae,645,-0.481760835455991,0
transfer_spec_vs_a6,mae,646,-0.48228961953675764,0
transfer_spec_vs_a6,mae,647,-0.4821369139887244,0
transfer_spec_vs_a6,mae,648,-0.48235350188396087,0
transfer_spec_vs_a6,mae,649,-0.4832945817560086,0
transfer_spec_vs_a6,mae,650,-0.4849647874366303,0
transfer_spec_vs_a6,mae,651,-0.4850090570210863,0
transfer_spec_vs_a6,mae,652,-0.4842200124251539,0
transfer_spec_vs_a6,mae,653,-0.4826517242322126,0
transfer_spec_vs_a6,mae,654,-0.4807444831280483,0
transfer_spec_vs_a6,mae,655,-0.4815791238289169,0
transfer_spec_vs_a6,mae,656,-0.48054868590133193,0
transfer_spec_vs_a6,mae,657,-0.48097835963728297,0
transfer_spec_vs_a6,mae,658,-0.4805959801325299,0
transfer_spec_vs_a6,mae,659,-0.48076687837387055,0
transfer_spec_vs_a6,mae,660,-0.482563307717192,0
transfer_spec_vs_a6,mae,661,-0.48152761926413934,0
transfer_spec_vs_a6,mae,662,-0.4814966287311373,0
transfer_spec_vs_a6,mae,663,-0.4836452418939752,0
transfer_spec_vs_a6,mae,664,-0.4842893513490498,0
transfer_spec_vs_a6,mae,665,-0.48473395857861146,0
transfer_spec_vs_a6,mae,666,-0.484736584725316,0
transfer_spec_vs_a6,mae,667,-0.4862122385349599,0
transfer_spec_vs_a6,mae,668,-0.4866270350986168,0
transfer_spec_vs_a6,mae,669,-0.48680316560453907,0
transfer_spec_vs_a6,mae,670,-0.48798616411071194,0
transfer_spec_vs_a6,mae,671,-0.4877317533014436,0
transfer_spec_vs_a6,mae,672,-0.4874785041695828,0
transfer_spec_vs_a6,mae,673,-0.4883248821034103,0
transfer_spec_vs_a6,mae,674,-0.48770220648574725,0
transfer_spec_vs_a6,mae,675,-0.4864803108490845,0
transfer_spec_vs_a6,mae,676,-0.48525739758378705,0
transfer_spec_vs_a6,mae,677,-0.48311631036968006,0
transfer_spec_vs_a6,mae,678,-0.4819144983400703,0
transfer_spec_vs_a6,mae,679,-0.4802512792082858,0
transfer_spec_vs_a6,mae,680,-0.4789332159198523,0
transfer_spec_vs_a6,mae,681,-0.4789637841246064,0
transfer_spec_vs_a6,mae,682,-0.4776724634139562,0
transfer_spec_vs_a6,mae,683,-0.4772866239963669,0
transfer_spec_vs_a6,mae,684,-0.4762679256192204,0
transfer_spec_vs_a6,mae,685,-0.47673853225564944,0
transfer_spec_vs_a6,mae,686,-0.4781309250235388,0
transfer_spec_vs_a6,mae,687,-0.4760805318798189,0
transfer_spec_vs_a6,mae,688,-0.4754458721778132,0
transfer_spec_vs_a6,mae,689,-0.47485007337524365,0
transfer_spec_vs_a6,mae,690,-0.4746487704233626,0
transfer_spec_vs_a6,mae,691,-0.47527238426257057,0
transfer_spec_vs_a6,mae,692,-0.47540938862251636,0
