dataset,spec_prediction_contribution_std,random_prediction_contribution_std,spec_to_random_contribution_ratio,spec_random_prediction_nrmse,transfer_test_mse_gain_percent,specificity_test_mse_gain_percent
Weather,0.19713705778121948,0.04443325847387314,4.436700448091974,0.046684008091688156,0.48344872129262584,0.04186265495667585
ETTm1,0.25159433484077454,0.09501012414693832,2.6480792136601172,0.03858748450875282,0.25412815046853554,0.5874245918689097
ETTh1,0.16005147993564606,0.08596476167440414,1.8618265998555208,0.05707660689949989,-3.0428003863700317,-0.20247095842399754
ETTh2,0.13103652000427246,0.07363344728946686,1.779578776057345,0.01499527134001255,-1.30514982553524,0.20431811058499172
ETTm2,0.2715732753276825,0.12829004228115082,2.116869481830265,0.017323870211839676,-0.19649961775013158,0.07506641489471999
