dataset,checkpoint_seed,candidate_family,control_family,horizon,mse_log_effect,mse_reduction,mae_log_effect,mae_reduction
ETTh1,2021,block_dct2_b144,balanced_interval,48,0.012723685560164984,0.012643081694629577,-0.00019585854237682792,-0.00019587772391349567
ETTh1,2021,block_dct2_b144,balanced_interval,96,0.004472358358885172,0.004462372256928915,-0.0032987850043958433,-0.0033042319834726275
ETTh1,2021,block_dct2_b144,balanced_interval,144,0.008107255178969581,0.008074480017707164,0.0010904563501723079,0.0010898620186969854
ETTh1,2021,block_dct2_b144,balanced_interval,192,0.007778104868489404,0.007747933686366726,0.0007193497970790741,0.0007190911270422706
ETTh1,2021,block_dct2_b144,balanced_interval,288,0.0017514560297684375,0.0017499231257249726,-0.0022451782183614856,-0.002247700518295259
ETTh1,2021,block_dct2_b144,balanced_interval,336,-0.0008105723416563209,-0.0008109009441963355,-0.002843153265644646,-0.002847198859062816
ETTh1,2021,block_dct2_b144,balanced_interval,512,-0.00910824447052861,-0.009149850753323419,-0.007019724096272938,-0.007044420112052974
ETTh1,2021,block_dct2_b144,balanced_interval,720,-0.015933752078636548,-0.016061371222585885,-0.009785192025103424,-0.009833223554666981
ETTh1,2021,block_dct2_b144,dct2,48,0.03028132655273419,0.029827440148886275,0.010008772059470837,0.009958850988761148
ETTh1,2021,block_dct2_b144,dct2,96,0.005885018349957161,0.005867735549287434,-0.0033234787223634216,-0.0033290076011125436
ETTh1,2021,block_dct2_b144,dct2,144,0.0003321053962160288,0.0003320502553233462,-0.004498197091025416,-0.0045083291658871705
ETTh1,2021,block_dct2_b144,dct2,192,0.0012199346744993004,0.0012191908566947518,-0.004458547490571678,-0.0044685016015619805
ETTh1,2021,block_dct2_b144,dct2,288,-0.00683121082818314,-0.006854596769977572,-0.008275099769072248,-0.008309433045586179
ETTh1,2021,block_dct2_b144,dct2,336,-0.0101842602629789,-0.010236296341163076,-0.009442642981318798,-0.009487365389630353
ETTh1,2021,block_dct2_b144,dct2,512,-0.018027473275159165,-0.01819094904564955,-0.012695080434359244,-0.012776005053569683
ETTh1,2021,block_dct2_b144,dct2,720,-0.02464056834383025,-0.02494665603543056,-0.014822328297810116,-0.014932723770820333
ETTh1,2022,block_dct2_b144,balanced_interval,48,0.017566526278132294,0.017413134356427773,-0.003061984944417307,-0.003066677608717372
ETTh1,2022,block_dct2_b144,balanced_interval,96,0.011271008441632528,0.011207728591693056,-0.005681128255770524,-0.00569729646829531
ETTh1,2022,block_dct2_b144,balanced_interval,144,0.01630378335617013,0.01617159603973395,0.0006737759155898596,0.0006735489795685057
ETTh1,2022,block_dct2_b144,balanced_interval,192,0.009176637747766699,0.009134660907806014,-0.003052624809917028,-0.0030572888136424226
ETTh1,2022,block_dct2_b144,balanced_interval,288,-0.0023169324806682867,-0.0023196186428797727,-0.00776195050466646,-0.007792152534133345
ETTh1,2022,block_dct2_b144,balanced_interval,336,-0.006231955366527708,-0.006251414401984956,-0.009910468908683814,-0.009959740238492332
ETTh1,2022,block_dct2_b144,balanced_interval,512,-0.013505513265686045,-0.013597124665048366,-0.014074390829252457,-0.014173901369874065
ETTh1,2022,block_dct2_b144,balanced_interval,720,-0.015725572594802378,-0.015849870106641406,-0.013761363858756535,-0.013856487268151474
ETTh1,2022,block_dct2_b144,dct2,48,0.02736715970568326,0.0269960719030643,0.0043001599660554305,0.004290927516599319
ETTh1,2022,block_dct2_b144,dct2,96,0.010330293123849416,0.010277118905108407,-0.005014431542645655,-0.0050270248451125266
ETTh1,2022,block_dct2_b144,dct2,144,0.00737117156938071,0.007344071112482697,-0.0040121680504217015,-0.004020227571767343
ETTh1,2022,block_dct2_b144,dct2,192,0.00613904761895766,0.006120242168321854,-0.00432683393529691,-0.004336208196663138
ETTh1,2022,block_dct2_b144,dct2,288,-0.0002710550379512166,-0.00027109177668727114,-0.006521866714932396,-0.006543180397461379
ETTh1,2022,block_dct2_b144,dct2,336,-0.002625055965376749,-0.002628504441608337,-0.007604981159194188,-0.00763397247461306
ETTh1,2022,block_dct2_b144,dct2,512,-0.006173026807192509,-0.006192119202912849,-0.009164287887167485,-0.009206408543691369
ETTh1,2022,block_dct2_b144,dct2,720,-0.007886397847868869,-0.00791757739424992,-0.008591613826757038,-0.008628627667769173
ETTh1,2023,block_dct2_b144,balanced_interval,48,0.0013139350612037428,0.0013130722264754757,-0.013916202000393223,-0.014013483076682265
