candidate,baseline,dataset,horizon,baseline_mse,candidate_mse,delta_mse,relative_mse_change,baseline_mae,candidate_mae,delta_mae,relative_mae_change,baseline_epochs,candidate_epochs,baseline_parameter_count,candidate_parameter_count,parameter_ratio,candidate_passes_mse
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,ETTh2,96,0.3074484169483185,0.3097114861011505,0.0022630691528320312,0.00736080925475199,0.36609065532684326,0.3644661009311676,-0.0016245543956756592,-0.004437574059969567,13,13,921184,1228784,1.333918088025845,False
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,ETTh2,192,0.37734004855155945,0.36871927976608276,-0.008620768785476685,-0.022846153803626146,0.4069473147392273,0.4046989679336548,-0.0022483468055725098,-0.0055249088128601,12,12,1437376,1745232,1.2141791709337013,True
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,ETTh2,336,0.3841150403022766,0.3875158727169037,0.003400832414627075,0.008853681990558908,0.4212876260280609,0.4178065359592438,-0.0034810900688171387,-0.00826297724819782,13,12,2211664,2519904,1.139370175578207,False
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,ETTh2,720,0.4074031412601471,0.403959721326828,-0.003443419933319092,-0.008452119251383724,0.4438471794128418,0.4412390887737274,-0.00260809063911438,-0.005876100514065631,11,13,4276432,4585696,1.0723182316473172,True
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,ETTm1,96,0.29047533869743347,0.29747316241264343,0.006997823715209961,0.024090939170912106,0.3442326486110687,0.35075199604034424,0.006519347429275513,0.018938782987552694,14,12,921184,1228784,1.333918088025845,False
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,ETTm1,192,0.3377011716365814,0.33088263869285583,-0.006818532943725586,-0.02019102542843227,0.3733891248703003,0.37153884768486023,-0.0018502771854400635,-0.004955359066986143,14,12,1437376,1745232,1.2141791709337013,True
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,ETTm1,336,0.361540287733078,0.36617177724838257,0.004631489515304565,0.012810438206886512,0.3907651901245117,0.3922448456287384,0.0014796555042266846,0.0037865591450333986,11,11,2211664,2519904,1.139370175578207,False
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,ETTm1,720,0.412788063287735,0.4123333692550659,-0.0004546940326690674,-0.001101519334274261,0.42070141434669495,0.4190947115421295,-0.0016067028045654297,-0.0038191048324866467,11,11,4276432,4585696,1.0723182316473172,True
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,Weather,96,0.14708691835403442,0.14816604554653168,0.0010791271924972534,0.0073366632775582535,0.1950538456439972,0.197761669754982,0.0027078241109848022,0.013882444112006852,16,14,921184,1228784,1.333918088025845,False
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,Weather,192,0.19520847499370575,0.19602474570274353,0.0008162707090377808,0.0041815331484153055,0.24188493192195892,0.24339842796325684,0.0015134960412979126,0.006257091044374036,15,11,1437376,1745232,1.2141791709337013,False
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,Weather,336,0.25078684091567993,0.25125449895858765,0.00046765804290771484,0.0018647630840605061,0.28711846470832825,0.28815823793411255,0.0010397732257843018,0.0036214084205297083,16,14,2211664,2519904,1.139370175578207,False
PatchEncoderFutureAwareScaleNorm,PatchEncoderFixedHead,Weather,720,0.32312721014022827,0.3233388364315033,0.00021162629127502441,0.000654931818286626,0.33546921610832214,0.33991727232933044,0.004448056221008301,0.013259208319048968,12,11,4276432,4585696,1.0723182316473172,False
