candidate,baseline,dataset,horizon,baseline_mse,candidate_mse,delta_mse,relative_mse_change,baseline_mae,candidate_mae,delta_mae,relative_mae_change,baseline_epochs,candidate_epochs,baseline_parameter_count,candidate_parameter_count,parameter_ratio,candidate_passes_mse
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,ETTh2,96,0.3074484169483185,0.30888018012046814,0.0014317631721496582,0.004656921594721806,0.36609065532684326,0.36423516273498535,-0.0018554925918579102,-0.0050683964882997055,13,13,921184,1228784,1.333918088025845,False
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,ETTh2,192,0.37734004855155945,0.3692687749862671,-0.008071273565292358,-0.021389920302057483,0.4069473147392273,0.40500208735466003,-0.0019452273845672607,-0.004780047229980536,12,12,1437376,1745232,1.2141791709337013,True
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,ETTh2,336,0.3841150403022766,0.3872210383415222,0.0031059980392456055,0.008086114089157671,0.4212876260280609,0.4177112877368927,-0.003576338291168213,-0.008489065593704388,13,12,2211664,2519904,1.139370175578207,False
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,ETTh2,720,0.4074031412601471,0.40387460589408875,-0.0035285353660583496,-0.008661041137641119,0.4438471794128418,0.4413794279098511,-0.0024677515029907227,-0.005559912549754784,11,13,4276432,4585696,1.0723182316473172,True
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,ETTm1,96,0.29047533869743347,0.2947411835193634,0.004265844821929932,0.014685738352381593,0.3442326486110687,0.3491145670413971,0.004881918430328369,0.01418203197757748,14,12,921184,1228784,1.333918088025845,False
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,ETTm1,192,0.3377011716365814,0.3306315243244171,-0.007069647312164307,-0.020934624768706275,0.3733891248703003,0.3712511956691742,-0.0021379292011260986,-0.005725740410540145,14,12,1437376,1745232,1.2141791709337013,True
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,ETTm1,336,0.361540287733078,0.3661655783653259,0.004625290632247925,0.012793292446740365,0.3907651901245117,0.39285436272621155,0.002089172601699829,0.005346363121633594,11,11,2211664,2519904,1.139370175578207,False
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,ETTm1,720,0.412788063287735,0.41226068139076233,-0.0005273818969726562,-0.0012776093687695696,0.42070141434669495,0.4195142984390259,-0.0011871159076690674,-0.002821754021227938,11,11,4276432,4585696,1.0723182316473172,True
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,Weather,96,0.14708691835403442,0.14832469820976257,0.0012377798557281494,0.008415295320477415,0.1950538456439972,0.19751101732254028,0.002457171678543091,0.012597401863215767,16,14,921184,1228784,1.333918088025845,False
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,Weather,192,0.19520847499370575,0.19597457349300385,0.0007660984992980957,0.003924514544375174,0.24188493192195892,0.2433708757162094,0.0014859437942504883,0.006143184622719323,15,11,1437376,1745232,1.2141791709337013,False
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,Weather,336,0.25078684091567993,0.25197461247444153,0.0011877715587615967,0.004736179754985437,0.28711846470832825,0.28803375363349915,0.0009152889251708984,0.003187844174705735,16,14,2211664,2519904,1.139370175578207,False
PatchEncoderFutureAwareAlignOnly,PatchEncoderFixedHead,Weather,720,0.32312721014022827,0.32322680950164795,9.959936141967773e-05,0.00030823576069763473,0.33546921610832214,0.3396925628185272,0.004223346710205078,0.012589371863084363,12,11,4276432,4585696,1.0723182316473172,False
