epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_pcc_arm_s0_measure_l1,train_pcc_arm_s1_measure_l1,train_pcc_arm_s2_measure_l1,train_pcc_arm_s3_measure_l1,train_pcc_arm_s4_measure_l1,train_pcc_credit_argmax_accuracy,train_pcc_credit_max,train_pcc_credit_min,train_pcc_credit_normalized_entropy,train_pcc_credit_policy_kl,train_pcc_fused_measure_l1,train_pcc_policy_normalized_entropy,train_pcc_policy_usage_max,train_pcc_route_kl,train_pcc_route_weight,train_pcc_skill_floor,train_pcc_skill_loss,train_pcc_total_loss,train_pcc_weighted_route_loss,train_pcc_weighted_skill_loss
1,2,0.9945140480995178,0.4431416541337967,0.45778127014636993,0.0,0.0,0.0,0.0,full,equal_skill,1,32,"96,192,336,720",0.33873916356048234,0.0001,0.5218276977539062,1,1,0.0,1,0,0,0.6181272268295288,0.6018698811531067,0.578616127371788,0.5025697499513626,0.4556788057088852,0.2627175480592996,0.731706291437149,0.021827388554811478,0.7454818189144135,0.25439025461673737,0.4431416541337967,1.0,0.20006264001131058,0.0,0.0,1.0,0.5513724088668823,0.9945140480995178,0.0,0.5513724088668823
