scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,7.5094690146215726e-06,0.00147296825889498,0.08169656991958618,0.0020256678108125925,0.002025604248046875,0.01800677739083767,0.018196800723671913,0.2156083732843399,1.0656043408774352e-10
1-96,3.218127176296548e-06,0.0010387820657342672,0.057840388268232346,0.0014285625657066703,0.001428517745807767,0.017958864569664,0.018050719052553177,0.2156083732843399,2.6781118989127606e-11
97-192,1.3742330793320434e-06,0.0006680405931547284,0.037188783288002014,0.000918708392418921,0.0009186795796267688,0.017964741215109825,0.018037112429738045,0.2156083732843399,1.8550619373947086e-11
193-336,1.3093192592350533e-06,0.000695213966537267,0.03867233544588089,0.0009560780017636716,0.0009560479666106403,0.017977150157094002,0.018040187656879425,0.2156083732843399,1.2614016602074951e-11
337-720,1.2441170838428661e-05,0.002074404386803508,0.11492165178060532,0.0028527798131108284,0.0028526904061436653,0.018040020018815994,0.018196800723671913,0.2156083732843399,1.8433278514695672e-10
