epoch,train_loss,train_mse_loss,train_residual_loss,train_smoothness_loss,mse,mae
1,0.4307060730411632,0.4307060730411632,2.2818936895205322e-06,5.08433571627473e-07,0.9642085433006287,0.6554432511329651
2,0.4018568035743246,0.4018568035743246,5.244919912071626e-06,1.079656365808489e-06,0.952645480632782,0.6468785405158997
3,0.3912974446441022,0.3912974446441022,1.2470778455772443e-05,1.786497619733204e-06,0.959740936756134,0.6490669846534729
4,0.37831439962789015,0.37831439962789015,4.1186045672269706e-05,4.119665843614133e-06,1.0545709133148193,0.685018002986908
5,0.3664414383670836,0.36644143379967786,0.00011546119007302477,8.637919051381331e-06,1.0518817901611328,0.6799923777580261
6,0.3542449619349849,0.3542449322468476,0.00023909564280768294,1.4496771846759629e-05,1.0906041860580444,0.6910975575447083
7,0.3427550925148858,0.34275505357775193,0.00041902961128683925,2.1858720240558735e-05,1.0575387477874756,0.6827850341796875
8,0.3324098028670782,0.3324097441759146,0.0005743190931857446,2.773541537754887e-05,1.08945631980896,0.6915936470031738
9,0.3231539012600179,0.32315384017096627,0.0006526753910098196,3.0202271546802744e-05,1.1001495122909546,0.6968054175376892
10,0.31536635379681643,0.3153662931645054,0.0006190681581606667,2.853150720605707e-05,1.1010470390319824,0.6954233646392822
11,0.3067821356756934,0.30678207744127034,0.0005343580578134477,2.485267805066932e-05,1.089546799659729,0.6920876502990723
12,0.2997313073311729,0.29973126439755904,0.0004403660591500829,2.0802742816939132e-05,1.0607606172561646,0.685498833656311
