baseline,dataset,horizon,repeat,seed_contract,mse,mae,checkpoint,checkpoint_sha256,test_role
SimpleTM,ECL,96,0,fix_seed_2025_advancing_rng_across_itr,0.14693506062030792,0.24070222675800323,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_96_256_1024_1_db1_None_3_0.0_0.0_0.01_TST_256_2025_1_0/checkpoint.pth,0d5f09e211f8cc66b9f9f73f796905b6c51bb848f690d91c98afe7716bca6430,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,96,1,fix_seed_2025_advancing_rng_across_itr,0.14041444659233093,0.2343573272228241,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_96_256_1024_1_db1_None_3_0.0_0.0_0.01_TST_256_2025_1_1/checkpoint.pth,b26fb338f488589de91fe5383e9b8252b30ef9c3277a00227c075a32cdb0349a,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,96,2,fix_seed_2025_advancing_rng_across_itr,0.14262768626213074,0.23626933991909027,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_96_256_1024_1_db1_None_3_0.0_0.0_0.01_TST_256_2025_1_2/checkpoint.pth,3690cca3a2e22611f22b84de62fa28a484e500a9164541b2beac0b1d7bdd7daf,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,192,0,fix_seed_2025_advancing_rng_across_itr,0.15032705664634705,0.2471400499343872,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_192_256_1024_1_db1_None_3_0.0_0.0_0.006_TST_256_2025_1_0/checkpoint.pth,8338448b6ece172302caf7a2cc0ee9f2df79837bc8153bbd7405d06d01c3e864,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,192,1,fix_seed_2025_advancing_rng_across_itr,0.15112289786338806,0.24779169261455536,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_192_256_1024_1_db1_None_3_0.0_0.0_0.006_TST_256_2025_1_1/checkpoint.pth,ab6876583de001542f7707a956581dcba683ccbbdfb64308441131dbec05708d,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,192,2,fix_seed_2025_advancing_rng_across_itr,0.1510564237833023,0.24783919751644135,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_192_256_1024_1_db1_None_3_0.0_0.0_0.006_TST_256_2025_1_2/checkpoint.pth,b990346b0ed7dc1ffba3ea320a642ef5f3a9ef5c1f2056c2f088de7b2e86f3d0,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,336,0,fix_seed_2025_advancing_rng_across_itr,0.1834966391324997,0.2758914828300476,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_336_256_1024_1_db1_None_3_0.0_5e-05_0.006_TST_256_2025_1_0/checkpoint.pth,adffa6613e44d02d57784a24ae067341431b1f0ae74050f3c18d5fc3688b5a94,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,336,1,fix_seed_2025_advancing_rng_across_itr,0.1739475429058075,0.2668569087982178,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_336_256_1024_1_db1_None_3_0.0_5e-05_0.006_TST_256_2025_1_1/checkpoint.pth,35c06c0d32f16c184472aafbf6d7bb91ba553337c55fabfef44b176f430d6e0d,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,336,2,fix_seed_2025_advancing_rng_across_itr,0.17137809097766876,0.26556840538978577,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_336_256_1024_1_db1_None_3_0.0_5e-05_0.006_TST_256_2025_1_2/checkpoint.pth,4f0cdd089a70b27914202e3be0d1f2cc2864de9af0c9696a6ba733084863aa4a,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,720,0,fix_seed_2025_advancing_rng_across_itr,0.2009730488061905,0.29345816373825073,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_720_256_1024_1_db1_None_3_0.0_5e-05_0.006_TST_256_2025_1_0/checkpoint.pth,fdf81406ae4201ca011bfac8a6d41656bce7a741283296377fc066c3eb24e681,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,720,1,fix_seed_2025_advancing_rng_across_itr,0.200712651014328,0.2935091257095337,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_720_256_1024_1_db1_None_3_0.0_5e-05_0.006_TST_256_2025_1_1/checkpoint.pth,5270458eed0d9585f610c6c5da15772b6c7ca2b9a59481ce3f7a8236a86ab54a,official_test_once_after_validation_selected_checkpoint
SimpleTM,ECL,720,2,fix_seed_2025_advancing_rng_across_itr,0.20060642063617706,0.2935035228729248,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/SimpleTM__ECL/workspace/source/checkpoints/ECL_custom_96_720_256_1024_1_db1_None_3_0.0_5e-05_0.006_TST_256_2025_1_2/checkpoint.pth,ba15c8dacee597e84e15bb46583e8b6887cbb31b04fd97277cc1efa3837b343a,official_test_once_after_validation_selected_checkpoint
