dataset,horizon,scope,mean_abs_scale,mean_abs_shift,max_abs_scale,max_abs_shift
ETTh2,96,all,0.06393296271562576,0.01687288098037243,0.09919016063213348,0.072045236825943
ETTh2,96,segment_0,0.060173820704221725,0.016098732128739357,0.09872592985630035,0.072045236825943
ETTh2,96,segment_1,0.0676920935511589,0.01764702796936035,0.09919016063213348,0.06529443711042404
ETTh2,192,all,0.06736838817596436,0.01776127517223358,0.09921853989362717,0.072045236825943
ETTh2,192,segment_0,0.060066837817430496,0.01602667197585106,0.09872592985630035,0.072045236825943
ETTh2,192,segment_1,0.06762155890464783,0.017542045563459396,0.09919016063213348,0.06529443711042404
ETTh2,192,segment_2,0.0699663981795311,0.018437378108501434,0.09921853989362717,0.06185029819607735
ETTh2,192,segment_3,0.0718187615275383,0.019039012491703033,0.0991838201880455,0.06250957399606705
ETTh2,336,all,0.07007542997598648,0.018679434433579445,0.09921853989362717,0.07204524427652359
ETTh2,336,segment_0,0.06017698347568512,0.016189362853765488,0.09872592985630035,0.07204524427652359
ETTh2,336,segment_1,0.06763755530118942,0.01760714128613472,0.09919016063213348,0.06529443711042404
ETTh2,336,segment_2,0.06995486468076706,0.0184293445199728,0.09921853989362717,0.06185028702020645
ETTh2,336,segment_3,0.07179470360279083,0.01897570863366127,0.0991838201880455,0.06250957399606705
ETTh2,336,segment_4,0.07343286275863647,0.019479116424918175,0.09916659444570541,0.06280235201120377
ETTh2,336,segment_5,0.07386090606451035,0.019960157573223114,0.09908519685268402,0.06255882233381271
ETTh2,336,segment_6,0.07367014139890671,0.0201152004301548,0.0989968478679657,0.06222567707300186
ETTh2,720,all,0.07104448974132538,0.018822215497493744,0.09921853989362717,0.07204524427652359
ETTh2,720,segment_0,0.05983045697212219,0.016200311481952667,0.09872592985630035,0.07204524427652359
ETTh2,720,segment_1,0.06722426414489746,0.01763061247766018,0.09919016063213348,0.06529443711042404
ETTh2,720,segment_2,0.06954286247491837,0.018455728888511658,0.09921853989362717,0.06185028702020645
ETTh2,720,segment_3,0.07140683382749557,0.018974844366312027,0.0991838201880455,0.06250957399606705
ETTh2,720,segment_4,0.07309932261705399,0.019443873316049576,0.09916659444570541,0.06280235201120377
ETTh2,720,segment_5,0.07357192039489746,0.019910890609025955,0.09908519685268402,0.06255882233381271
ETTh2,720,segment_6,0.07340599596500397,0.020066741853952408,0.0989968478679657,0.06222567707300186
ETTh2,720,segment_7,0.07252553850412369,0.019880961626768112,0.09884756058454514,0.06152673438191414
ETTh2,720,segment_8,0.07170239090919495,0.019362427294254303,0.09871767461299896,0.06066744402050972
ETTh2,720,segment_9,0.07178043574094772,0.019247323274612427,0.09872335940599442,0.06069011613726616
ETTh2,720,segment_10,0.07172954082489014,0.018881071358919144,0.09878106415271759,0.06054721027612686
ETTh2,720,segment_11,0.07170474529266357,0.01857682876288891,0.09882602095603943,0.060420550405979156
ETTh2,720,segment_12,0.07247872650623322,0.01874205656349659,0.09898776561021805,0.061075158417224884
ETTh2,720,segment_13,0.07305474579334259,0.018651047721505165,0.09907480329275131,0.061210691928863525
ETTh2,720,segment_14,0.07260963320732117,0.01830853894352913,0.09904703497886658,0.060726016759872437
ETTm1,96,all,0.08405859023332596,0.02187715284526348,0.09994067996740341,0.09522993117570877
ETTm1,96,segment_0,0.08078643679618835,0.021089760586619377,0.09985976666212082,0.09235101193189621
ETTm1,96,segment_1,0.08733075112104416,0.022664546966552734,0.09994067996740341,0.09522993117570877
ETTm1,192,all,0.08758814632892609,0.023627232760190964,0.09996990859508514,0.09664686024188995
ETTm1,192,segment_0,0.08078495413064957,0.021090732887387276,0.09985976666212082,0.09235101193189621
ETTm1,192,segment_1,0.08733359724283218,0.022664520889520645,0.09994067996740341,0.09522993117570877
ETTm1,192,segment_2,0.0904499739408493,0.024950899183750153,0.09996484220027924,0.09627606719732285
ETTm1,192,segment_3,0.09178406745195389,0.025802776217460632,0.09996990859508514,0.09664686024188995
ETTm1,336,all,0.08983812481164932,0.024784531444311142,0.09997659921646118,0.09697556495666504
ETTm1,336,segment_0,0.08078636229038239,0.021101120859384537,0.09985976666212082,0.09235101193189621
ETTm1,336,segment_1,0.08732641488313675,0.022675037384033203,0.09994067996740341,0.09522993117570877
ETTm1,336,segment_2,0.09044080972671509,0.024955013766884804,0.09996484220027924,0.09627606719732285
ETTm1,336,segment_3,0.09177569299936295,0.025800349190831184,0.09996990859508514,0.09664686769247055
ETTm1,336,segment_4,0.09269821643829346,0.02659756690263748,0.09997659921646118,0.09690477699041367
ETTm1,336,segment_5,0.09296154230833054,0.026195554062724113,0.09997659176588058,0.09697556495666504
ETTm1,336,segment_6,0.09287787228822708,0.026167072355747223,0.09997612982988358,0.09684903919696808
ETTm1,720,all,0.09032122045755386,0.023722846060991287,0.09997659921646118,0.09697556495666504
ETTm1,720,segment_0,0.08071991056203842,0.021108591929078102,0.09985976666212082,0.09235101193189621
ETTm1,720,segment_1,0.08729664236307144,0.022652866318821907,0.09994067996740341,0.09522993117570877
ETTm1,720,segment_2,0.09043208509683609,0.024928146973252296,0.09996484220027924,0.09627606719732285
ETTm1,720,segment_3,0.09177057445049286,0.025783909484744072,0.09996990859508514,0.09664686769247055
ETTm1,720,segment_4,0.09269320219755173,0.026585876941680908,0.09997659921646118,0.09690477699041367
ETTm1,720,segment_5,0.09295666962862015,0.02618660405278206,0.09997659176588058,0.09697556495666504
ETTm1,720,segment_6,0.09287231415510178,0.026159027591347694,0.09997612982988358,0.09684903919696808
ETTm1,720,segment_7,0.09248512238264084,0.024737386032938957,0.09996911138296127,0.09653516113758087
