comparison,candidate_arm,baseline_arm,dataset,target_horizon,status,candidate_mse,baseline_mse,relative_mse_pct,candidate_mae,baseline_mae,relative_mae_pct,candidate_wins_mse
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,ETTh2,96,ok,0.25505420565605164,0.24416223168373108,4.460957739946103,0.32342180609703064,0.31473836302757263,2.7589401514099166,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,ETTh2,192,ok,0.2967998683452606,0.2861934006214142,3.7060490216813236,0.35533061623573303,0.3473576307296753,2.295324703047208,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,ETTh2,336,ok,0.32357659935951233,0.31436556577682495,2.930038969098314,0.37973374128341675,0.37210166454315186,2.05107299093521,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,ETTh2,720,ok,0.40426361560821533,0.3950280547142029,2.3379506300367003,0.4376014471054077,0.4309396743774414,1.545871295695922,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,ETTm1,96,ok,0.27693766355514526,0.27276551723480225,1.5295724923878762,0.3346160054206848,0.33084431290626526,1.1400203561873434,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,ETTm1,192,ok,0.3134840428829193,0.3091461658477783,1.4031799563954284,0.35646846890449524,0.35286661982536316,1.0207395306800926,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,ETTm1,336,ok,0.3516775965690613,0.34693026542663574,1.3683819532399388,0.37744197249412537,0.3737157881259918,0.9970636741943872,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,ETTm1,720,ok,0.4115598499774933,0.40836983919143677,0.7811572941754719,0.40826597809791565,0.4053221046924591,0.7263046775330073,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,Weather,96,ok,0.1414191722869873,0.14136819541454315,0.03605964714670229,0.18198387324810028,0.18159954249858856,0.21163640845334175,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,Weather,192,ok,0.18252712488174438,0.18240033090114594,0.069514117640046,0.22363103926181793,0.22314205765724182,0.21913466681713345,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,Weather,336,ok,0.23203858733177185,0.2316502183675766,0.16765318285993924,0.26418447494506836,0.26356613636016846,0.2346047157040454,False
stbo_shared_vs_a6_clean,stbo_shared,a6_clean,Weather,720,ok,0.30404406785964966,0.3030458390712738,0.329398612247922,0.31512004137039185,0.3143439292907715,0.2468990196093257,False
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,ETTh2,96,ok,0.25719308853149414,0.24416223168373108,5.336966638084406,0.3240754306316376,0.31473836302757263,2.966612494977916,False
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,ETTh2,192,ok,0.3000638484954834,0.2861934006214142,4.846529599897198,0.356438010931015,0.3473576307296753,2.6141300486950847,False
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,ETTh2,336,ok,0.3276304602622986,0.31436556577682495,4.219576165314076,0.38076964020729065,0.37210166454315186,2.329464361515532,False
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,ETTh2,720,ok,0.4105807840824127,0.3950280547142029,3.937120207693101,0.4399091303348541,0.4309396743774414,2.081371591132908,False
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,ETTm1,96,ok,0.2771853804588318,0.27276551723480225,1.6203892885128912,0.3342307209968567,0.33084431290626526,1.0235654531413507,False
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,ETTm1,192,ok,0.31368547677993774,0.3091461658477783,1.4683380981650451,0.35616007447242737,0.35286661982536316,0.9333426462084127,False
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,ETTm1,336,ok,0.35196536779403687,0.34693026542663574,1.4513298115427453,0.37711140513420105,0.3737157881259918,0.908609461012233,False
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,ETTm1,720,ok,0.4120280146598816,0.40836983919143677,0.8957996201893748,0.40790027379989624,0.4053221046924591,0.6360790782415693,False
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,Weather,96,ok,0.14121632277965546,0.14136819541454315,-0.10743055355721953,0.1816902607679367,0.18159954249858856,0.049955119985423124,True
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,Weather,192,ok,0.1821880340576172,0.18240033090114594,-0.11639060218799901,0.22318139672279358,0.22314205765724182,0.017629605984992303,True
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,Weather,336,ok,0.23157349228858948,0.2316502183675766,-0.033121522409007564,0.2636261582374573,0.26356613636016846,0.022772985224017717,True
stbo_bank4_vs_a6_clean,stbo_bank4,a6_clean,Weather,720,ok,0.30375930666923523,0.3030458390712738,0.2354322369671591,0.3146427869796753,0.3143439292907715,0.09507347241541897,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,ETTh2,96,ok,0.2541719973087311,0.24416223168373108,4.099637178106175,0.32245299220085144,0.31473836302757263,2.451124514682368,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,ETTh2,192,ok,0.2959419786930084,0.2861934006214142,3.4062903094295827,0.35325849056243896,0.3473576307296753,1.6987851455481318,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,ETTh2,336,ok,0.32661160826683044,0.31436556577682495,3.8954783294234074,0.37901219725608826,0.37210166454315186,1.857162536862278,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,ETTh2,720,ok,0.40960294008255005,0.3950280547142029,3.6895823459657473,0.43717682361602783,0.4309396743774414,1.4473369729990582,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,ETTm1,96,ok,0.2761114835739136,0.27276551723480225,1.226682306851501,0.33195868134498596,0.33084431290626526,0.33682562923076365,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,ETTm1,192,ok,0.31238847970962524,0.3091461658477783,1.048796401195995,0.35372331738471985,0.35286661982536316,0.24278226140537207,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,ETTm1,336,ok,0.3505631983280182,0.34693026542663574,1.047165169321529,0.37461987137794495,0.3737157881259918,0.24191732880398664,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,ETTm1,720,ok,0.40968796610832214,0.40836983919143677,0.3227777348824956,0.40529048442840576,0.4053221046924591,-0.007801268099438818,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,Weather,96,ok,0.14132457971572876,0.14136819541454315,-0.030852553989602072,0.1816433221101761,0.18159954249858856,0.02410777636616679,True
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,Weather,192,ok,0.1822020560503006,0.18240033090114594,-0.10870312014553685,0.2229548841714859,0.22314205765724182,-0.08388086393082972,True
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,Weather,336,ok,0.2316848635673523,0.2316502183675766,0.014955824354423441,0.26334989070892334,0.26356613636016846,-0.0820460679173185,False
stbo_dct_vs_a6_clean,stbo_dct,a6_clean,Weather,720,ok,0.3038005232810974,0.3030458390712738,0.24903302158394425,0.3143501579761505,0.3143439292907715,0.001981487408730942,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,ETTh2,96,ok,0.2541279196739197,0.24416223168373108,4.081584576560293,0.32275182008743286,0.31473836302757263,2.54606937100903,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,ETTh2,192,ok,0.29595187306404114,0.2861934006214142,3.409747541850483,0.35443437099456787,0.3473576307296753,2.0373066945519103,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,ETTh2,336,ok,0.3237031400203705,0.31436556577682495,2.970291679520165,0.378756582736969,0.37210166454315186,1.7884677301800656,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,ETTh2,720,ok,0.4059184193611145,0.3950280547142029,2.7568585362350184,0.43700337409973145,0.4309396743774414,1.4070878322006486,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,ETTm1,96,ok,0.2790854573249817,0.27276551723480225,2.3169864557106346,0.33677393198013306,0.33084431290626526,1.7922687023935069,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,ETTm1,192,ok,0.31521210074424744,0.3091461658477783,1.9621575702982952,0.3584584593772888,0.35286661982536316,1.5846892955454717,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,ETTm1,336,ok,0.35354331135749817,0.34693026542663574,1.9061599952169272,0.3796047568321228,0.3737157881259918,1.5757880435454341,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,ETTm1,720,ok,0.4132220149040222,0.40836983919143677,1.1881817036715203,0.41047412157058716,0.4053221046924591,1.2710920076853816,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,Weather,96,ok,0.14157766103744507,0.14136819541454315,0.1481702601406898,0.18217454850673676,0.18159954249858856,0.3166340620889274,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,Weather,192,ok,0.18258775770664215,0.18240033090114594,0.10275573765148316,0.22378507256507874,0.22314205765724182,0.2881639232818367,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,Weather,336,ok,0.2320755124092102,0.2316502183675766,0.18359319694607468,0.2642529010772705,0.26356613636016846,0.26056637115308146,False
stbo_independent_vs_a6_clean,stbo_independent,a6_clean,Weather,720,ok,0.3039950430393219,0.3030458390712738,0.31322125093584674,0.31498682498931885,0.3143439292907715,0.20451983914493432,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,ETTh2,96,ok,0.25505420565605164,0.2541719973087311,0.3470910866113064,0.32342180609703064,0.32245299220085144,0.3004512036209439,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,ETTh2,192,ok,0.2967998683452606,0.2959419786930084,0.2898844077616092,0.35533061623573303,0.35325849056243896,0.5865749100594675,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,ETTh2,336,ok,0.32357659935951233,0.32661160826683044,-0.9292409793465239,0.37973374128341675,0.37901219725608826,0.19037488306503647,True
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,ETTh2,720,ok,0.40426361560821533,0.40960294008255005,-1.3035366575392837,0.4376014471054077,0.43717682361602783,0.09712854534869031,True
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,ETTm1,96,ok,0.27693766355514526,0.2761114835739136,0.2992197102915872,0.3346160054206848,0.33195868134498596,0.8004984430388218,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,ETTm1,192,ok,0.3134840428829193,0.31238847970962524,0.35070536990109424,0.35646846890449524,0.35372331738471985,0.7760731014488709,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,ETTm1,336,ok,0.3516775965690613,0.3505631983280182,0.31788797180027917,0.37744197249412537,0.37461987137794495,0.7533239242755618,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,ETTm1,720,ok,0.4115598499774933,0.40968796610832214,0.45690477241799865,0.40826597809791565,0.40529048442840576,0.7341632196735004,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,Weather,96,ok,0.1414191722869873,0.14132457971572876,0.06693285163048568,0.18198387324810028,0.1816433221101761,0.18748343400019074,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,Weather,192,ok,0.18252712488174438,0.1822020560503006,0.17841117630090775,0.22363103926181793,0.2229548841714859,0.30326991617368737,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,Weather,336,ok,0.23203858733177185,0.2316848635673523,0.15267452477176757,0.26418447494506836,0.26334989070892334,0.3169107964686724,False
stbo_shared_vs_stbo_dct,stbo_shared,stbo_dct,Weather,720,ok,0.30404406785964966,0.3038005232810974,0.08016595097399826,0.31512004137039185,0.3143501579761505,0.2449126792866796,False
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,ETTh2,96,ok,0.25719308853149414,0.2541719973087311,1.1886011263048335,0.3240754306316376,0.32245299220085144,0.5031550241517246,False
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,ETTh2,192,ok,0.3000638484954834,0.2959419786930084,1.3927965950213395,0.356438010931015,0.35325849056243896,0.9000549041337402,False
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,ETTh2,336,ok,0.3276304602622986,0.32661160826683044,0.3119460452966516,0.38076964020729065,0.37901219725608826,0.46369034134670084,False
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,ETTh2,720,ok,0.4105807840824127,0.40960294008255005,0.23872973169225542,0.4399091303348541,0.43717682361602783,0.6249889223830518,False
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,ETTm1,96,ok,0.2771853804588318,0.2761114835739136,0.38893597289688664,0.3342307209968567,0.33195868134498596,0.684434473189599,False
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,ETTm1,192,ok,0.31368547677993774,0.31238847970962524,0.415187228260816,0.35616007447242737,0.35372331738471985,0.6888878872119308,False
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,ETTm1,336,ok,0.35196536779403687,0.3505631983280182,0.3999762304503829,0.37711140513420105,0.37461987137794495,0.6650831807430979,False
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,ETTm1,720,ok,0.4120280146598816,0.40968796610832214,0.571178249092319,0.40790027379989624,0.40529048442840576,0.6439305810920226,False
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,Weather,96,ok,0.14121632277965546,0.14132457971572876,-0.07660163312783741,0.1816902607679367,0.1816433221101761,0.025841113901314827,True
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,Weather,192,ok,0.1821880340576172,0.1822020560503006,-0.007695847668998113,0.22318139672279358,0.2229548841714859,0.10159568925767193,True
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,Weather,336,ok,0.23157349228858948,0.2316848635673523,-0.048070157475110786,0.2636261582374573,0.26334989070892334,0.10490512367036242,True
stbo_bank4_vs_stbo_dct,stbo_bank4,stbo_dct,Weather,720,ok,0.30375930666923523,0.3038005232810974,-0.013566998310943212,0.3146427869796753,0.3143501579761505,0.0930901404372797,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,ETTh2,96,ok,0.25505420565605164,0.2541279196739197,0.36449595279437474,0.32342180609703064,0.32275182008743286,0.20758550932920006,False
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,ETTh2,192,ok,0.2967998683452606,0.29595187306404114,0.286531479743668,0.35533061623573303,0.35443437099456787,0.2528663455099611,False
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,ETTh2,336,ok,0.32357659935951233,0.3237031400203705,-0.03909157657543405,0.37973374128341675,0.378756582736969,0.2579911718990191,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,ETTh2,720,ok,0.40426361560821533,0.4059184193611145,-0.40766904726907693,0.4376014471054077,0.43700337409973145,0.13685775468172956,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,ETTm1,96,ok,0.27693766355514526,0.2790854573249817,-0.7695828333095234,0.3346160054206848,0.33677393198013306,-0.6407641312260348,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,ETTm1,192,ok,0.3134840428829193,0.31521210074424744,-0.5482206607068774,0.35646846890449524,0.3584584593772888,-0.5551523253909507,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,ETTm1,336,ok,0.3516775965690613,0.35354331135749817,-0.5277188758777807,0.37744197249412537,0.3796047568321228,-0.5697463741092923,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,ETTm1,720,ok,0.4115598499774933,0.4132220149040222,-0.402245007908153,0.40826597809791565,0.41047412157058716,-0.537949497089496,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,Weather,96,ok,0.1414191722869873,0.14157766103744507,-0.11194474417531852,0.18198387324810028,0.18217454850673676,-0.10466624465350627,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,Weather,192,ok,0.18252712488174438,0.18258775770664215,-0.03320749740253204,0.22363103926181793,0.22378507256507874,-0.06883091061223867,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,Weather,336,ok,0.23203858733177185,0.2320755124092102,-0.015910802934371304,0.26418447494506836,0.2642529010772705,-0.025894183913666158,True
stbo_shared_vs_stbo_independent,stbo_shared,stbo_independent,Weather,720,ok,0.30404406785964966,0.3039950430393219,0.016126848595154897,0.31512004137039185,0.31498682498931885,0.042292683536060416,False
stbo_bank4_vs_stbo_independent,stbo_bank4,stbo_independent,ETTh2,96,ok,0.25719308853149414,0.2541279196739197,1.2061519495801587,0.3240754306316376,0.32275182008743286,0.41010165143178234,False
