epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.35875137943141866,0.31910634524417375,0.7929006801461274,2.128080954641666,2.128080954641666,0.5195295214653015,0.4877614676952362
2,0.3270673961009619,0.289618035419932,0.7489872075476737,2.128099695241676,2.128099695241676,0.5124548077583313,0.4830777645111084
3,0.317025983783434,0.2802166469816892,0.7361867209650436,2.1281480483289035,2.1281480483289035,0.5328269004821777,0.49245208501815796
4,0.30814987983343733,0.27174312618543517,0.7281350738597366,2.127383763835115,2.127383763835115,0.5301902294158936,0.4882585108280182
5,0.2993209215829957,0.26323063379188755,0.721805734679384,2.127801869500358,2.127801869500358,0.5377522706985474,0.4884394407272339
6,0.29137902406026733,0.2556326078918745,0.7149283289909363,2.1279447897425237,2.1279447897425237,0.5581508278846741,0.4969862997531891
7,0.2832088339441228,0.24791660724945788,0.7058445361425292,2.1283090820852317,2.1283090820852317,0.6039472818374634,0.5126380920410156
8,0.2762586232626213,0.24142033154109738,0.6967658416280207,2.1284612916550545,2.1284612916550545,0.5965235233306885,0.5086766481399536
9,0.2694854181892467,0.2353703794614324,0.6823007891762931,2.1281107268243464,2.1281107268243464,0.5952394008636475,0.507763147354126
10,0.2627828524922425,0.22981787020305416,0.6592996363369924,2.1285052200533308,2.1285052200533308,0.597371518611908,0.5092077851295471
11,0.2572321997498566,0.2252976859515568,0.6386902802395371,2.128852070502515,2.128852070502515,0.6319761276245117,0.5224488973617554
12,0.25226476006912735,0.2211683654560233,0.6219278931617737,2.1284878082995147,2.1284878082995147,0.6255934238433838,0.5233621001243591
