model,horizon,mse_raw,mae_raw,mse_scaled,mae_scaled
DLinear,96,21.685366407767557,4.159156103426438,0.1615830415772668,0.35902089723681124
UVHF,96,8.75395393371582,2.1473629474639893,0.06522788107395172,0.18536168336868286
DLinear,192,42.97958708851576,5.460498747981144,0.3202515593653898,0.4713535897932783
UVHF,192,11.129722595214844,2.648575782775879,0.08293032646179199,0.22862668335437775
DLinear,336,60.21646549501371,6.627919130830244,0.4486878139274439,0.572126030855958
UVHF,336,14.55937671661377,3.1213626861572266,0.10848551988601685,0.2694379389286041
DLinear,720,44.1548906521709,5.396462738947212,0.329009037612286,0.4658259623498441
UVHF,720,17.989147186279297,3.4477596282958984,0.13404159247875214,0.297612726688385
