origin,channel,eligible,score,mean_nchpd,disagreement_percentile,min_gain,uvhf_corr720,target_std_scaled,uvhf_common96_mse,dlinear_mse_h96,uvhf_mse_h96,relative_gain_h96,dlinear_common96_mse_h96,dlinear_mse_h192,uvhf_mse_h192,relative_gain_h192,dlinear_common96_mse_h192,dlinear_mse_h336,uvhf_mse_h336,relative_gain_h336,dlinear_common96_mse_h336,dlinear_mse_h720,uvhf_mse_h720,relative_gain_h720,dlinear_common96_mse_h720
1147,6,True,0.8303869514227502,0.050319222903381734,0.984729291994447,0.5925899495324605,0.6024532056578856,0.4478731859212843,0.06522787317762663,0.16158305805785986,0.06522787317762663,0.5963198496078113,0.16158305805785986,0.32025160441337386,0.08293032586187102,0.7410463375701739,0.15263281730807757,0.4486878848963402,0.10848554181692152,0.758216021718561,0.16084337954751787,0.3290090822906945,0.13404160682033073,0.5925899495324605,0.11198321460999867
1146,6,True,0.8290397698721517,0.05089652243750318,0.9865802869042111,0.5846916780019416,0.6034212301946372,0.44800582479985174,0.06371320351033274,0.15390819075328596,0.06371320351033274,0.5860311059567669,0.15390819075328596,0.32051976570287616,0.0849496693693777,0.7349627746573153,0.14618494928164424,0.4491615400825199,0.10821743973527938,0.7590678852080752,0.1523275614947298,0.32993390189233257,0.1370242951651767,0.5846916780019416,0.10804844354187366
1145,6,True,0.8249960602970552,0.05297118474152826,0.990282276723739,0.5658378663077066,0.6010356204287371,0.4480455550017399,0.06256026758673124,0.1467890559729649,0.06256026758673124,0.5738083662159843,0.1467890559729649,0.31932541944313614,0.08638965741901562,0.7294620091013473,0.14010113281628092,0.4491401099700263,0.10832244773725638,0.7588225915862082,0.14494577966541156,0.3279574158709811,0.14238669143475596,0.5658378663077066,0.10320639068283495
208,6,True,0.8247698329867403,0.04910236392687592,0.981952799629801,0.6082774904678598,0.5131018603148187,0.47842131517861075,0.04876880944045273,0.1390617002307861,0.04876880944045273,0.6493009264267857,0.1390617002307861,0.20769489134566202,0.08135876405492791,0.6082774904678598,0.14201035265528714,0.5816539151117196,0.21286716720840926,0.6340312311531104,0.13904367265640505,1.1141269886571976,0.4274959262127541,0.6162951525588714,0.17481785579355838
207,6,True,0.8238294196318222,0.04573005438959669,0.97223507635354,0.6125507697765091,0.5394665052209945,0.4786339122268586,0.06367723969007173,0.16434989341272152,0.06367723969007173,0.6125507697765091,0.16434989341272152,0.23011403011958267,0.08548952589172232,0.6284905972604268,0.16892950285551292,0.6197761413376851,0.2151065775801745,0.6529285927078408,0.16370095610746307,1.1659838216225398,0.43191975056330434,0.6295662576499039,0.2060355184155156
1144,6,True,0.8163146522875745,0.056535436664634044,0.992596020360944,0.5340861198484481,0.5979080615256805,0.44802738420549787,0.06296890318876376,0.1380104517981252,0.06296890318876376,0.5437381562892677,0.1380104517981252,0.3097056896391141,0.08838310465768473,0.7146222765210626,0.13094907898583416,0.44136488211445474,0.10821397493208804,0.7548196983555524,0.13596173822354188,0.32145942222544294,0.14977240672033212,0.5340861198484481,0.0973898835705748
206,6,True,0.8145254307840055,0.04111347850855618,0.9532623785284591,0.6063460209212689,0.5599043524339525,0.47873373057301594,0.0759025207465019,0.19281532711580018,0.0759025207465019,0.6063460209212689,0.19281532711580018,0.2511247064759208,0.08997173484282273,0.6417248780280815,0.19737554165783514,0.6510066562071687,0.21565233294046113,0.6687402027548018,0.19100378736626564,1.2075761876735847,0.4308395427898958,0.6432195772095215,0.23846437329966017
1148,6,True,0.8137878045854132,0.046298321007588315,0.973160573808422,0.5602465206018046,0.5913356150066078,0.44775981305397383,0.07054936907213857,0.16042935957820206,0.07054936907213857,0.5602465206018046,0.16042935957820206,0.31111261081140634,0.08396579948391421,0.7301112312197029,0.15143193160963392,0.43880127804812236,0.11153506519195264,0.7458187321420682,0.16054648311292471,0.3247794792750836,0.13537566376689064,0.5831766709243678,0.11387374733002949
209,6,True,0.8099330711189058,0.041850506971102396,0.9583526145303101,0.6042330060126291,0.4948686204996199,0.4783128502405771,0.04377257148211322,0.13404160612459382,0.04377257148211322,0.6734404134084613,0.13404160612459382,0.20785473759997555,0.08157107528544638,0.6075572958917441,0.13569833265260034,0.5774412331342064,0.21719714781868235,0.6238627667099721,0.13257950430076046,1.0980853782214113,0.43458594928017313,0.6042330060126291,0.16380028024601087
1143,6,True,0.8032303968940724,0.05928820070795834,0.994909763998149,0.4870712985037011,0.5965412534388759,0.4479898778565169,0.06691682782962603,0.13046029133175516,0.06691682782962603,0.4870712985037011,0.13046029133175516,0.3012393405725216,0.09227087915730446,0.6936957869382575,0.12423558276787021,0.43240252967380566,0.10816392765286705,0.7498536196481935,0.1276641875893619,0.3158720530946568,0.15677161861395358,0.5036863278088926,0.09497444847069399
205,6,True,0.7783508121328545,0.03347949176612828,0.8773715872281351,0.606660752032278,0.5766679290910359,0.4787852604049274,0.0923672717845081,0.2348285157449833,0.0923672717845081,0.606660752032278,0.2348285157449833,0.27797633532424637,0.09706892377979343,0.6508014839947902,0.23820994605451487,0.6896586208003794,0.22340281441898116,0.6760675388067907,0.23166047942806878,1.2497321745066652,0.4374759850741894,0.6499442088486806,0.27943770783929944
1852,0,True,0.7666351273412855,0.05059767613281674,0.965293845441925,0.47767244293749467,0.40686471739074564,0.37630157706807255,0.14334548655522725,0.27443600211595487,0.14334548655522725,0.47767244293749467,0.27443600211595487,0.2905802038558721,0.1475457262394124,0.4922375155583718,0.2799554886426526,0.36036996000318605,0.17651449835334274,0.5101853152471916,0.27250699040858256,0.628280193378051,0.3059922096529029,0.5129685562619986,0.3420226985883594
1862,0,True,0.7648012156945034,0.05165279481101722,0.9703840814437761,0.4541808445454808,0.4335492160897113,0.37701879164782764,0.08316540892137554,0.1670752480027801,0.08316540892137554,0.5022278289840294,0.1670752480027801,0.20964269502914867,0.1129061610430495,0.46143527191657663,0.1745943084689785,0.2613066358116206,0.1426261672733604,0.4541808445454808,0.16422881546533022,0.5116651331608608,0.2560667769182664,0.4995422585541658,0.2176087825941427
1149,6,True,0.764277937768189,0.03833416846418192,0.9301249421564091,0.47075312336322694,0.5798952968101629,0.44787323115389943,0.07403991161856631,0.13989673796295368,0.07403991161856631,0.47075312336322694,0.13989673796295368,0.28946359407822886,0.08444660598528696,0.7082651921938589,0.13255743494729108,0.4150773823542026,0.11467080559355768,0.7237363188926917,0.1407400055239684,0.31400551442720565,0.13791098113444233,0.5608007668718393,0.10488801493734812
1850,0,True,0.7600508656823388,0.043019047100281725,0.9106894956038871,0.5302679795189384,0.4562572402471379,0.37658853534218306,0.16902802049258167,0.35983925541094014,0.16902802049258167,0.5302679795189384,0.35983925541094014,0.35982162397400974,0.1646938733036741,0.5422902284617277,0.3702766402636892,0.4169311135467398,0.19346053258994408,0.5359892166736644,0.3572467193525264,0.6828619371451096,0.30942820642599284,0.5468656406306056,0.4401255680517783
1855,0,True,0.7575243900040548,0.0467545148373271,0.944007403979639,0.46922578575773843,0.4475295228691372,0.3770004180433835,0.14629936549843892,0.2907777529177893,0.14629936549843892,0.49686878026118564,0.2907777529177893,0.298755258001871,0.15857158731668722,0.46922578575773843,0.30216520346333803,0.36840120897128975,0.18816104949180362,0.48924964166860974,0.28770340847341636,0.6195655053435541,0.3049579925351031,0.5077873285311432,0.36459570495092186
1235,6,True,0.7571430663414329,0.03727769849467135,0.918093475242943,0.479726069251013,0.5417850794465753,0.4661635390131395,0.11393668656322693,0.42214973782231474,0.11393668656322693,0.7301036187989212,0.42214973782231474,0.5145534858776261,0.12424005969226805,0.7585478223311162,0.41183689609580343,0.5270302211819364,0.14366325074318462,0.7274098429858531,0.41856685208120875,0.31562137061503565,0.16420957111826742,0.479726069251013,0.37411692282454645
1849,0,True,0.755945751282723,0.043138291881491785,0.91207774178621,0.5141294637785561,0.456680412560512,0.37659908918174073,0.19130528398392901,0.3937371577862839,0.19130528398392901,0.5141294637785561,0.3937371577862839,0.38734287255047867,0.1857206212874476,0.5205265555435141,0.40127385839527924,0.4395875899199698,0.21301984362026488,0.515409787480473,0.38876324473448354,0.6934005550956654,0.33190181303875377,0.5213418700062005,0.4663271101270235
1676,6,True,0.7539872235369239,0.03733353005973474,0.9199444701527071,0.4816248071031477,0.49527546329626093,0.40246085428896217,0.11408407300063195,0.2566240004769998,0.11408407300063195,0.5554426990905831,0.2566240004769998,0.31432617573797966,0.11362243974754387,0.6385205925635069,0.25005888375638546,0.36462933229265704,0.10755019597786264,0.7050423911273787,0.2577424386896005,0.2369547873431159,0.1228314835968203,0.4816248071031477,0.20672419708643516
1675,6,True,0.7535899886302928,0.03771970639123567,0.922720962517353,0.47308476772225094,0.503040770549409,0.40201618166110975,0.10332574075723366,0.23867864915433054,0.10332574075723366,0.5670926531412417,0.23867864915433054,0.30094933740539015,0.10329674447466881,0.6567636753573436,0.23282751296821816,0.35122104668540155,0.098698326911067,0.7189851580862867,0.23949946704186223,0.2296792656584025,0.12102150361377997,0.47308476772225094,0.19264628347265966
1857,0,True,0.7535449895485822,0.04737084082120823,0.950023137436372,0.45533923793000586,0.4193164945139452,0.3771085633196138,0.12337924284476443,0.23397204792236578,0.12337924284476443,0.47267528775188195,0.23397204792236578,0.25618025603071554,0.13953133347697574,0.45533923793000586,0.24049102518648044,0.3232244715440113,0.1713390865607165,0.46990682437426023,0.23048920949591012,0.5685037394623762,0.30137076153370407,0.4698878114351456,0.28768920742107706
1856,0,True,0.747449704653554,0.043925261266329986,0.917167977788061,0.4835914799528196,0.437882717736776,0.377097646536701,0.12107064658465633,0.23478556155838856,0.12107064658465633,0.484335213029923,0.23478556155838856,0.259863936359719,0.13419595078915716,0.4835914799528196,0.2415220339733355,0.33407533051453836,0.16319896076322482,0.5114905356469513,0.2319466454888135,0.5848077236952368,0.2691699034034786,0.5397292263811615,0.29132863075132115
1859,0,True,0.7473295540360344,0.05366113225722479,0.9754743174456271,0.38826188708100595,0.4311382918891913,0.37697029008753963,0.11238162611653506,0.18370872068161717,0.11238162611653506,0.38826188708100595,0.18370872068161717,0.22517836315474216,0.1330255382128754,0.4092436930920379,0.189325524352262,0.2872343538022589,0.16405267483662633,0.42885426946678773,0.179014361015899,0.5420499594019106,0.2884652445987264,0.46782535521815294,0.2393121165239617
210,6,True,0.7455635887202469,0.03107584316268681,0.8361869504858862,0.5985028435035739,0.4791926042623158,0.4782946288169344,0.04361684226344875,0.14241684304026594,0.04361684226344875,0.6937381749775423,0.14241684304026594,0.2201854141612217,0.08389869193903206,0.6189634437928722,0.14384865728819166,0.5941146155544353,0.2234930583564895,0.6238216456803998,0.14005153073223453,1.1051948030538734,0.4437325708007579,0.5985028435035739,0.1682235941243427
1142,6,True,0.7437540693506209,0.05679607738385952,0.993521517815826,0.2929979076629856,0.5909393814381226,0.44796835840542437,0.08059599189427065,0.11399682231188091,0.08059599189427065,0.2929979076629856,0.11399682231188091,0.2806400661163692,0.1040603311621245,0.6292035823602777,0.11071786504772148,0.40959720796197724,0.11337837226989762,0.7231954464874611,0.11137772685915844,0.30370867397294304,0.16982878297942944,0.44081681712337517,0.09005663384432673
374,6,True,0.7425313907206312,0.049632261462864424,0.982415548357242,0.3013670144373377,0.6091351221080898,0.5017682301462975,0.14798199174680635,0.21181649708054537,0.14798199174680635,0.3013670144373377,0.21181649708054537,0.48944990388790965,0.24475897940685046,0.49993047814980585,0.2179509746298748,0.7866167141432759,0.3579782361756042,0.5449140226247451,0.20959647529299194,0.918171619306888,0.3521119463854856,0.616507481846053,0.28457892750311126
1234,6,True,0.7364476662514805,0.03544328116353542,0.8986580286904211,0.44216147731893807,0.5447020871058845,0.4664107264974563,0.10287711453142057,0.39549345254609386,0.10287711453142057,0.7398765671868348,0.39549345254609386,0.48018750764409174,0.11346731173648539,0.7637020748557546,0.38630873898029305,0.5012921831952678,0.1362612859559212,0.7281799107909818,0.3927619347633628,0.3052194138205613,0.1702631468992416,0.44216147731893807,0.35726306590209544
1677,6,True,0.7340133470107065,0.03417390401129581,0.8847755668671912,0.47688940041788985,0.48558743451743974,0.40302500871823654,0.11733009672180206,0.26587399206854184,0.11733009672180206,0.5587003609907262,0.26587399206854184,0.3183215018863738,0.11690221815834323,0.6327542517059626,0.2596606721430324,0.3687871937266765,0.11213780506060497,0.6959281478095063,0.26822440370865647,0.239034311065375,0.12504138178210494,0.47688940041788985,0.21758685358299648
1674,6,True,0.7339300969179683,0.03458815260276583,0.8866265617769551,0.46231622712810505,0.5192194789105913,0.40151386864803323,0.09148569597210769,0.21452605959496995,0.09148569597210769,0.5735450688609358,0.21452605959496995,0.2826373662994908,0.09343678451907085,0.669411069943022,0.21051997174004033,0.33064856049252433,0.09118738765670849,0.7242165895993061,0.21585792829003406,0.2195661295501995,0.11805714493143052,0.46231622712810505,0.17710579573352767
1863,0,True,0.7339192058370704,0.04727693599656165,0.949560388708931,0.39784033740760516,0.39786910260323266,0.37775819472638134,0.08444034282205522,0.14737987979783207,0.08444034282205522,0.42705650908464565,0.14737987979783207,0.19948249206264468,0.12012031011353219,0.39784033740760516,0.15281964055235536,0.2604809708034075,0.15517019833654025,0.4042935349252377,0.1464687221074844,0.4957998386901137,0.27459990323550415,0.4461476551485217,0.1893346203494878
1858,0,True,0.7332310531086411,0.04723568186016073,0.9490976399814901,0.38899351694112994,0.4198417803555703,0.3770319891830471,0.1227331498540594,0.20087045433564432,0.1227331498540594,0.38899351694112994,0.20087045433564432,0.23858368551893624,0.142903109110008,0.40103570451942794,0.21068987444392306,0.30557280776130596,0.17891537257244255,0.4144918394957451,0.19899952969830456,0.5590567155509812,0.3127634948479136,0.44055140355541933,0.2578640440756464
204,6,True,0.7320762967795391,0.028787657977007917,0.7843590930124942,0.6050550390907923,0.5838023854605427,0.47874229662035117,0.10783752834967512,0.273044446753849,0.10783752834967512,0.6050550390907923,0.273044446753849,0.29916968596988497,0.10424806179632083,0.6515420288711515,0.2755641350793245,0.7166445260528929,0.23444091310632667,0.6728630379728548,0.27024356463877647,1.2773936782656612,0.4482356819971943,0.649101377575493,0.3114241186122948
1865,0,True,0.7300928254195339,0.043812879218926855,0.9157797316057381,0.44572898718430587,0.3848426346137307,0.3778246306495661,0.07769014681591827,0.1401663536782353,0.07769014681591827,0.44572898718430587,0.1401663536782353,0.19151924891063657,0.10382749841963022,0.45787434417061423,0.14128569003131058,0.2507502808546628,0.1306506352365225,0.478961160915912,0.13700041317213293,0.48714226079548645,0.24240438827690108,0.5023950747343022,0.17308954476973937
