short_horizon,long_horizon,chpd_raw,nchpd
96,192,0.3731426262059407,0.03220989958693584
96,336,0.2995391448203512,0.025856402081747852
96,720,1.018754926507062,0.08793954799572626
192,336,0.2480778590876529,0.021414232440292835
192,720,0.80133985484304,0.06917214610924323
336,720,0.7567498450407809,0.06532310920634439
