length,global_rank,frame_atoms,redundancy,constructive_kernel_dimension,frame_lower_bound,frame_upper_bound,frame_operator_max_abs,global_local_coherence,canonical_reconstruction_max_abs,kernel_max_abs,alternative_reconstruction_max_abs,coefficient_identifiable,candidate_status
96,8,104,8,8,0.9999999999999978,2.0000000000000013,2.220446049250313e-16,0.9999999999999986,1.1102230246251565e-15,2.109817869735305e-16,1.2212453270876722e-15,False,control_only_overcomplete_nonidentifiable
720,16,736,16,16,0.9999999999999956,2.0000000000000027,2.220446049250313e-16,0.9999999999999968,2.4424906541753444e-15,1.59746196046898e-16,2.3314683517128287e-15,False,control_only_overcomplete_nonidentifiable
