horizon,mse,mae
1,0.03794064000248909,0.061399344354867935
2,0.05051049217581749,0.07270238548517227
3,0.059498559683561325,0.08192969858646393
4,0.06513039022684097,0.08821124583482742
5,0.07060030102729797,0.09655515849590302
6,0.07489514350891113,0.10114576667547226
7,0.0788956731557846,0.10765497386455536
8,0.08305789530277252,0.11401544511318207
9,0.08763264119625092,0.11899536103010178
10,0.09000911563634872,0.12425610423088074
11,0.09394488483667374,0.1285763382911682
12,0.0974373146891594,0.1341269612312317
13,0.10037583112716675,0.1384965032339096
14,0.10318554937839508,0.14464668929576874
15,0.10527551919221878,0.14780136942863464
16,0.10851849615573883,0.15182235836982727
17,0.11053991317749023,0.15437616407871246
18,0.1134658008813858,0.15913622081279755
19,0.11554400622844696,0.16231997311115265
20,0.11745558679103851,0.1652427613735199
21,0.1203683540225029,0.17031657695770264
22,0.12146967649459839,0.1710180640220642
23,0.12393534928560257,0.17520591616630554
24,0.12630565464496613,0.17731870710849762
25,0.12842336297035217,0.18253320455551147
26,0.13027086853981018,0.1835760623216629
27,0.13227319717407227,0.18546533584594727
28,0.13417120277881622,0.18777026236057281
29,0.1365252286195755,0.19144293665885925
30,0.13805246353149414,0.19492343068122864
31,0.13982774317264557,0.19444914162158966
32,0.1408466249704361,0.1971416473388672
33,0.14216871559619904,0.1980462372303009
34,0.1436469703912735,0.20031078159809113
35,0.14539971947669983,0.2033892124891281
36,0.14601804316043854,0.20310832560062408
37,0.14799025654792786,0.20550651848316193
38,0.15030936896800995,0.20937958359718323
39,0.15165987610816956,0.20996373891830444
40,0.15247231721878052,0.21013005077838898
41,0.15515470504760742,0.21398887038230896
42,0.15508078038692474,0.21328116953372955
43,0.156865194439888,0.2147352248430252
44,0.1581716388463974,0.21853861212730408
45,0.15946941077709198,0.2181144505739212
46,0.16030392050743103,0.22040493786334991
47,0.16238106787204742,0.22282709181308746
48,0.16306883096694946,0.22351327538490295
49,0.16405703127384186,0.22408747673034668
50,0.16669541597366333,0.22673299908638
51,0.16790980100631714,0.22739575803279877
52,0.1676698476076126,0.22700874507427216
53,0.16985629498958588,0.23086591064929962
54,0.17125792801380157,0.2330295443534851
55,0.1722487360239029,0.23205168545246124
56,0.1741240918636322,0.23564055562019348
57,0.17437076568603516,0.2338694930076599
58,0.17498721182346344,0.23502683639526367
59,0.17756864428520203,0.2372022271156311
60,0.17835469543933868,0.23717999458312988
61,0.1795826554298401,0.23958775401115417
62,0.180450901389122,0.24196456372737885
63,0.18026627600193024,0.23933394253253937
64,0.1816427856683731,0.24038119614124298
65,0.18182553350925446,0.24156197905540466
66,0.18272176384925842,0.24253736436367035
67,0.18335725367069244,0.24291479587554932
68,0.18500088155269623,0.24370785057544708
69,0.18567560613155365,0.24548040330410004
70,0.18725517392158508,0.24654565751552582
71,0.1869521141052246,0.2442980855703354
72,0.1876489371061325,0.2477456033229828
73,0.18891334533691406,0.24841174483299255
