epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h336_l1
1,1085,0.4903339951543764,0.28413250021945496,0.28413250021945496,0.09569804504994422,0.36834481776035327,0.09569804504994422,0.11050344532810598,full,off,1,16,336,0.14360875629686884,0.0005,61.26645064353943,0,3,0.0,1,0,0,0.28413250021945496
2,1085,0.4083203919746909,0.2629637717239318,0.2629637717239318,0.034976177732996674,0.36793479859004924,0.034976177732996674,0.11038043957701477,full,off,1,16,336,0.14051850173356278,0.0004877641290737884,53.43307042121887,0,3,0.0,2,0,0,0.2629637717239318
3,1085,0.38708099950843144,0.25804364130518953,0.25804364130518953,0.018932718111519715,0.36701545344519726,0.018932718111519715,0.11010463603355918,full,off,1,16,336,0.13918975964632063,0.0004522542485937369,53.901023387908936,0,3,0.0,3,0,0,0.25804364130518953
4,1085,0.3776133926508064,0.25471827030731237,0.25471827030731237,0.013065174161907165,0.36609981612126397,0.013065174161907165,0.10982994483637919,full,off,1,16,336,0.1393784482497722,0.0003969463130731183,52.41024088859558,0,3,0.0,3,1,0,0.25471827030731237
5,1085,0.37134578532886947,0.25213771558577014,0.25213771558577014,0.009549885754761058,0.3655272661266239,0.009549885754761058,0.10965817983798716,full,off,1,16,336,0.13825377160018043,0.00032725424859373687,55.21540355682373,0,3,0.0,5,0,0,0.25213771558577014
6,1085,0.36641536643428185,0.24991153392099566,0.24991153392099566,0.006986874075014196,0.3650565149047957,0.006986874075014196,0.10951695447143871,full,off,1,16,336,0.13643466623588688,0.00025,58.02147960662842,0,3,0.0,6,0,0,0.24991153392099566
7,1085,0.36219684020165477,0.24783661203450322,0.24783661203450322,0.0049364529041496154,0.3647459009276008,0.0049364529041496154,0.10942377027828024,full,off,1,16,336,0.13700505791764175,0.00017274575140626317,57.34651303291321,0,3,0.0,6,1,0,0.24783661203450322
8,1085,0.3587103244621083,0.24608160159829576,0.24608160159829576,0.003258042617095849,0.3645689199047704,0.003258042617095849,0.10937067597143112,full,off,1,16,336,0.13566221481943058,0.00010305368692688174,54.24619483947754,0,3,0.0,8,0,0,0.24608160159829576
9,1085,0.35639020753895634,0.24481099039178839,0.24481099039178839,0.002184724243795542,0.3646482959046342,0.002184724243795542,0.10939448877139026,full,off,1,16,336,0.13575582719585372,4.7745751406263163e-05,58.40858697891235,0,3,0.0,8,1,0,0.24481099039178839
10,1085,0.355374593476546,0.2440382390802357,0.2440382390802357,0.0018847291471548206,0.36483873678242557,0.0018847291471548206,0.10945162103472766,full,off,1,16,336,0.13586115264999016,1.2235870926211617e-05,57.78915858268738,0,3,0.0,8,2,0,0.2440382390802357
