target_horizon,segment_start,segment_end,mse,mae,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0,96,0.24783547222614288,0.3553048372268677,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,0,96,0.24783547222614288,0.3553048372268677,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,96,192,0.4030593931674957,0.44440340995788574,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,0,96,0.24783547222614288,0.3553048372268677,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,96,192,0.4030593931674957,0.44440340995788574,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,192,288,0.5295095443725586,0.5110335350036621,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,288,336,0.6285439729690552,0.5661412477493286,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,0,96,0.24783547222614288,0.3553048372268677,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,96,192,0.4030593931674957,0.44440340995788574,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,192,288,0.5295095443725586,0.5110335350036621,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,288,384,0.6581211090087891,0.5815404653549194,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,384,480,0.7476682066917419,0.6208307147026062,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,480,576,0.8373722434043884,0.6599031686782837,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,576,672,0.9832225441932678,0.719043493270874,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,672,720,1.0586849451065063,0.7430815696716309,unified,CPSI_iscf_v1_cpsi_self,ETTh2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
