epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h96_l1
1,1055,0.5523515036603286,0.3674985534206951,0.3674985534206951,0.1361982075170883,0.48654742184408467,0.1361982075170883,0.04865474218440847,full,off,1,32,96,0.38679625567359227,0.0001,17.41557550430298,0,3,0.0,1,0,0,0.3674985534206951
2,1055,0.44904828221312065,0.33338618922572566,0.33338618922572566,0.06907398371970484,0.46588108610202916,0.06907398371970484,0.04658810861020292,full,off,1,32,96,0.36598525173030794,9.755282581475769e-05,17.01816415786743,0,3,0.0,2,0,0,0.33338618922572566
3,1055,0.41256980588085845,0.32293906163830327,0.32293906163830327,0.044693861882339155,0.4493688207949507,0.044693861882339155,0.044936882079495075,full,off,1,32,96,0.35661835805512965,9.045084971874738e-05,17.072556018829346,0,3,0.0,3,0,0,0.32293906163830327
4,1055,0.38585085769965183,0.31728848848862673,0.31728848848862673,0.024947038939955393,0.43615329598928515,0.024947038939955393,0.04361532959892852,full,off,1,32,96,0.3540154017973691,7.938926261462366e-05,17.85622239112854,0,3,0.0,4,0,0,0.31728848848862673
5,1055,0.36988680266656015,0.31350693849590716,0.31350693849590716,0.013524097915721166,0.42855765291299863,0.013524097915721166,0.04285576529129986,full,off,1,32,96,0.35253962269052863,6.545084971874738e-05,16.775624990463257,0,3,0.0,5,0,0,0.31350693849590716
6,1055,0.36370791693999305,0.31069318714300037,0.31069318714300037,0.010359464419820297,0.4265526539059047,0.010359464419820297,0.042655265390590474,full,off,1,32,96,0.3526451770449057,5e-05,16.998193740844727,0,3,0.0,5,1,0,0.31069318714300037
7,1055,0.3600258435965714,0.30863246852752724,0.30863246852752724,0.00876072987658082,0.4263264537987551,0.00876072987658082,0.04263264537987552,full,off,1,32,96,0.3508330311548586,3.4549150281252636e-05,16.689736127853394,0,3,0.0,7,0,0,0.30863246852752724
8,1055,0.35775008475611,0.3072716529900429,0.3072716529900429,0.007830452914592497,0.42647978818812077,0.007830452914592497,0.04264797881881208,full,off,1,32,96,0.35219073652600247,2.061073738537635e-05,17.178895711898804,0,3,0.0,7,1,0,0.3072716529900429
9,1055,0.35630156909120025,0.306315493837917,0.306315493837917,0.0073326409092587886,0.4265343441217431,0.0073326409092587886,0.04265343441217431,full,off,1,32,96,0.35154712145837647,9.549150281252633e-06,17.240694522857666,0,3,0.0,7,2,0,0.306315493837917
10,1055,0.35576260527728293,0.3059764266861559,0.3059764266861559,0.007129464739871816,0.426567144642509,0.007129464739871816,0.0426567144642509,full,off,1,32,96,0.35126310063060373,2.4471741852423237e-06,16.435899019241333,0,3,0.0,7,3,0,0.3059764266861559
