epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h192_l1
1,1094,0.4417160948844017,0.26540131975898357,0.26540131975898357,0.06647452224944965,0.3661341617595561,0.06647452224944965,0.10984024852786682,full,off,1,16,192,0.12733046871532375,0.0005,60.647637128829956,0,3,0.0,1,0,0,0.26540131975898357
2,1094,0.3718949441935942,0.24510546634739888,0.24510546634739888,0.016992376136578197,0.365990326653015,0.016992376136578197,0.1097970979959045,full,off,1,16,192,0.12450332788284868,0.0004877641290737884,51.62665319442749,0,3,0.0,2,0,0,0.24510546634739888
3,1094,0.3622303305149514,0.24098374727275734,0.24098374727275734,0.011582868803680707,0.3655457021276955,0.011582868803680707,0.10966371063830864,full,off,1,16,192,0.12366138388946031,0.0004522542485937369,52.537182569503784,0,3,0.0,3,0,0,0.24098374727275734
4,1094,0.3564649373837755,0.23779100253224592,0.23779100253224592,0.009236027324023968,0.3647930112682705,0.009236027324023968,0.10943790338048115,full,off,1,16,192,0.12249557285880049,0.0003969463130731183,51.89484095573425,0,3,0.0,4,0,0,0.23779100253224592
5,1094,0.35087401650069616,0.23532427738418962,0.23532427738418962,0.0063180411889999285,0.3641056451108817,0.0063180411889999285,0.10923169353326452,full,off,1,16,192,0.12159808884219576,0.00032725424859373687,53.97142004966736,0,3,0.0,5,0,0,0.23532427738418962
6,1094,0.34714197894554905,0.23304088340163012,0.23304088340163012,0.0050006120302246194,0.3636682614057548,0.0050006120302246194,0.10910047842172645,full,off,1,16,192,0.12079828314017504,0.00025,53.41132736206055,0,3,0.0,6,0,0,0.23304088340163012
7,1094,0.3434172881532195,0.23102887007501488,0.23102887007501488,0.0033866697864886205,0.36333914716784216,0.0033866697864886205,0.10900174415035264,full,off,1,16,192,0.12089180424421404,0.00017274575140626317,54.8148193359375,0,3,0.0,6,1,0,0.23102887007501488
8,1094,0.34046951933360403,0.2293872236660673,0.2293872236660673,0.0021233088153855403,0.3631966102875129,0.0021233088153855403,0.10895898308625386,full,off,1,16,192,0.11992812393388401,0.00010305368692688174,52.14940333366394,0,3,0.0,8,0,0,0.2293872236660673
9,1094,0.33848640121097323,0.22821864491188984,0.22821864491188984,0.0013018850967333987,0.3632195555422816,0.0013018850967333987,0.10896586666268447,full,off,1,16,192,0.12013658289409553,4.7745751406263163e-05,56.029290437698364,0,3,0.0,8,1,0,0.22821864491188984
10,1094,0.33728691633157365,0.22753553634587764,0.22753553634587764,0.0009973007411261002,0.3625135848084141,0.0009973007411261002,0.10875407544252423,full,off,1,16,192,0.12007085447354864,1.2235870926211617e-05,53.46581268310547,0,3,0.0,8,2,0,0.22753553634587764
