scope,residual_mse_norm,residual_mae_norm,max_abs_residual_norm
all,0.0853041335940361,0.12078122049570084,4.261546611785889
1-96,0.363090455532074,0.482060045003891,4.261546611785889
97-192,0.2766905725002289,0.4237990081310272,2.4968791007995605
193-336,0.0,0.0,0.0
337-720,0.0,0.0,0.0
