epoch,train_loss,mse,mae
1,0.3186385287428802,0.5201312303543091,0.48823082447052
2,0.287646702606723,0.5139196515083313,0.4824206829071045
3,0.2776009153644994,0.5085306167602539,0.4781160354614258
4,0.26746800586862385,0.5109789371490479,0.4735986590385437
5,0.25861924470595593,0.5377704501152039,0.4879034161567688
6,0.249530569337449,0.5526764988899231,0.4917522072792053
7,0.24061564583823367,0.5858502984046936,0.5023921728134155
8,0.23266917950702162,0.5942687392234802,0.5050716400146484
9,0.22581581776996829,0.598785400390625,0.5073428750038147
10,0.219978932445904,0.5974988341331482,0.5087897181510925
11,0.21389225333366754,0.6272761821746826,0.5194610357284546
12,0.20828998729867756,0.6310033202171326,0.5195026397705078
13,0.20324389940162874,0.6210781931877136,0.5202221274375916
