baseline,dataset,horizon,repeat,seed_contract,mse,mae,checkpoint,checkpoint_sha256,test_role
AMD,ECL,96,0,official_seed_2024,0.13076861202716827,0.22767512500286102,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/AMD__ECL/workspace/source/checkpoints/electricity/best.pt,71d6931365a92bb05cae589a04a083470e5cbbfad427d4aff09ba92b4ff88716,official_test_once_after_official_last_checkpoint
AMD,ECL,192,0,official_seed_2024,0.15080778300762177,0.24434037506580353,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/AMD__ECL/workspace/source/checkpoints/electricity2/best.pt,bdb3e90a10aa63f8e5d4ca7c5bb645c9bce29f837a78398df8c9cd60b96dfff5,official_test_once_after_official_last_checkpoint
AMD,ECL,336,0,official_seed_2024,0.1666347235441208,0.2622339427471161,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/AMD__ECL/workspace/source/checkpoints/electricity3/best.pt,183d7f22163844ff54e831c59b8dd440065b22e66b8db2d06cf7c01b3fb015d7,official_test_once_after_official_last_checkpoint
AMD,ECL,720,0,official_seed_2024,0.2002936750650406,0.29212602972984314,/home/yingch/exp_outputs/r-2026-fatst/amd_simpletm_main_i_7dataset_20260807_recovery/runs/AMD__ECL/workspace/source/checkpoints/electricity4/best.pt,af65985faea71b7550bd06f742a8976fbe159d0371c6a65cfe8fcd484f68bea8,official_test_once_after_official_last_checkpoint
