dataset,pred_len,total_variance,effective_rank,mean_abs_offdiag_corr,median_abs_offdiag_corr,share_abs_corr_gt_0_25,share_abs_corr_gt_0_50,top1_variance_ratio,top2_variance_ratio,top4_variance_ratio,top8_variance_ratio,top16_variance_ratio,top32_variance_ratio,top64_variance_ratio,top128_variance_ratio,train_rows_used,train_windows,channels
ETTh2,720,732.6643324544868,11.466098007336736,0.5319359764037221,0.5116647948211974,1.0,0.5428334106011435,0.5345450012556611,0.6326559946663618,0.7148271555924924,0.7893025649239839,0.8734817918851036,0.9157655598600387,0.9476397479075821,0.968193856930937,53095,7585,7
ETTm1,720,717.0851544186373,9.743899192168604,0.5544556366465584,0.5213057507718419,1.0,0.5737559882552928,0.5552414427955309,0.6295489209442439,0.7418269396490313,0.8148079096587966,0.8805089146715417,0.9398854051113381,0.9665514864809509,0.9788396697521377,234535,33505,7
Weather,720,723.1903719824861,24.17541041529992,0.4112582397912054,0.39361405259666027,0.8635798176479679,0.2614704064286818,0.4125149234878679,0.5002883534253759,0.6413835595761047,0.7212968488643939,0.7898633838043759,0.8326501822445566,0.865245475771284,0.8949893114815723,752472,35832,21
