epoch,train_loss,mse,mae
1,0.4234635518200096,0.9535723328590393,0.6490636467933655
2,0.39643147622031727,0.969440221786499,0.6567096710205078
3,0.38525444657409785,1.0105483531951904,0.6704874634742737
4,0.373532100084641,1.0529996156692505,0.68463534116745
5,0.36183026923987144,1.0897687673568726,0.6953574419021606
6,0.3494258395100005,1.096684217453003,0.6910237669944763
7,0.33822266751778995,1.0951792001724243,0.6936399340629578
8,0.327592047580814,1.1024941205978394,0.6957032084465027
9,0.3172817520254873,1.1246994733810425,0.7051435112953186
10,0.30825123145205763,1.117757797241211,0.700219988822937
11,0.30090056513917857,1.1080121994018555,0.7015363574028015
