scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.09546814858913422,0.1875990629196167,0.5409948229789734,0.009969033300876617,0.2865805923938751
