epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.5905682276672041,0.5056095376191004,0.7009528673870463,0.9982209539329502,2618.668051491321,0.4656333327293396,0.32938438653945923
2,0.5505988817189781,0.47243792721083466,0.5676016154843317,0.9956174524317325,2613.0689969129967,0.4925680160522461,0.3291245698928833
3,0.5442936731056428,0.46589607955284523,0.5750206874709733,0.9929312427698727,2607.059317897743,0.4778745472431183,0.3309508264064789
4,0.5392058737261195,0.46057930945510595,0.5825953330372421,0.9899359368522402,2600.2380817037233,0.4946413040161133,0.3376074731349945
5,0.5320908898408984,0.45479701092125663,0.5597411261897691,0.9861364215612411,2592.576255852068,0.49706584215164185,0.3303714096546173
6,0.5241777955646246,0.4496532285087545,0.508195408423182,0.9822959278670835,2581.4307231097155,0.48741021752357483,0.33583685755729675
7,0.5169861951554325,0.44526671303409926,0.45633527636528015,0.9780543580861158,2575.6006825406785,0.4871981143951416,0.3340248167514801
8,0.5101767127782526,0.44055510490712985,0.41833658075668445,0.9740956077273463,2563.2566015216667,0.489408403635025,0.33524787425994873
9,0.5059585081229747,0.4379204340593916,0.39003433245168606,0.970727155745869,2557.3627352647377,0.49148181080818176,0.34405145049095154
10,0.4992945980228169,0.43269223950698343,0.3657020523514546,0.9663451108294474,2548.680928727271,0.4899064898490906,0.34180840849876404
11,0.49322748383585835,0.4280596445773689,0.34124058904782145,0.9621161625418865,2538.720198402942,0.4890969693660736,0.34328699111938477
