epoch,train_loss,val_mean_mse,train_steps_h96,train_steps_h192,train_steps_h336,train_steps_h720,val_mse_h96,val_mae_h96,val_mse_h192,val_mae_h192,val_mse_h336,val_mae_h336,val_mse_h720,val_mae_h720
1,0.5156980187387146,0.5334832444787025,286,277,295,271,0.4125646948814392,0.29061397910118103,0.47957977652549744,0.33871540427207947,0.5650491714477539,0.3943535089492798,0.6767393350601196,0.4586700201034546
2,0.46838198743424025,0.558576688170433,283,252,273,321,0.4363054037094116,0.3012672960758209,0.5083373188972473,0.3521183133125305,0.5930689573287964,0.40558484196662903,0.6965950727462769,0.4651753306388855
3,0.42632828342692847,0.5817650333046913,269,308,274,278,0.45322760939598083,0.31221169233322144,0.53348308801651,0.3681236803531647,0.6228740215301514,0.42404305934906006,0.717475414276123,0.4788953959941864
4,0.3998820255217666,0.5877800956368446,261,307,286,275,0.46108701825141907,0.31566500663757324,0.5411266684532166,0.3690415024757385,0.6287195086479187,0.42532238364219666,0.7201871871948242,0.4826259911060333
5,0.3770332061104061,0.6080427542328835,282,288,287,272,0.46686622500419617,0.31869709491729736,0.5621160864830017,0.37767675518989563,0.6562705039978027,0.4357168972492218,0.7469182014465332,0.4942893385887146
6,0.36182642045065405,0.6228428184986115,260,302,282,285,0.4699491858482361,0.32153818011283875,0.5735124945640564,0.38492023944854736,0.6744151711463928,0.44506028294563293,0.7734944224357605,0.507112979888916
7,0.35086971418428886,0.6256620660424232,267,287,289,286,0.4732988178730011,0.3227248191833496,0.577538788318634,0.3844986855983734,0.6746733784675598,0.4428652822971344,0.777137279510498,0.5052162408828735
8,0.33914836005788657,0.6231121495366096,287,284,269,289,0.47206076979637146,0.3230115473270416,0.5741015076637268,0.3841905891895294,0.670961856842041,0.4418852627277374,0.7753244638442993,0.5055912137031555
9,0.33205482731940367,0.6305147930979729,276,303,279,271,0.4769361913204193,0.32435476779937744,0.5807256698608398,0.3864865303039551,0.6824054718017578,0.44568556547164917,0.7819918394088745,0.5069386959075928
10,0.3220848957583163,0.6206459030508995,311,285,277,256,0.4678126275539398,0.32037898898124695,0.5688592195510864,0.3824785649776459,0.6699263453483582,0.44103485345840454,0.7759854197502136,0.5047939419746399
11,0.31900311445535234,0.6261153593659401,294,282,281,272,0.46991536021232605,0.32114166021347046,0.5722174048423767,0.38391023874282837,0.6756330132484436,0.4433581829071045,0.786695659160614,0.5087346434593201
