dataset,unit_size,seeds,composed_wins,mean_composed_vs_parallel_mse_pct,std_composed_vs_parallel_mse_pct,min_composed_vs_parallel_mse_pct,max_composed_vs_parallel_mse_pct,composition_support
ETTh2,180,3,1,11.32636191588441,30.96353168850616,-31.939970972621335,38.80151181812845,False
ETTh2,240,3,0,19.90644534887389,8.533909976804376,9.204633960915398,30.089002313456525,False
ETTm1,180,3,0,4.063474469408942,1.9231273925919405,1.6440910748701132,6.349068785356526,False
ETTm1,240,3,3,-3.9800204217546558,1.7978151615098361,-5.439071933009865,-1.4472793301064546,True
Weather,180,3,2,-3.240611417750047,2.9861209570270977,-6.998111970304278,0.3073511737106793,True
Weather,240,3,2,-4.668796191450915,3.743578490907134,-8.509202296897389,0.40735847454380636,True
