dataset,unit_size,seeds,composed_wins,mean_composed_vs_parallel_mse_pct,std_composed_vs_parallel_mse_pct,min_composed_vs_parallel_mse_pct,max_composed_vs_parallel_mse_pct,composition_support
ETTh2,180,3,1,5.163860646415656,20.042778479111874,-23.08491822696147,21.306745281613914,False
ETTh2,240,3,1,5.35890227941664,19.014922348277945,-21.23168955458642,22.126406039368728,False
ETTm1,180,3,3,-2.345380767209885,0.7473681643352524,-3.3426152816191768,-1.5434793989049123,True
ETTm1,240,3,3,-16.095269807967657,2.7937426950499042,-19.37785176436129,-12.549775809111996,True
Weather,180,3,2,-1.8433532307505403,4.0261252985630716,-5.376963727457662,3.789939444553392,True
Weather,240,3,3,-6.4462233821396495,1.5320193925132126,-8.550393540158542,-4.946951442710656,True
