epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h720_l1
1,1108,0.4265059997942904,0.4265059997942904,0.4265059997942904,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.5016691307104858,0.0001,12.706382513046265,1,5,0.0,1,0,0,0.4265059997942904
2,1108,0.4062307630043598,0.4062307630043598,0.4062307630043598,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49565983334674485,9.938441702975689e-05,11.994241952896118,1,5,0.0,2,0,0,0.4062307630043598
3,1108,0.4018357652458043,0.4018357652458043,0.4018357652458043,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4949715949862915,9.755282581475769e-05,12.233667612075806,1,5,0.0,3,0,0,0.4018357652458043
4,1108,0.39884695055682734,0.39884695055682734,0.39884695055682734,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49184446975917717,9.45503262094184e-05,12.291215181350708,1,5,0.0,4,0,0,0.39884695055682734
5,1108,0.3964944888807376,0.3964944888807376,0.3964944888807376,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4942731899791397,9.045084971874738e-05,12.177195072174072,1,5,0.0,4,1,0,0.3964944888807376
6,1108,0.3948168018664694,0.3948168018664694,0.3948168018664694,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49418488584573395,8.535533905932738e-05,12.269647121429443,1,5,0.0,4,2,0,0.3948168018664694
7,1108,0.3934256738112291,0.3934256738112291,0.3934256738112291,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4921079311307357,7.938926261462366e-05,12.141778945922852,1,5,0.0,4,3,0,0.3934256738112291
8,1108,0.3921839049630647,0.3921839049630647,0.3921839049630647,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49103865666307567,7.269952498697734e-05,12.100428342819214,1,5,0.0,8,0,0,0.3921839049630647
9,1108,0.39114196967024234,0.39114196967024234,0.39114196967024234,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4891305536696953,6.545084971874738e-05,11.907851457595825,1,5,0.0,9,0,0,0.39114196967024234
10,1108,0.39021869738071835,0.39021869738071835,0.39021869738071835,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49193647997952733,5.782172325201155e-05,12.099159955978394,1,5,0.0,9,1,0,0.39021869738071835
11,1108,0.389470300358125,0.389470300358125,0.389470300358125,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4905223779760981,5e-05,11.981197118759155,1,5,0.0,9,2,0,0.389470300358125
12,1108,0.3887251832586333,0.3887251832586333,0.3887251832586333,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49204657591014567,4.2178276747988446e-05,12.264653444290161,1,5,0.0,9,3,0,0.3887251832586333
13,1108,0.38820749822506406,0.38820749822506406,0.38820749822506406,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4877013571024502,3.4549150281252636e-05,12.223864316940308,1,5,0.0,13,0,0,0.38820749822506406
14,1108,0.38776360231616436,0.38776360231616436,0.38776360231616436,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4905382055694991,2.7300475013022663e-05,12.118169069290161,1,5,0.0,13,1,0,0.38776360231616436
15,1108,0.3873420412843839,0.3873420412843839,0.3873420412843839,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.49062243137722983,2.061073738537635e-05,12.341681003570557,1,5,0.0,13,2,0,0.3873420412843839
16,1108,0.3870533994442719,0.3870533994442719,0.3870533994442719,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4906602506174721,1.4644660940672627e-05,12.321906805038452,1,5,0.0,13,3,0,0.3870533994442719
17,1108,0.3868821493555062,0.3868821493555062,0.3868821493555062,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.48933614355157173,9.549150281252633e-06,12.217293739318848,1,5,0.0,13,4,0,0.3868821493555062
18,1108,0.38669427312130533,0.38669427312130533,0.38669427312130533,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.4903518860317057,5.449673790581611e-06,12.165196180343628,1,5,0.0,13,5,1,0.38669427312130533
