arm,macro_regret,max_dataset_regret,Weather_val_mse,ETTm1_val_mse,ETTh2_val_mse,Weather_regret,ETTm1_regret,ETTh2_regret,selector,selected
sc0_p12_d128,0.009669872406362042,0.017847064997977613,0.5872341394424438,0.9729776978492737,0.6617977817853292,0.0,0.017847064997977613,0.011162552221108513,pooled_mean,0
sc0_p24_d64,0.006952349872754319,0.012770506835358075,0.5947334170341492,0.9636474450429281,0.6544919808705648,0.012770506835358075,0.008086542782904882,0.0,pooled_mean,1
sc0_p48_d32,0.013777487238676075,0.026456256302809233,0.5959699551264445,0.9559173782666525,0.6718073884646097,0.01487620541321899,0.0,0.026456256302809233,pooled_mean,0
sc0_p12_d128,0.009856064746555612,0.021610776823511868,0.5873768329620361,0.9750548005104065,0.6631364822387695,0.0,0.021610776823511868,0.007957417416154966,median_seed,0
sc0_p24_d64,0.0067696312312820845,0.011956814254697523,0.5943999886512756,0.9624003171920776,0.6579012870788574,0.011956814254697523,0.00835207943914873,0.0,median_seed,1
sc0_p48_d32,0.012430854441776532,0.02273035306464588,0.5959303379058838,0.9544288516044617,0.6728556156158447,0.014562210260683717,0.0,0.02273035306464588,median_seed,0
