short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
96,720,9.734271189402923e-15,5.5049881098057085e-08,0.0
192,720,0.0,0.0,0.0
336,720,0.0,0.0,0.0
