split,control,dataset,horizon,ordered_mse,control_mse,mse_gain,ordered_mae,control_mae,mae_gain
validation,ORDER_SHUFFLED,ETTh1,336,1.7594608125232516,2.0929064069475447,0.159321789697522,0.9577513738554351,1.0958470114234353,0.1260172598259157
validation,ORDER_SHUFFLED,ETTh1,720,1.8545549105084131,2.1802299015105717,0.14937644455592264,0.9793074085598901,1.103560758015466,0.11259312054464572
validation,ORDER_SHUFFLED,ETTh2,96,0.28015661310581935,0.43314402106971966,0.35320216953722,0.3856023695497286,0.4804735801049641,0.19745354267868376
validation,ORDER_SHUFFLED,ETTh2,192,0.34419348356979235,0.4885214824406874,0.29543838717147564,0.42220241469996317,0.5097850436965624,0.17180305715035993
validation,ORDER_SHUFFLED,ETTh2,336,0.44721428309979083,0.5688974182216489,0.2138929290666053,0.47662091092998476,0.5510629447949987,0.1350880776291485
validation,ORDER_SHUFFLED,ETTh2,720,0.7195389225369409,0.7605151978750078,0.053879627195565195,0.6051887746841188,0.6371720806000725,0.05019571147221736
validation,ORDER_SHUFFLED,ETTm1,96,0.49951186243976864,0.8616081497498921,0.42025633974705656,0.4941526793298267,0.6620185843535832,0.25356675626812847
validation,ORDER_SHUFFLED,ETTm1,192,0.6086349338293076,0.9474165922119504,0.3575846793981972,0.541037841921761,0.6925139448472432,0.21873365013450416
validation,ORDER_SHUFFLED,ETTm1,336,0.740257427805946,1.0618424606161052,0.3028556916282744,0.5916597612050115,0.7300696863609106,0.18958453931406768
validation,ORDER_SHUFFLED,ETTm1,720,0.993336030036684,1.2913426754966615,0.23077270744216793,0.6776518840638418,0.8025932016826811,0.15567203579209607
validation,ORDER_SHUFFLED,ETTm2,96,0.14902098778457867,0.23824125200155236,0.3744954472300722,0.2817703088124593,0.34747596297945293,0.18909409906687263
validation,ORDER_SHUFFLED,ETTm2,192,0.18103994925816855,0.2556008921847457,0.291708461145297,0.3071589184304078,0.35814302875882104,0.1423568413577769
validation,ORDER_SHUFFLED,ETTm2,336,0.2225045203959861,0.27802321710148636,0.1996908649727421,0.3353028974565519,0.37115275677369564,0.09659057803793333
