segment_a,segment_b,cosine
0,1,0.9842653870582581
0,2,0.9801576137542725
0,3,0.987436830997467
0,4,0.9898946285247803
0,5,0.9921587705612183
0,6,0.9899134635925293
1,2,0.9932796955108643
1,3,0.9921932816505432
1,4,0.9927641749382019
1,5,0.9900292754173279
1,6,0.9885334372520447
2,3,0.9921069145202637
2,4,0.9867259860038757
2,5,0.9875684380531311
2,6,0.9865591526031494
3,4,0.9920040965080261
3,5,0.9913060665130615
3,6,0.9905070066452026
4,5,0.9924753904342651
4,6,0.9908678531646729
5,6,0.9928222894668579
