segment_a,segment_b,cosine
0,1,0.07475314289331436
0,2,-0.021936338394880295
0,3,0.05097503960132599
0,4,0.13809719681739807
0,5,0.044365882873535156
0,6,0.1674838364124298
1,2,-0.0501563623547554
1,3,-0.11651117354631424
1,4,-0.04644943028688431
1,5,0.13754768669605255
1,6,-0.003920679911971092
2,3,0.04593773931264877
2,4,-0.02493494562804699
2,5,-0.11535044014453888
2,6,0.14725394546985626
3,4,0.018474765121936798
3,5,-0.00303962966427207
3,6,0.13248616456985474
4,5,0.060713522136211395
4,6,0.07133670151233673
5,6,0.02255912497639656
