epoch,train_loss,mse,mae
1,0.623910607349488,0.3708993196487427,0.4217444062232971
2,0.5525098337281135,0.3852010667324066,0.42473912239074707
3,0.5276954385542101,0.3884503245353699,0.42547479271888733
4,0.510090027124651,0.3906407356262207,0.4258037209510803
5,0.4969295378654234,0.39159753918647766,0.4249286353588104
6,0.48031672066257847,0.39208099246025085,0.4267025291919708
7,0.4668377152373714,0.3870067596435547,0.4243813753128052
8,0.4538988317212751,0.40663665533065796,0.43465903401374817
9,0.438820582243704,0.4056076407432556,0.4361483156681061
10,0.42417385645451083,0.4055511951446533,0.4374440014362335
11,0.4083788529519112,0.4288932681083679,0.44708728790283203
