scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.7453032623637806,0.13378164324570785,0.6859750828959725,1.2798834849487652,0.6859750828959725,0.4392392079938542,0.05000000074505806,0.9910089373588562,0.2733562286435203,0.0
