scope,residual_base_mae_ratio,residual_energy,residual_second_diff_smoothness,error_process_state_norm,segment_state_cosine,base_prediction_mse,final_prediction_mse,residual_gain_mse_pct,prediction_decomposition_max_abs
all,0.00296718068420887,5.1323491788934916e-05,0.00023176307149697095,2.7471983432769775,0.6807704567909241,0.19328859448432922,0.19328615069389343,-0.0012643226271591423,9.5367431640625e-07
1-96,0.002540546702221036,3.772449417738244e-05,0.00017848730203695595,2.5510542392730713,0.7905527353286743,0.15016020834445953,0.150165393948555,0.0034533803279890307,9.5367431640625e-07
97-192,0.0034064690116792917,6.492248212452978e-05,0.0002895459474530071,2.943342447280884,0.6180973649024963,0.2364169806241989,0.23640689253807068,-0.004267073837738167,4.76837158203125e-07
