scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.6449863776201155,0.24535650232943093,0.38125210209954075,384.1598328651815,0.38125210209954075,0.7590749278301145,0.05000000074505806,0.99764084815979,0.36300854557534545,0.0
